数据,目标,字段,名次,背景,Δ
NEM,机组出力_PPCCGT,可用发电容量_塔斯马尼亚,1,风电出力预测_塔斯马尼亚 + 联络线潮流_T-V-MNSP1,0.16149424016475677
NEM,机组出力_PPCCGT,可用发电容量_塔斯马尼亚,2,风电出力预测_新南威尔士 + 风电出力预测_塔斯马尼亚,0.15609897673130035
NEM,机组出力_PPCCGT,可用发电容量_塔斯马尼亚,3,可用发电容量_新南威尔士 + 风电出力预测_塔斯马尼亚,0.14928078651428223
NEM,机组出力_PPCCGT,可用发电容量_塔斯马尼亚,4,可用发电容量_南澳 + 风电出力预测_塔斯马尼亚,0.1485602855682373
NEM,机组出力_PPCCGT,可用发电容量_塔斯马尼亚,5,风电出力预测_昆士兰 + 风电出力预测_塔斯马尼亚,0.1474037766456604
NEM,机组出力_PPCCGT,风电出力预测_新南威尔士,1,可用发电容量_新南威尔士 + 光伏出力预测_新南威尔士,0.1414714753627777
NEM,机组出力_PPCCGT,风电出力预测_新南威尔士,2,可用发电容量_新南威尔士 + 光伏出力预测_南澳,0.14135956764221191
NEM,机组出力_PPCCGT,风电出力预测_新南威尔士,3,可用发电容量_新南威尔士 + 光伏出力预测_维多利亚,0.13898950815200806
NEM,机组出力_PPCCGT,风电出力预测_新南威尔士,4,可用发电容量_塔斯马尼亚 + 光伏出力预测_维多利亚,0.11943277716636658
NEM,机组出力_PPCCGT,风电出力预测_新南威尔士,5,可用发电容量_塔斯马尼亚 + 光伏出力预测_新南威尔士,0.11607643961906433
NEM,机组出力_PPCCGT,风电出力预测_昆士兰,1,可用发电容量_南澳 + 风电出力预测_南澳,0.11195427179336548
NEM,机组出力_PPCCGT,风电出力预测_昆士兰,2,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.08806371688842773
NEM,机组出力_PPCCGT,风电出力预测_昆士兰,3,可用发电容量_南澳 + 联络线潮流_VIC1-NSW1,0.08713025599718094
NEM,机组出力_PPCCGT,风电出力预测_昆士兰,4,风电出力预测_新南威尔士 + 联络线潮流_VIC1-NSW1,0.08384287357330322
NEM,机组出力_PPCCGT,风电出力预测_昆士兰,5,实际需求_新南威尔士 + 风电出力预测_南澳,0.08222895860671997
NEM,机组出力_PPCCGT,风电出力预测_维多利亚,1,实际需求_南澳 + 可用发电容量_塔斯马尼亚,0.3037078380584717
NEM,机组出力_PPCCGT,风电出力预测_维多利亚,2,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.2997235655784607
NEM,机组出力_PPCCGT,风电出力预测_维多利亚,3,实际需求_南澳 + 光伏出力预测_新南威尔士,0.29297155141830444
NEM,机组出力_PPCCGT,风电出力预测_维多利亚,4,可用发电容量_南澳 + 光伏出力预测_新南威尔士,0.29171222448349
NEM,机组出力_PPCCGT,风电出力预测_维多利亚,5,实际需求_南澳 + 光伏出力预测_南澳,0.2916956841945648
NEM,机组出力_PPCCGT,风电出力预测_南澳,1,可用发电容量_南澳 + 光伏出力预测_南澳,0.6028231978416443
NEM,机组出力_PPCCGT,风电出力预测_南澳,2,可用发电容量_南澳 + 光伏出力预测_维多利亚,0.59976726770401
NEM,机组出力_PPCCGT,风电出力预测_南澳,3,可用发电容量_南澳 + 光伏出力预测_新南威尔士,0.5865050554275513
NEM,机组出力_PPCCGT,风电出力预测_南澳,4,可用发电容量_新南威尔士 + 可用发电容量_南澳,0.5483388900756836
NEM,机组出力_PPCCGT,风电出力预测_南澳,5,可用发电容量_南澳 + 光伏出力预测_昆士兰,0.5453708171844482
NEM,机组出力_PPCCGT,风电出力预测_塔斯马尼亚,1,可用发电容量_塔斯马尼亚 + 联络线潮流_T-V-MNSP1,0.1944027543067932
NEM,机组出力_PPCCGT,风电出力预测_塔斯马尼亚,2,可用发电容量_新南威尔士 + 可用发电容量_塔斯马尼亚,0.17624324560165405
NEM,机组出力_PPCCGT,风电出力预测_塔斯马尼亚,3,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.17370271682739258
NEM,机组出力_PPCCGT,风电出力预测_塔斯马尼亚,4,可用发电容量_塔斯马尼亚 + 风电出力预测_昆士兰,0.1596408486366272
NEM,机组出力_PPCCGT,风电出力预测_塔斯马尼亚,5,可用发电容量_塔斯马尼亚 + 联络线潮流_V-SA,0.15264421701431274
NEM,机组出力_PPCCGT,光伏出力预测_新南威尔士,1,风电出力预测_新南威尔士 + 联络线潮流_VIC1-NSW1,0.3448770046234131
NEM,机组出力_PPCCGT,光伏出力预测_新南威尔士,2,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1,0.34216082096099854
NEM,机组出力_PPCCGT,光伏出力预测_新南威尔士,3,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.3301553726196289
NEM,机组出力_PPCCGT,光伏出力预测_新南威尔士,4,联络线潮流_VIC1-NSW1,0.31350141763687134
NEM,机组出力_PPCCGT,光伏出力预测_新南威尔士,5,可用发电容量_南澳 + 联络线潮流_VIC1-NSW1,0.311847448348999
NEM,机组出力_PPCCGT,光伏出力预测_昆士兰,1,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1,0.35317543148994446
NEM,机组出力_PPCCGT,光伏出力预测_昆士兰,2,风电出力预测_新南威尔士 + 联络线潮流_VIC1-NSW1,0.3133590519428253
NEM,机组出力_PPCCGT,光伏出力预测_昆士兰,3,风电出力预测_南澳 + 联络线潮流_NSW1-QLD1,0.31150609254837036
NEM,机组出力_PPCCGT,光伏出力预测_昆士兰,4,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.29899391531944275
NEM,机组出力_PPCCGT,光伏出力预测_昆士兰,5,联络线潮流_VIC1-NSW1,0.2946547269821167
NEM,机组出力_PPCCGT,光伏出力预测_维多利亚,1,风电出力预测_新南威尔士 + 联络线潮流_VIC1-NSW1,0.3420678973197937
NEM,机组出力_PPCCGT,光伏出力预测_维多利亚,2,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1,0.337726891040802
NEM,机组出力_PPCCGT,光伏出力预测_维多利亚,3,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.3310140371322632
NEM,机组出力_PPCCGT,光伏出力预测_维多利亚,4,联络线潮流_VIC1-NSW1,0.31198441982269287
NEM,机组出力_PPCCGT,光伏出力预测_维多利亚,5,可用发电容量_南澳 + 联络线潮流_VIC1-NSW1,0.3092932105064392
NEM,机组出力_PPCCGT,光伏出力预测_南澳,1,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.3479492664337158
NEM,机组出力_PPCCGT,光伏出力预测_南澳,2,可用发电容量_昆士兰 + 风电出力预测_南澳,0.3322238326072693
NEM,机组出力_PPCCGT,光伏出力预测_南澳,3,风电出力预测_南澳 + 联络线潮流_NSW1-QLD1,0.3320484757423401
NEM,机组出力_PPCCGT,光伏出力预测_南澳,4,风电出力预测_新南威尔士 + 联络线潮流_VIC1-NSW1,0.3317255973815918
NEM,机组出力_PPCCGT,光伏出力预测_南澳,5,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1,0.3315048813819885
NEM,机组出力_PPCCGT,出清价_新南威尔士,1,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.2764770984649658
NEM,机组出力_PPCCGT,出清价_新南威尔士,2,可用发电容量_塔斯马尼亚,0.2673999071121216
NEM,机组出力_PPCCGT,出清价_新南威尔士,3,联络线潮流_VIC1-NSW1,0.2671983242034912
NEM,机组出力_PPCCGT,出清价_新南威尔士,4,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1,0.2667583227157593
NEM,机组出力_PPCCGT,出清价_新南威尔士,5,可用发电容量_塔斯马尼亚 + 联络线潮流_VIC1-NSW1,0.264815092086792
NEM,机组出力_PPCCGT,出清价_昆士兰,1,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1,0.23825204372406006
NEM,机组出力_PPCCGT,出清价_昆士兰,2,可用发电容量_塔斯马尼亚 + 联络线潮流_NSW1-QLD1,0.20924752950668335
NEM,机组出力_PPCCGT,出清价_昆士兰,3,联络线潮流_NSW1-QLD1,0.2070872187614441
NEM,机组出力_PPCCGT,出清价_昆士兰,4,可用发电容量_塔斯马尼亚 + 联络线潮流_VIC1-NSW1,0.20245105028152466
NEM,机组出力_PPCCGT,出清价_昆士兰,5,风电出力预测_南澳 + 联络线潮流_NSW1-QLD1,0.20242685079574585
NEM,机组出力_PPCCGT,出清价_维多利亚,1,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.5186352133750916
NEM,机组出力_PPCCGT,出清价_维多利亚,2,可用发电容量_南澳,0.5161826014518738
NEM,机组出力_PPCCGT,出清价_维多利亚,3,∅,0.5152342319488525
NEM,机组出力_PPCCGT,出清价_维多利亚,4,可用发电容量_塔斯马尼亚,0.5133100152015686
NEM,机组出力_PPCCGT,出清价_维多利亚,5,可用发电容量_昆士兰,0.5002729892730713
NEM,机组出力_PPCCGT,出清价_南澳,1,可用发电容量_南澳,0.5740544199943542
NEM,机组出力_PPCCGT,出清价_南澳,2,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.5695445537567139
NEM,机组出力_PPCCGT,出清价_南澳,3,可用发电容量_塔斯马尼亚,0.5517884492874146
NEM,机组出力_PPCCGT,出清价_南澳,4,可用发电容量_昆士兰 + 可用发电容量_南澳,0.5513560175895691
NEM,机组出力_PPCCGT,出清价_南澳,5,∅,0.5480713844299316
NEM,机组出力_PPCCGT,出清价_塔斯马尼亚,1,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.42931032180786133
NEM,机组出力_PPCCGT,出清价_塔斯马尼亚,2,可用发电容量_塔斯马尼亚,0.42730093002319336
NEM,机组出力_PPCCGT,出清价_塔斯马尼亚,3,可用发电容量_昆士兰 + 可用发电容量_塔斯马尼亚,0.411613404750824
NEM,机组出力_PPCCGT,出清价_塔斯马尼亚,4,可用发电容量_南澳,0.41093286871910095
NEM,机组出力_PPCCGT,出清价_塔斯马尼亚,5,∅,0.4094805419445038
NEM,机组出力_PPCCGT,联络线潮流_N-Q-MNSP1,1,可用发电容量_昆士兰 + 联络线潮流_NSW1-QLD1,0.17654496431350708
NEM,机组出力_PPCCGT,联络线潮流_N-Q-MNSP1,2,可用发电容量_新南威尔士 + 光伏出力预测_维多利亚,0.1633775234222412
NEM,机组出力_PPCCGT,联络线潮流_N-Q-MNSP1,3,可用发电容量_新南威尔士 + 光伏出力预测_新南威尔士,0.1613430678844452
NEM,机组出力_PPCCGT,联络线潮流_N-Q-MNSP1,4,可用发电容量_新南威尔士 + 联络线潮流_V-SA,0.1607915759086609
NEM,机组出力_PPCCGT,联络线潮流_N-Q-MNSP1,5,可用发电容量_新南威尔士 + 光伏出力预测_昆士兰,0.16040173172950745
NEM,机组出力_PPCCGT,联络线潮流_NSW1-QLD1,1,可用发电容量_新南威尔士 + 光伏出力预测_昆士兰,0.2194906771183014
NEM,机组出力_PPCCGT,联络线潮流_NSW1-QLD1,2,风电出力预测_昆士兰 + 光伏出力预测_昆士兰,0.20297572016716003
NEM,机组出力_PPCCGT,联络线潮流_NSW1-QLD1,3,光伏出力预测_昆士兰 + 联络线潮流_V-SA,0.20133517682552338
NEM,机组出力_PPCCGT,联络线潮流_NSW1-QLD1,4,可用发电容量_南澳 + 光伏出力预测_昆士兰,0.195676788687706
NEM,机组出力_PPCCGT,联络线潮流_NSW1-QLD1,5,光伏出力预测_昆士兰,0.19348286092281342
NEM,机组出力_PPCCGT,联络线潮流_T-V-MNSP1,1,可用发电容量_昆士兰 + 可用发电容量_塔斯马尼亚,0.19792355597019196
NEM,机组出力_PPCCGT,联络线潮流_T-V-MNSP1,2,可用发电容量_昆士兰 + 风电出力预测_新南威尔士,0.1864694505929947
NEM,机组出力_PPCCGT,联络线潮流_T-V-MNSP1,3,可用发电容量_昆士兰 + 风电出力预测_塔斯马尼亚,0.18288064002990723
NEM,机组出力_PPCCGT,联络线潮流_T-V-MNSP1,4,可用发电容量_塔斯马尼亚 + 风电出力预测_塔斯马尼亚,0.18216264247894287
NEM,机组出力_PPCCGT,联络线潮流_T-V-MNSP1,5,可用发电容量_昆士兰 + 可用发电容量_南澳,0.17751358449459076
NEM,机组出力_PPCCGT,联络线潮流_V-S-MNSP1,1,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.2028789520263672
NEM,机组出力_PPCCGT,联络线潮流_V-S-MNSP1,2,风电出力预测_新南威尔士 + 风电出力预测_南澳,0.1860852837562561
NEM,机组出力_PPCCGT,联络线潮流_V-S-MNSP1,3,可用发电容量_南澳 + 联络线潮流_NSW1-QLD1,0.1795782446861267
NEM,机组出力_PPCCGT,联络线潮流_V-S-MNSP1,4,可用发电容量_南澳 + 联络线潮流_VIC1-NSW1,0.17616552114486694
NEM,机组出力_PPCCGT,联络线潮流_V-S-MNSP1,5,风电出力预测_南澳,0.17503327131271362
NEM,机组出力_PPCCGT,联络线潮流_V-SA,1,可用发电容量_南澳 + 风电出力预测_维多利亚,0.19929975271224976
NEM,机组出力_PPCCGT,联络线潮流_V-SA,2,可用发电容量_南澳 + 联络线潮流_VIC1-NSW1,0.1967952847480774
NEM,机组出力_PPCCGT,联络线潮流_V-SA,3,可用发电容量_南澳 + 联络线潮流_NSW1-QLD1,0.19113808870315552
NEM,机组出力_PPCCGT,联络线潮流_V-SA,4,可用发电容量_南澳 + 风电出力预测_新南威尔士,0.18246175348758698
NEM,机组出力_PPCCGT,联络线潮流_V-SA,5,可用发电容量_维多利亚 + 风电出力预测_南澳,0.17850422859191895
NEM,机组出力_PPCCGT,联络线潮流_VIC1-NSW1,1,可用发电容量_塔斯马尼亚 + 光伏出力预测_新南威尔士,0.258643239736557
NEM,机组出力_PPCCGT,联络线潮流_VIC1-NSW1,2,实际需求_昆士兰 + 光伏出力预测_维多利亚,0.2525479793548584
NEM,机组出力_PPCCGT,联络线潮流_VIC1-NSW1,3,可用发电容量_塔斯马尼亚 + 光伏出力预测_维多利亚,0.2524358630180359
NEM,机组出力_PPCCGT,联络线潮流_VIC1-NSW1,4,可用发电容量_南澳 + 光伏出力预测_新南威尔士,0.2519150376319885
NEM,机组出力_PPCCGT,联络线潮流_VIC1-NSW1,5,可用发电容量_南澳 + 光伏出力预测_维多利亚,0.2475583553314209
PJM-load,metered_load_mw,rmccp,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.1260787844657898
PJM-load,metered_load_mw,rmccp,2,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.12160941958427429
PJM-load,metered_load_mw,rmccp,3,rmpcp + da_as_as_req_mw_thirty_minutes_reserve,0.11329925060272217
PJM-load,metered_load_mw,rmccp,4,da_as_as_req_mw_primary_reserve,0.10682150721549988
PJM-load,metered_load_mw,rmccp,5,da_as_as_req_mw_primary_reserve + da_as_as_req_mw_thirty_minutes_reserve,0.10682150721549988
PJM-load,metered_load_mw,rmpcp,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.09671755135059357
PJM-load,metered_load_mw,rmpcp,2,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.0935552716255188
PJM-load,metered_load_mw,rmpcp,3,total_pjm_self_sched_reg + da_as_ss_mw_primary_reserve,0.09259873628616333
PJM-load,metered_load_mw,rmpcp,4,total_pjm_self_sched_reg + gross_sched_interchange_mw,0.09247716516256332
PJM-load,metered_load_mw,rmpcp,5,total_pjm_assigned_reg,0.09245719760656357
PJM-load,metered_load_mw,total_pjm_reg_purchases,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.15782353281974792
PJM-load,metered_load_mw,total_pjm_reg_purchases,2,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.15464919805526733
PJM-load,metered_load_mw,total_pjm_reg_purchases,3,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.1447928547859192
PJM-load,metered_load_mw,total_pjm_reg_purchases,4,da_as_total_mw_thirty_minutes_reserve,0.14259445667266846
PJM-load,metered_load_mw,total_pjm_reg_purchases,5,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.14104072749614716
PJM-load,metered_load_mw,total_pjm_self_sched_reg,1,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.0952727198600769
PJM-load,metered_load_mw,total_pjm_self_sched_reg,2,total_pjm_assigned_reg + gross_sched_interchange_mw,0.06487244367599487
PJM-load,metered_load_mw,total_pjm_self_sched_reg,3,total_pjm_reg_purchases + total_pjm_assigned_reg,0.06318837404251099
PJM-load,metered_load_mw,total_pjm_self_sched_reg,4,total_pjm_assigned_reg + marginal_loss_price_rt,0.06101959943771362
PJM-load,metered_load_mw,total_pjm_self_sched_reg,5,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.06093171238899231
PJM-load,metered_load_mw,total_pjm_assigned_reg,1,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.0821797251701355
PJM-load,metered_load_mw,total_pjm_assigned_reg,2,total_pjm_self_sched_reg + da_as_mcp_primary_reserve,0.07940860092639923
PJM-load,metered_load_mw,total_pjm_assigned_reg,3,total_pjm_self_sched_reg + marginal_loss_price_rt,0.0778803825378418
PJM-load,metered_load_mw,total_pjm_assigned_reg,4,total_pjm_self_sched_reg + total_lmp_da,0.07347798347473145
PJM-load,metered_load_mw,total_pjm_assigned_reg,5,total_pjm_self_sched_reg + system_energy_price_da,0.07116866111755371
PJM-load,metered_load_mw,da_as_mcp_primary_reserve,1,total_pjm_self_sched_reg + gross_sched_interchange_mw,0.16769066452980042
PJM-load,metered_load_mw,da_as_mcp_primary_reserve,2,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.1612066924571991
PJM-load,metered_load_mw,da_as_mcp_primary_reserve,3,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.1565585732460022
PJM-load,metered_load_mw,da_as_mcp_primary_reserve,4,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.15404412150382996
PJM-load,metered_load_mw,da_as_mcp_primary_reserve,5,total_pjm_assigned_reg + gross_sched_interchange_mw,0.14016008377075195
PJM-load,metered_load_mw,da_as_mcp_synchronized_reserve,1,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.19558387994766235
PJM-load,metered_load_mw,da_as_mcp_synchronized_reserve,2,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.18226876854896545
PJM-load,metered_load_mw,da_as_mcp_synchronized_reserve,3,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.17971208691596985
PJM-load,metered_load_mw,da_as_mcp_synchronized_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,0.1753685474395752
PJM-load,metered_load_mw,da_as_mcp_synchronized_reserve,5,da_as_as_req_mw_primary_reserve + da_as_as_req_mw_thirty_minutes_reserve,0.17262712121009827
PJM-load,metered_load_mw,da_as_as_req_mw_primary_reserve,1,da_as_total_mw_thirty_minutes_reserve,0.3694300353527069
PJM-load,metered_load_mw,da_as_as_req_mw_primary_reserve,2,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.36078906059265137
PJM-load,metered_load_mw,da_as_as_req_mw_primary_reserve,3,rmccp + da_as_total_mw_thirty_minutes_reserve,0.3520013093948364
PJM-load,metered_load_mw,da_as_as_req_mw_primary_reserve,4,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.34571754932403564
PJM-load,metered_load_mw,da_as_as_req_mw_primary_reserve,5,da_as_ss_mw_primary_reserve + da_as_total_mw_thirty_minutes_reserve,0.345254510641098
PJM-load,metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,1,da_as_total_mw_thirty_minutes_reserve,0.31458961963653564
PJM-load,metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,2,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.3138909935951233
PJM-load,metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,3,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.3026859164237976
PJM-load,metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,4,rmccp + da_as_total_mw_thirty_minutes_reserve,0.3020395040512085
PJM-load,metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,5,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.293687641620636
PJM-load,metered_load_mw,da_as_ss_mw_primary_reserve,1,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.13257114589214325
PJM-load,metered_load_mw,da_as_ss_mw_primary_reserve,2,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.13143062591552734
PJM-load,metered_load_mw,da_as_ss_mw_primary_reserve,3,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.12283340096473694
PJM-load,metered_load_mw,da_as_ss_mw_primary_reserve,4,da_as_as_req_mw_primary_reserve,0.11395904421806335
PJM-load,metered_load_mw,da_as_ss_mw_primary_reserve,5,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.11395904421806335
PJM-load,metered_load_mw,da_as_nsr_mw_primary_reserve,1,∅,0.4054771363735199
PJM-load,metered_load_mw,da_as_nsr_mw_primary_reserve,2,total_pjm_self_sched_reg,0.3905550539493561
PJM-load,metered_load_mw,da_as_nsr_mw_primary_reserve,3,total_pjm_assigned_reg,0.38627302646636963
PJM-load,metered_load_mw,da_as_nsr_mw_primary_reserve,4,da_as_as_req_mw_primary_reserve,0.3736708164215088
PJM-load,metered_load_mw,da_as_nsr_mw_primary_reserve,5,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.3736708164215088
PJM-load,metered_load_mw,system_energy_price_da,1,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.501800537109375
PJM-load,metered_load_mw,system_energy_price_da,2,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.4951486885547638
PJM-load,metered_load_mw,system_energy_price_da,3,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.4895572066307068
PJM-load,metered_load_mw,system_energy_price_da,4,da_as_as_req_mw_thirty_minutes_reserve,0.4866810739040375
PJM-load,metered_load_mw,system_energy_price_da,5,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.48645225167274475
PJM-load,metered_load_mw,total_lmp_rt,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.37010106444358826
PJM-load,metered_load_mw,total_lmp_rt,2,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.36193931102752686
PJM-load,metered_load_mw,total_lmp_rt,3,da_as_as_req_mw_thirty_minutes_reserve,0.3615618646144867
PJM-load,metered_load_mw,total_lmp_rt,4,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.361065536737442
PJM-load,metered_load_mw,total_lmp_rt,5,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.3528766632080078
PJM-load,metered_load_mw,marginal_loss_price_rt,1,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.40930604934692383
PJM-load,metered_load_mw,marginal_loss_price_rt,2,total_pjm_assigned_reg,0.40192490816116333
PJM-load,metered_load_mw,marginal_loss_price_rt,3,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.3999488055706024
PJM-load,metered_load_mw,marginal_loss_price_rt,4,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.3991429805755615
PJM-load,metered_load_mw,marginal_loss_price_rt,5,da_as_as_req_mw_thirty_minutes_reserve,0.39821657538414
PJM-load,metered_load_mw,gross_sched_interchange_mw,1,total_pjm_self_sched_reg + da_as_mcp_primary_reserve,0.10977354645729065
PJM-load,metered_load_mw,gross_sched_interchange_mw,2,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.1080724447965622
PJM-load,metered_load_mw,gross_sched_interchange_mw,3,da_as_total_mw_thirty_minutes_reserve,0.08842754364013672
PJM-load,metered_load_mw,gross_sched_interchange_mw,4,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.08373993635177612
PJM-load,metered_load_mw,gross_sched_interchange_mw,5,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.08174949884414673
PJM-load,metered_load_mw,congestion_price_da,1,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.2894900441169739
PJM-load,metered_load_mw,congestion_price_da,2,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.27864545583724976
PJM-load,metered_load_mw,congestion_price_da,3,total_pjm_assigned_reg + gross_sched_interchange_mw,0.26712971925735474
PJM-load,metered_load_mw,congestion_price_da,4,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.2626458406448364
PJM-load,metered_load_mw,congestion_price_da,5,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.2619059979915619
PJM-load,metered_load_mw,marginal_loss_price_da,1,total_pjm_self_sched_reg + gross_sched_interchange_mw,0.3739514648914337
PJM-load,metered_load_mw,marginal_loss_price_da,2,total_pjm_assigned_reg + gross_sched_interchange_mw,0.3598666787147522
PJM-load,metered_load_mw,marginal_loss_price_da,3,total_pjm_self_sched_reg,0.3559093475341797
PJM-load,metered_load_mw,marginal_loss_price_da,4,gross_sched_interchange_mw,0.35443276166915894
PJM-load,metered_load_mw,marginal_loss_price_da,5,∅,0.34778696298599243
PJM-load,metered_load_mw,total_lmp_da,1,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.5218246579170227
PJM-load,metered_load_mw,total_lmp_da,2,total_pjm_assigned_reg,0.5027406215667725
PJM-load,metered_load_mw,total_lmp_da,3,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.5019937753677368
PJM-load,metered_load_mw,total_lmp_da,4,da_as_total_mw_thirty_minutes_reserve,0.5005466341972351
PJM-load,metered_load_mw,total_lmp_da,5,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.4992471933364868
PJM-load,metered_load_mw,congestion_price_rt,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.18206283450126648
PJM-load,metered_load_mw,congestion_price_rt,2,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.17878669500350952
PJM-load,metered_load_mw,congestion_price_rt,3,da_as_as_req_mw_thirty_minutes_reserve,0.17571303248405457
PJM-load,metered_load_mw,congestion_price_rt,4,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.1731013059616089
PJM-load,metered_load_mw,congestion_price_rt,5,rmpcp + da_as_as_req_mw_thirty_minutes_reserve,0.1675146520137787
PJM-load,metered_load_mw,da_as_total_mw_primary_reserve,1,da_as_total_mw_thirty_minutes_reserve,0.3713284730911255
PJM-load,metered_load_mw,da_as_total_mw_primary_reserve,2,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.3567301630973816
PJM-load,metered_load_mw,da_as_total_mw_primary_reserve,3,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.35543954372406006
PJM-load,metered_load_mw,da_as_total_mw_primary_reserve,4,rmccp + da_as_total_mw_thirty_minutes_reserve,0.3527382016181946
PJM-load,metered_load_mw,da_as_total_mw_primary_reserve,5,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.348410964012146
PJM-load,metered_load_mw,da_as_total_mw_synchronized_reserve,1,da_as_total_mw_thirty_minutes_reserve,0.3412659764289856
PJM-load,metered_load_mw,da_as_total_mw_synchronized_reserve,2,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.332645446062088
PJM-load,metered_load_mw,da_as_total_mw_synchronized_reserve,3,da_as_mcp_primary_reserve + da_as_total_mw_thirty_minutes_reserve,0.3241083025932312
