i,j,k,conf,v_triple_k25,syn3_k25_mixed,syn3_k25_consistent
6,39,43,da_as_total_mw_primary_reserve,0.0576604604721069,0.0248876214027405,0.009747028350830099
6,39,43,da_as_total_mw_synchronized_reserve,0.0408906936645507,0.012324273586273197,0.008748054504394497
6,39,43,da_as_total_mw_thirty_minutes_reserve,0.2973121404647827,0.051046669483184814,0.03379642963409424
3,32,39,net_actual_interchange_mw,0.2556513547897339,0.0023116469383239746,0.008051872253417997
3,32,39,gross_actual_interchange_mw,0.1071787476539611,0.042543530464172294,0.0171635150909423
3,32,39,total_gen,0.5261462330818176,0.12102425098419195,0.07233881950378424
3,32,39,metered_load_mw,0.5538338422775269,0.13153767585754395,0.07885611057281494
3,32,39,total_losses,0.271000325679779,0.07705461978912351,0.04794228076934809
3,32,39,congestion_price_da,0.159402847290039,-0.0017726421356200894,0.006248652935028021
3,32,39,congestion_price_rt,0.4530395269393921,0.024998009204864502,0.00569838285446167
3,32,39,marginal_loss_price_da,0.44381183385849,0.04006141424179077,0.011504888534545898
3,32,39,total_lmp_da,0.570824921131134,0.06451231241226196,0.009475171566009521
3,32,39,da_as_total_mw_primary_reserve,0.4834516048431396,0.008345067501068115,0.00200498104095459
3,32,39,da_as_total_mw_synchronized_reserve,0.5371617078781128,0.00362241268157959,-0.0026618242263793945
3,32,39,da_as_total_mw_thirty_minutes_reserve,0.4299960136413574,0.10379374027252203,0.08987975120544434
10,30,31,net_actual_interchange_mw,0.3414067029953003,0.0729377269744873,0.04980438947677618
10,30,31,gross_actual_interchange_mw,0.139304518699646,0.0149149298667908,-0.0012029409408569058
10,30,31,total_gen,0.6671807765960693,0.13810408115386963,0.09342312812805176
10,30,31,metered_load_mw,0.6572881937026978,0.12130570411682129,0.08407783508300781
10,30,31,total_losses,0.5007300972938538,0.031240820884704645,0.015987336635589655
10,30,31,congestion_price_da,0.1676094532012939,0.04120153188705439,0.03402936458587649
10,30,31,congestion_price_rt,0.117634892463684,0.043619632720947196,0.029214799404144204
10,30,31,marginal_loss_price_da,0.5090444087982178,0.06113767623901367,0.012332618236541748
10,30,31,total_lmp_da,0.7919052839279175,0.0413668155670166,0.007651031017303467
10,30,31,da_as_total_mw_primary_reserve,0.4979873895645141,0.003744959831237793,-5.507469177251645e-05
10,30,31,da_as_total_mw_synchronized_reserve,0.58458411693573,0.011336088180541992,0.007012724876403809
10,30,31,da_as_total_mw_thirty_minutes_reserve,0.4914268851280212,0.05074620246887207,0.0380784273147583
18,32,39,net_actual_interchange_mw,0.219001293182373,0.013096153736114502,0.00696492195129389
18,32,39,gross_actual_interchange_mw,0.0965031385421752,0.03186792135238639,0.006487905979156397
18,32,39,total_gen,0.5085407495498657,0.10341876745224005,0.05473333597183233
18,32,39,metered_load_mw,0.5268965363502502,0.10460036993026733,0.05191880464553833
18,32,39,total_losses,0.3425662517547607,0.1486205458641052,0.11498749256134028
18,32,39,congestion_price_da,0.1608009338378906,-0.0003745555877684992,0.007646739482879611
18,32,39,congestion_price_rt,0.4610878825187683,0.019871354103088434,0.01374673843383789
18,32,39,marginal_loss_price_da,0.4629817008972168,0.05923128128051758,0.030674755573272705
18,32,39,total_lmp_da,0.5734511613845825,0.06713855266571045,0.012101411819458008
18,32,39,da_as_total_mw_primary_reserve,0.4569764733314514,0.0027504563331604004,-0.003957211971282959
18,32,39,da_as_total_mw_synchronized_reserve,0.5438880920410156,0.010348796844482422,0.0040645599365234375
18,32,39,da_as_total_mw_thirty_minutes_reserve,0.3805119395256042,0.07612299919128418,0.05954420566558838
14,19,32,net_actual_interchange_mw,0.3030532002449035,0.07323181629180911,0.052180528640747015
14,19,32,gross_actual_interchange_mw,0.1774130463600158,0.03296089172363281,0.0040228366851806086
14,19,32,total_gen,0.9793015718460084,0.018959641456604004,0.004054546356201172
14,19,32,metered_load_mw,0.988458216190338,0.016319930553436057,-0.00023436546325694696
14,19,32,total_losses,0.5268270969390869,0.11130017042160034,0.014815568923950195
14,19,32,congestion_price_da,0.1937949061393737,0.026453316211700384,0.023885667324066107
14,19,32,congestion_price_rt,0.1331803202629089,0.01979231834411621,0.009812712669372614
14,19,32,marginal_loss_price_da,0.4021133780479431,0.055303275585174616,0.01460188627243042
14,19,32,total_lmp_da,0.5642521381378174,0.06451535224914551,0.003547847270965576
14,19,32,da_as_total_mw_primary_reserve,0.511432945728302,0.049768209457397516,0.04742205142974859
14,19,32,da_as_total_mw_synchronized_reserve,0.5490931272506714,0.01963961124420166,0.008483290672302246
14,19,32,da_as_total_mw_thirty_minutes_reserve,0.557976484298706,0.19933122396469116,0.14197570085525513
20,30,31,net_actual_interchange_mw,0.2759531736373901,0.040871679782867376,0.03765004873275757
20,30,31,gross_actual_interchange_mw,0.1452059149742126,0.016445457935333196,0.0016703009605407992
20,30,31,total_gen,0.9659538269042968,0.012078583240508922,-0.0009860396385193981
20,30,31,metered_load_mw,0.9773290157318116,0.0145835280418396,-0.00173753499984719
20,30,31,total_losses,0.4436792135238647,0.0217523574829101,0.009659409523010198
20,30,31,congestion_price_da,0.1734040975570678,0.0104069113731384,0.008639276027679388
20,30,31,congestion_price_rt,0.1310725808143615,0.021272659301757785,0.013684093952178886
20,30,31,marginal_loss_price_da,0.5099478960037231,0.03247869014739996,0.005840420722961426
20,30,31,total_lmp_da,0.8159447908401489,0.0299108624458313,0.0036975741386413574
20,30,31,da_as_total_mw_primary_reserve,0.5106099247932434,0.016367495059967097,0.012567460536956787
20,30,31,da_as_total_mw_synchronized_reserve,0.5842289924621582,0.010980963706970215,0.006657600402832031
20,30,31,da_as_total_mw_thirty_minutes_reserve,0.550796627998352,0.11011594533920294,0.09744817018508917
9,39,42,net_actual_interchange_mw,0.3290626406669616,0.04814380407333374,0.023614108562469427
9,39,42,gross_actual_interchange_mw,0.2889531254768371,0.03019630908966059,0.009791851043701116
9,39,42,total_gen,0.3902961611747741,0.07559633255004883,0.04728233814239502
9,39,42,metered_load_mw,0.4102202653884887,0.07736527919769282,0.041550397872924805
9,39,42,total_losses,0.3430452942848205,0.133431077003479,0.1037715673446655
9,39,42,congestion_price_da,0.1387209296226501,0.020506322383880587,0.018016874790191595
9,39,42,congestion_price_rt,0.4792415499687195,0.047669947147369385,0.002388596534729004
9,39,42,marginal_loss_price_da,0.4608864784240722,0.06966102123260492,0.013635814189910833
9,39,42,total_lmp_da,0.5933164358139038,0.07447731494903564,0.007050871849060059
9,39,42,da_as_total_mw_primary_reserve,0.0710873007774353,0.0306375026702881,0.018597185611724902
9,39,42,da_as_total_mw_synchronized_reserve,0.0864456892013549,0.020478248596191392,0.017622351646423298
9,39,42,da_as_total_mw_thirty_minutes_reserve,0.2752249240875244,0.050110042095184326,0.0332867503166199
16,32,37,net_actual_interchange_mw,0.2288222312927246,0.022523343563079917,0.00983071327209481
16,32,37,gross_actual_interchange_mw,0.0622879266738891,0.015832781791686998,0.0075583457946777
16,32,37,total_gen,0.5276967287063599,0.030155301094055176,0.017605066299438477
16,32,37,metered_load_mw,0.517780601978302,0.029984712600708008,0.014222323894500732
16,32,37,total_losses,0.2118999361991882,0.0384106636047363,0.019343495368957492
16,32,37,congestion_price_da,0.0940113067626953,0.007295250892639202,0.006293118000030504
16,32,37,congestion_price_rt,0.0832239389419555,0.023640632629394497,0.005221188068389893
16,32,37,marginal_loss_price_da,0.1687772274017334,0.01384460926055911,0.0004934668540954867
16,32,37,total_lmp_da,0.254168152809143,0.028526723384857122,0.014333903789520208
16,32,37,da_as_total_mw_primary_reserve,0.9444688558578492,0.004070758819580189,-0.002050340175628551
16,32,37,da_as_total_mw_synchronized_reserve,0.9052567481994628,0.0028666257858275257,0.00010263919830322266
16,32,37,da_as_total_mw_thirty_minutes_reserve,0.3471298217773437,0.12032926082611078,0.11168479919433588
9,14,40,net_actual_interchange_mw,0.2568371891975403,0.04413443803787237,0.015817582607269287
9,14,40,gross_actual_interchange_mw,0.1398226022720337,0.017854034900665297,0.006509125232696589
9,14,40,total_gen,0.8607724905014038,0.027756989002227783,0.0002574920654296875
9,14,40,metered_load_mw,0.8687949180603027,0.02896028757095337,-0.0006312131881713867
9,14,40,total_losses,0.5053888559341431,0.15092569589614868,0.11119097471237188
9,14,40,congestion_price_da,0.1298146247863769,-0.0019078254699707031,0.002079665660858099
9,14,40,congestion_price_rt,0.3444477319717407,0.011211872100830134,-0.006618082523345892
9,14,40,marginal_loss_price_da,0.5571622252464294,0.07833236455917364,0.01832503080368042
9,14,40,total_lmp_da,0.680419385433197,0.08485478162765503,-0.001903235912322998
9,14,40,da_as_total_mw_primary_reserve,0.037305474281311,0.0160582661628723,0.0105319619178772
9,14,40,da_as_total_mw_synchronized_reserve,0.1138724684715271,0.023933827877044705,0.017048239707946805
9,14,40,da_as_total_mw_thirty_minutes_reserve,0.2400596141815185,0.05541068315505979,0.022449851036071805
11,16,32,net_actual_interchange_mw,0.2345115542411804,0.0282126665115357,0.015520036220550593
11,16,32,gross_actual_interchange_mw,0.1213018894195556,0.036572456359863295,0.0160696506500244
11,16,32,total_gen,0.570838212966919,0.028673887252807617,0.017192840576171875
11,16,32,metered_load_mw,0.5656452775001526,0.032647669315338135,0.016371846199035645
11,16,32,total_losses,0.2713254690170288,0.0801127552986145,0.05721521377563482
11,16,32,congestion_price_da,0.1052821278572082,0.0185660719871521,0.0175639390945434
11,16,32,congestion_price_rt,0.0928361415863037,0.0332528352737427,0.014833390712738093
11,16,32,marginal_loss_price_da,0.1937572360038757,0.02609336376190191,0.0044293403625488
11,16,32,total_lmp_da,0.267383873462677,0.035693109035492,0.016128063201904297
11,16,32,da_as_total_mw_primary_reserve,0.4632985591888428,0.00403046607971197,0.00482863187789917
11,16,32,da_as_total_mw_synchronized_reserve,0.540850043296814,0.010930776596069336,0.0008993744850158691
11,16,32,da_as_total_mw_thirty_minutes_reserve,0.3276004195213318,0.12359297275543218,0.11077588796615609
20,31,37,net_actual_interchange_mw,0.2391207814216613,0.004039287567138589,0.0008176565170287808
20,31,37,gross_actual_interchange_mw,0.1470878720283508,0.016341090202331515,-0.0007852911949157992
20,31,37,total_gen,0.9686642289161682,0.014082372188568226,0.0009649395942687988
20,31,37,metered_load_mw,0.9788347482681274,0.016089260578155407,-0.00023180246353138312
20,31,37,total_losses,0.4350717067718506,0.00856846570968628,0.009005963802337702
20,31,37,congestion_price_da,0.1645020842552185,0.001504898071289118,-0.0002627372741698941
20,31,37,congestion_price_rt,0.1257700324058532,0.015970110893249484,0.008381545543670585
20,31,37,marginal_loss_price_da,0.3910267949104309,0.046776413917541504,0.0024300217628479004
20,31,37,total_lmp_da,0.5872814059257507,0.08306485414505005,0.01387864351272583
20,31,37,da_as_total_mw_primary_reserve,0.9367305636405944,-0.003295421600342019,-0.008905708789825661
20,31,37,da_as_total_mw_synchronized_reserve,0.905197024345398,0.0026746392250061035,-0.0006853342056274414
20,31,37,da_as_total_mw_thirty_minutes_reserve,0.5072737336158752,0.14153671264648443,0.09106707572937012
10,20,37,net_actual_interchange_mw,0.2436956763267517,0.06515687704086312,0.027345478534698514
10,20,37,gross_actual_interchange_mw,0.1987379193305969,0.0210260152816773,0.015713930130004883
10,20,37,total_gen,0.9673413038253784,0.012759447097778431,-0.00203704833984375
10,20,37,metered_load_mw,0.9752787947654724,0.013355791568755992,-0.003642737865447998
10,20,37,total_losses,0.5887207984924316,0.037903547286987305,0.020942091941833496
10,20,37,congestion_price_da,0.1528646349906921,-0.0008864402770995816,-0.0005722045898437778
10,20,37,congestion_price_rt,0.1012685298919677,0.0233330130577087,0.004044175148010198
10,20,37,marginal_loss_price_da,0.4271374940872192,0.05962765216827387,-0.0068204402923583984
10,20,37,total_lmp_da,0.5990684032440186,0.09485185146331787,0.018047571182250977
10,20,37,da_as_total_mw_primary_reserve,0.6910092830657959,0.04247093200683594,0.01648855209350586
10,20,37,da_as_total_mw_synchronized_reserve,0.4580365419387817,0.0711296796798706,0.04120421409606928
10,20,37,da_as_total_mw_thirty_minutes_reserve,0.4584179520606994,0.13933789730072021,0.09549480676651001
9,38,43,net_actual_interchange_mw,0.2999042272567749,0.0658489465713501,0.04789447784423828
9,38,43,gross_actual_interchange_mw,0.6374650001525879,0.014487385749816895,0.00472259521484375
9,38,43,total_gen,0.5000478029251099,0.04650706052780157,0.04032605886459356
9,38,43,metered_load_mw,0.5409126281738281,0.045237004756927546,0.034676551818847656
9,38,43,total_losses,0.4009717106819153,0.10756009817123419,0.10428041219711309
9,38,43,congestion_price_da,0.2095337510108947,0.024279534816741888,-0.0030984878540039062
9,38,43,congestion_price_rt,0.1731982231140136,0.019649088382720892,0.0034799575805663785
9,38,43,marginal_loss_price_da,0.6653401851654053,-0.0012644529342651367,0.0015131235122680664
9,38,43,total_lmp_da,0.9790056943893432,0.020135402679443137,-0.001618504524231068
9,38,43,da_as_total_mw_primary_reserve,0.0776630640029907,0.037552654743194594,0.025329887866973898
9,38,43,da_as_total_mw_synchronized_reserve,0.1093656420707702,0.02155900001525879,0.011011004447936998
9,38,43,da_as_total_mw_thirty_minutes_reserve,0.4360231757164001,0.051490962505340576,0.055187523365020696
10,30,33,net_actual_interchange_mw,0.3661280870437622,0.07517749071121221,0.05515182018280029
10,30,33,gross_actual_interchange_mw,0.1449441909790039,0.02055460214614871,0.004436731338501004
10,30,33,total_gen,0.6683696508407593,0.13929295539855957,0.0946120023727417
10,30,33,metered_load_mw,0.6567871570587158,0.12080466747283936,0.08357679843902588
10,30,33,total_losses,0.5082024335861206,0.04310953617095953,0.016529500484466608
10,30,33,congestion_price_da,0.1694397926330566,0.04845815896987922,0.035859704017639216
10,30,33,congestion_price_rt,0.1168321371078491,0.03842622041702269,0.024050593376159696
10,30,33,marginal_loss_price_da,0.5132879018783569,0.06538116931915283,0.016576111316680908
10,30,33,total_lmp_da,0.79497891664505,0.04444044828414917,0.010724663734436035
10,30,33,da_as_total_mw_primary_reserve,0.4948578476905823,0.0028604865074157715,0.0017457008361816961
10,30,33,da_as_total_mw_synchronized_reserve,0.5808864831924438,0.015159845352172852,0.00805044174194336
10,30,33,da_as_total_mw_thirty_minutes_reserve,0.496435284614563,0.07004433870315557,0.04094135761260986
11,33,39,net_actual_interchange_mw,0.2503783702850342,0.027101337909698486,0.01608574390411377
11,33,39,gross_actual_interchange_mw,0.1317763924598693,0.037598967552185,0.021517276763916002
11,33,39,total_gen,0.4947880506515503,0.09361410140991211,0.038676440715789795
11,33,39,metered_load_mw,0.511045515537262,0.09405213594436646,0.036193609237670954
11,33,39,total_losses,0.3321018815040588,0.14468413591384888,0.10993570089340207
11,33,39,congestion_price_da,0.1585743427276611,0.009633541107177707,0.012661576271057101
11,33,39,congestion_price_rt,0.4811583161354065,0.001259922981262207,0.011225044727325495
11,33,39,marginal_loss_price_da,0.4716809391975403,0.06388318538665777,0.040377676486968994
11,33,39,total_lmp_da,0.5734673738479614,0.06720727682113647,0.006293535232543945
11,33,39,da_as_total_mw_primary_reserve,0.459226131439209,0.0077797770500183105,0.013671338558197077
11,33,39,da_as_total_mw_synchronized_reserve,0.5401468276977539,0.015807271003723145,0.0037603378295898438
11,33,39,da_as_total_mw_thirty_minutes_reserve,0.4058651328086853,0.11261951923370361,0.09070968627929688
0,13,32,net_actual_interchange_mw,0.439618170261383,0.14420264959335322,0.11641567945480341
0,13,32,gross_actual_interchange_mw,0.1766359806060791,0.01839905977249151,0.017982721328735407
0,13,32,total_gen,0.8190525770187378,0.058209359645843506,0.024627268314361572
0,13,32,metered_load_mw,0.8018802404403687,0.052151262760162354,0.013737857341766357
0,13,32,total_losses,0.5675644874572754,0.05740654468536377,0.02717447280883789
0,13,32,congestion_price_da,0.1321774125099182,0.031174063682556208,0.00801879167556771
0,13,32,congestion_price_rt,0.1197073459625244,0.0320512056350708,0.010618269443512005
0,13,32,marginal_loss_price_da,0.3668445944786072,0.07918393611907959,0.010693132877349854
0,13,32,total_lmp_da,0.458315372467041,0.07779085636138922,0.009283661842346191
0,13,32,da_as_total_mw_primary_reserve,0.4859872460365295,0.006492853164672796,-0.0005868673324584961
0,13,32,da_as_total_mw_synchronized_reserve,0.5356887578964233,0.005498349666595459,-0.0007648468017578125
0,13,32,da_as_total_mw_thirty_minutes_reserve,0.42502361536026,0.1315097212791443,0.09050053358078003
13,30,33,net_actual_interchange_mw,0.3269142508506775,0.023162841796875,0.0037389397621154785
13,30,33,gross_actual_interchange_mw,0.0436797142028808,0.029861032962799097,0.0090139508247375
13,30,33,total_gen,0.4025794863700866,0.1354680061340332,0.10160988569259644
13,30,33,metered_load_mw,0.3953051567077636,0.1415008902549743,0.1088411808013916
13,30,33,total_losses,0.1415089964866638,0.052226483821868896,0.021176576614379897
13,30,33,congestion_price_da,0.1395937204360962,0.019490778446197593,0.008802294731140192
13,30,33,congestion_price_rt,0.1450920104980468,0.029264986515045097,0.0064010620117186945
13,30,33,marginal_loss_price_da,0.4346209168434143,0.0493804812431336,0.023483395576477106
13,30,33,total_lmp_da,0.7340885996818542,0.053890883922576904,0.0242917537689209
13,30,33,da_as_total_mw_primary_reserve,0.5151626467704773,0.02316528558731079,0.022050499916076716
13,30,33,da_as_total_mw_synchronized_reserve,0.5716295838356018,0.0059029459953308105,-0.0012064576148986816
13,30,33,da_as_total_mw_thirty_minutes_reserve,0.5608234405517578,0.11362564563751221,0.10441476106643682
5,13,33,net_actual_interchange_mw,0.3305584788322449,0.026807069778442383,0.007383167743682861
5,13,33,gross_actual_interchange_mw,0.0697078108787536,0.036015093326568604,0.01656806468963621
5,13,33,total_gen,0.600719690322876,0.028718292713165283,0.031068921089172363
5,13,33,metered_load_mw,0.5872905850410461,0.017631351947784424,0.0207635760307312
5,13,33,total_losses,0.247302234172821,0.10695362091064448,0.07719606161117548
5,13,33,congestion_price_da,0.1758265495300293,0.007067680358886802,-0.002385020256042397
5,13,33,congestion_price_rt,0.1682053208351135,0.014449298381805392,0.011291742324829102
5,13,33,marginal_loss_price_da,0.4965728521347046,0.03208279609680181,0.011374950408935602
5,13,33,total_lmp_da,0.6814541220664978,0.022725284099578857,0.001724541187286377
5,13,33,da_as_total_mw_primary_reserve,0.4693199396133423,0.0020465850830078125,-0.005399167537689209
5,13,33,da_as_total_mw_synchronized_reserve,0.5361630916595459,0.007841527462005615,0.0032186508178710938
5,13,33,da_as_total_mw_thirty_minutes_reserve,0.4646053910255432,0.10833454132080084,0.09916383028030401
1,32,39,net_actual_interchange_mw,0.3741821646690368,0.1059911847114563,0.07328790426254272
1,32,39,gross_actual_interchange_mw,0.1833091378211975,0.019018530845642118,0.0006839036941529153
1,32,39,total_gen,0.878975510597229,0.01896423101425171,0.0010788440704345703
1,32,39,metered_load_mw,0.8615739941596985,0.029836595058441162,0.002219974994659424
1,32,39,total_losses,0.3828793168067932,0.07659155130386353,0.007087469100952204
1,32,39,congestion_price_da,0.1897327303886413,0.018589317798614502,0.022095441818237305
1,32,39,congestion_price_rt,0.4800140857696533,0.05197256803512573,0.016699731349945124
1,32,39,marginal_loss_price_da,0.4781600832939148,0.04544955492019659,0.0016657710075378973
1,32,39,total_lmp_da,0.6537125110626221,0.05893588066101074,-0.0032881498336791992
1,32,39,da_as_total_mw_primary_reserve,0.4794115424156189,0.010785937309265192,0.01229006052017212
1,32,39,da_as_total_mw_synchronized_reserve,0.5394065976142883,0.005867302417755127,-0.0007341504096984863
1,32,39,da_as_total_mw_thirty_minutes_reserve,0.5460648536682129,0.1307835578918457,0.0768880844116211
0,12,21,net_actual_interchange_mw,0.2270702719688415,0.030336439609527588,0.0004971027374267023
0,12,21,gross_actual_interchange_mw,0.1560915112495422,0.015624940395355197,0.005415320396423312
0,12,21,total_gen,0.8129812479019165,0.01647937297821045,0.012099742889404297
0,12,21,metered_load_mw,0.8080176115036011,0.018015742301940918,0.01152259111404419
0,12,21,total_losses,0.5040184259414673,0.014974594116210993,-0.0004062652587890625
0,12,21,congestion_price_da,0.1722625494003296,0.051398277282714885,0.031365215778350886
0,12,21,congestion_price_rt,0.1786443591117859,0.017381608486175593,0.0008406639099121926
0,12,21,marginal_loss_price_da,0.4754581451416015,0.10049289464950562,0.046020388603210394
0,12,21,total_lmp_da,0.6108198165893555,0.16141933202743536,0.10604196786880493
0,12,21,da_as_total_mw_primary_reserve,0.1896165609359741,0.03539502620697019,0.01865863800048828
0,12,21,da_as_total_mw_synchronized_reserve,0.1653268337249755,0.012050569057464516,-0.002521872520446805
0,12,21,da_as_total_mw_thirty_minutes_reserve,0.279170274734497,0.0964439511299133,0.05845183134078982
0,31,40,net_actual_interchange_mw,0.4370502829551697,0.1479922533035279,0.11693084239959717
0,31,40,gross_actual_interchange_mw,0.1678709983825683,0.0020452141761780063,0.005363702774047796
0,31,40,total_gen,0.7922717332839966,0.03900313377380371,0.014669954776763916
0,31,40,metered_load_mw,0.7858810424804688,0.03975492715835571,0.00978696346282959
0,31,40,total_losses,0.5562534928321838,0.03588181734085083,0.016202986240386963
0,31,40,congestion_price_da,0.1730495691299438,0.00919657945632929,0.017863929271697998
0,31,40,congestion_price_rt,0.3876973986625671,0.010198473930358887,0.0123299360275268
0,31,40,marginal_loss_price_da,0.5309184193611145,0.030736982822418213,-0.004990041255950928
0,31,40,total_lmp_da,0.6218507289886475,0.0656658411026001,-0.008359551429748535
0,31,40,da_as_total_mw_primary_reserve,0.4688591957092285,0.03336572647094732,0.009293556213378906
0,31,40,da_as_total_mw_synchronized_reserve,0.5299657583236694,-0.0015543699264526367,-0.003871142864227295
0,31,40,da_as_total_mw_thirty_minutes_reserve,0.3316628336906433,0.10270875692367562,0.07500874996185303
1,5,32,net_actual_interchange_mw,0.3238112330436706,0.06994837522506708,0.06206309795379639
1,5,32,gross_actual_interchange_mw,0.1545272469520568,0.006544351577758706,-0.0006202459335327981
1,5,32,total_gen,0.8780431151390076,0.018031835556030273,0.00348818302154541
1,5,32,metered_load_mw,0.857512891292572,0.024740993976593018,0.004453599452972412
1,5,32,total_losses,0.313766598701477,0.03629881143569941,0.015643775463104193
1,5,32,congestion_price_da,0.1899900436401367,0.01630038022994998,0.005032658576965304
1,5,32,congestion_price_rt,0.1487444639205932,0.02646559476852421,0.008314967155456515
1,5,32,marginal_loss_price_da,0.514671802520752,0.04469370841979986,0.0026034116744995117
1,5,32,total_lmp_da,0.7015558481216431,0.05305957794189453,0.012744486331939697
1,5,32,da_as_total_mw_primary_reserve,0.4768612384796142,0.008235633373260498,0.009739756584167425
1,5,32,da_as_total_mw_synchronized_reserve,0.5374815464019775,0.005032241344451904,-0.0026592016220092773
1,5,32,da_as_total_mw_thirty_minutes_reserve,0.5370471477508545,0.125484049320221,0.09590756893157959
32,37,40,net_actual_interchange_mw,0.2425484657287597,0.014531433582305908,0.0121276974678039
32,37,40,gross_actual_interchange_mw,0.1288229823112487,0.0206851363182068,0.001962661743164007
32,37,40,total_gen,0.4867884516716003,0.045613944530487005,0.011895358562469482
32,37,40,metered_load_mw,0.5190367698669434,0.048371255397796686,0.011030197143554688
32,37,40,total_losses,0.3989860415458679,0.06518065929412842,0.04656875133514404
32,37,40,congestion_price_da,0.1600487828254699,-0.008861660957336509,0.0062295198440550925
32,37,40,congestion_price_rt,0.3814294338226318,0.015399515628814697,-0.0008642077445984442
32,37,40,marginal_loss_price_da,0.4518378376960754,0.011311352252960205,-0.005981802940368708
32,37,40,total_lmp_da,0.5601695775985718,0.05481863021850586,0.007733702659606934
32,37,40,da_as_total_mw_primary_reserve,0.9424619674682616,0.0020638704299925648,-0.0040572285652161755
32,37,40,da_as_total_mw_synchronized_reserve,0.9025593996047974,0.00016927719116210938,-0.0025947093963621937
32,37,40,da_as_total_mw_thirty_minutes_reserve,0.3752986192703247,0.12713521718978882,0.112704336643219
2,6,32,net_actual_interchange_mw,0.2772444486618042,0.016978502273559626,-0.0015358924865722101
2,6,32,gross_actual_interchange_mw,0.1007792353630065,0.0345527529716491,0.02100449800491329
2,6,32,total_gen,0.4626141190528869,0.1202968955039978,0.08607947826385492
2,6,32,metered_load_mw,0.4350056648254394,0.1139268279075622,0.080513596534729
2,6,32,total_losses,0.2119867801666259,0.03804773092269889,0.0109265446662902
2,6,32,congestion_price_da,0.132702350616455,0.0201727747917175,0.010642468929290688
2,6,32,congestion_price_rt,0.0887165069580078,0.0329868197441101,0.0186103582382202
2,6,32,marginal_loss_price_da,0.1809540390968322,0.047541618347167885,0.029884815216064398
2,6,32,total_lmp_da,0.3017168641090393,0.07644301652908331,0.03436058759689331
2,6,32,da_as_total_mw_primary_reserve,0.5660165548324585,0.04506528377532959,0.0421445369720459
2,6,32,da_as_total_mw_synchronized_reserve,0.5969445109367371,0.016470730304718018,0.00266343355178833
2,6,32,da_as_total_mw_thirty_minutes_reserve,0.3940128684043884,0.14758795499801644,0.11591356992721563
0,2,27,net_actual_interchange_mw,0.241563618183136,0.0350831747055054,0.006231904029846191
0,2,27,gross_actual_interchange_mw,0.1638522744178772,0.014491796493530301,0.0105730891227723
0,2,27,total_gen,0.8332491517066956,0.02022916078567505,0.006109416484832764
0,2,27,metered_load_mw,0.8262739181518555,0.022275328636169434,0.005259454250335693
0,2,27,total_losses,0.5072911977767944,0.021470069885253906,-0.0008029937744140625
0,2,27,congestion_price_da,0.1786811351776123,0.06698042154312141,0.03500139713287362
0,2,27,congestion_price_rt,0.1849638223648071,0.0027279257774353027,-0.006296873092651395
0,2,27,marginal_loss_price_da,0.4864031076431274,0.11956655979156489,0.04951369762420649
0,2,27,total_lmp_da,0.6368086338043213,0.20032811164855957,0.12168121337890625
0,2,27,da_as_total_mw_primary_reserve,0.188626229763031,0.03837382793426519,0.023794591426849393
0,2,27,da_as_total_mw_synchronized_reserve,0.1861945390701294,0.03826761245727539,0.004672348499298096
0,2,27,da_as_total_mw_thirty_minutes_reserve,0.3111732602119446,0.09649634361267098,0.05623984336853027
6,9,33,net_actual_interchange_mw,0.3342223763465881,0.05510193109512329,0.041736900806427
6,9,33,gross_actual_interchange_mw,0.0888357758522033,0.0356974005699157,0.0075700879096985
6,9,33,total_gen,0.2873044610023498,0.04610699415206909,0.02349382638931269
6,9,33,metered_load_mw,0.2373300790786743,0.03873491287231448,0.018924176692962702
6,9,33,total_losses,0.277743935585022,0.11474126577377328,0.08234184980392456
6,9,33,congestion_price_da,0.0606541633605957,0.008495032787323005,0.0034779906272889016
6,9,33,congestion_price_rt,0.0444899797439575,0.0328094959259033,0.0162636637687683
6,9,33,marginal_loss_price_da,0.0524806380271911,0.0131804943084717,0.008650004863739
6,9,33,total_lmp_da,0.0468574166297912,0.015009522438049296,0.004442811012268094
6,9,33,da_as_total_mw_primary_reserve,0.4762102961540222,0.013484597206115723,0.008927524089813232
6,9,33,da_as_total_mw_synchronized_reserve,0.5418268442153931,0.01711559295654297,0.005580544471740723
6,9,33,da_as_total_mw_thirty_minutes_reserve,0.2159985303878784,0.054868817329406794,0.027612566947936984
6,19,31,net_actual_interchange_mw,0.3225578665733337,0.06109106540679926,0.052152156829833984
6,19,31,gross_actual_interchange_mw,0.1885357499122619,0.027881264686584417,0.008977591991424505
6,19,31,total_gen,0.9751794338226318,0.015563488006591797,0.0006326436996459961
6,19,31,metered_load_mw,0.9862737655639648,0.014716267585754395,-0.002442181110381969
6,19,31,total_losses,0.4835295677185058,0.03411662578582758,0.013785064220428411
6,19,31,congestion_price_da,0.1861289739608764,0.019125163555145208,0.01586878299713132
6,19,31,congestion_price_rt,0.1531057953834533,0.03445029258728022,0.02969783544540401
6,19,31,marginal_loss_price_da,0.3978409171104431,0.044720947742462214,0.01893174648284912
6,19,31,total_lmp_da,0.5725088715553284,0.06854510307312012,0.011997044086456299
6,19,31,da_as_total_mw_primary_reserve,0.4926319122314453,0.02527451515197754,0.01592248678207403
6,19,31,da_as_total_mw_synchronized_reserve,0.5436379909515381,0.015176892280578613,0.00281679630279541
