数据,目标,方法,k,剩余最大V,剩余危险组合
NEM,Y_机组出力_PPCCGT,mi,20,0.29928553104400635,0
NEM,Y_机组出力_PPCCGT,mi,21,0.2869500517845154,0
NEM,Y_机组出力_PPCCGT,mi,22,0.26145023107528687,0
NEM,Y_机组出力_PPCCGT,mi,23,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,mi,24,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,mi,25,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,mi,26,0.14921224117279053,0
NEM,Y_机组出力_PPCCGT,mi,27,0.14921224117279053,0
NEM,Y_机组出力_PPCCGT,mi,28,0.07392746210098267,0
NEM,Y_机组出力_PPCCGT,mi,29,0.034789443016052246,0
NEM,Y_机组出力_PPCCGT,mi,30,0.0,0
NEM,Y_机组出力_PPCCGT,dcor,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,dcor,1,0.8003384470939636,214
NEM,Y_机组出力_PPCCGT,dcor,2,0.8003384470939636,213
NEM,Y_机组出力_PPCCGT,dcor,3,0.8003384470939636,101
NEM,Y_机组出力_PPCCGT,dcor,4,0.8003384470939636,97
NEM,Y_机组出力_PPCCGT,dcor,5,0.8003384470939636,62
NEM,Y_机组出力_PPCCGT,dcor,6,0.5382822155952454,3
NEM,Y_机组出力_PPCCGT,dcor,7,0.4999163746833801,0
NEM,Y_机组出力_PPCCGT,dcor,8,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,dcor,9,0.4817265272140503,0
NEM,Y_机组出力_PPCCGT,dcor,10,0.46700814366340637,0
NEM,Y_机组出力_PPCCGT,dcor,11,0.4567888081073761,0
NEM,Y_机组出力_PPCCGT,dcor,12,0.4567888081073761,0
NEM,Y_机组出力_PPCCGT,dcor,13,0.4567888081073761,0
NEM,Y_机组出力_PPCCGT,dcor,14,0.4567888081073761,0
NEM,Y_机组出力_PPCCGT,dcor,15,0.4567888081073761,0
NEM,Y_机组出力_PPCCGT,dcor,16,0.37610769271850586,0
NEM,Y_机组出力_PPCCGT,dcor,17,0.37610769271850586,0
NEM,Y_机组出力_PPCCGT,dcor,18,0.3134801387786865,0
NEM,Y_机组出力_PPCCGT,dcor,19,0.3134801387786865,0
NEM,Y_机组出力_PPCCGT,dcor,20,0.3134801387786865,0
NEM,Y_机组出力_PPCCGT,dcor,21,0.29616984724998474,0
NEM,Y_机组出力_PPCCGT,dcor,22,0.26918965578079224,0
NEM,Y_机组出力_PPCCGT,dcor,23,0.24497705698013306,0
NEM,Y_机组出力_PPCCGT,dcor,24,0.16418695449829102,0
NEM,Y_机组出力_PPCCGT,dcor,25,0.15372371673583984,0
NEM,Y_机组出力_PPCCGT,dcor,26,0.12136313319206238,0
NEM,Y_机组出力_PPCCGT,dcor,27,0.10687202215194702,0
NEM,Y_机组出力_PPCCGT,dcor,28,0.049888670444488525,0
NEM,Y_机组出力_PPCCGT,dcor,29,0.017052650451660156,0
NEM,Y_机组出力_PPCCGT,dcor,30,0.0,0
NEM,Y_机组出力_PPCCGT,M0,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,M0,1,0.8003384470939636,214
NEM,Y_机组出力_PPCCGT,M0,2,0.8003384470939636,213
NEM,Y_机组出力_PPCCGT,M0,3,0.8003384470939636,101
NEM,Y_机组出力_PPCCGT,M0,4,0.8003384470939636,92
NEM,Y_机组出力_PPCCGT,M0,5,0.8003384470939636,89
NEM,Y_机组出力_PPCCGT,M0,6,0.8003384470939636,56
NEM,Y_机组出力_PPCCGT,M0,7,0.8003384470939636,52
NEM,Y_机组出力_PPCCGT,M0,8,0.4640594720840454,0
NEM,Y_机组出力_PPCCGT,M0,9,0.45841580629348755,0
NEM,Y_机组出力_PPCCGT,M0,10,0.45841580629348755,0
NEM,Y_机组出力_PPCCGT,M0,11,0.45841580629348755,0
NEM,Y_机组出力_PPCCGT,M0,12,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M0,13,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M0,14,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M0,15,0.35521191358566284,0
NEM,Y_机组出力_PPCCGT,M0,16,0.35521191358566284,0
NEM,Y_机组出力_PPCCGT,M0,17,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M0,18,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M0,19,0.3097352981567383,0
NEM,Y_机组出力_PPCCGT,M0,20,0.29928553104400635,0
NEM,Y_机组出力_PPCCGT,M0,21,0.29928553104400635,0
NEM,Y_机组出力_PPCCGT,M0,22,0.2793881297111511,0
NEM,Y_机组出力_PPCCGT,M0,23,0.2793881297111511,0
NEM,Y_机组出力_PPCCGT,M0,24,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,M0,25,0.15200740098953247,0
NEM,Y_机组出力_PPCCGT,M0,26,0.10687202215194702,0
NEM,Y_机组出力_PPCCGT,M0,27,0.10607600212097168,0
NEM,Y_机组出力_PPCCGT,M0,28,0.049888670444488525,0
NEM,Y_机组出力_PPCCGT,M0,29,0.017052650451660156,0
NEM,Y_机组出力_PPCCGT,M0,30,0.0,0
NEM,Y_机组出力_PPCCGT,loco,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,loco,1,0.6411918997764587,131
NEM,Y_机组出力_PPCCGT,loco,2,0.6234615445137024,125
NEM,Y_机组出力_PPCCGT,loco,3,0.6234615445137024,106
NEM,Y_机组出力_PPCCGT,loco,4,0.6234615445137024,105
NEM,Y_机组出力_PPCCGT,loco,5,0.6205742359161377,104
NEM,Y_机组出力_PPCCGT,loco,6,0.6205742359161377,95
NEM,Y_机组出力_PPCCGT,loco,7,0.6205742359161377,85
NEM,Y_机组出力_PPCCGT,loco,8,0.6205742359161377,71
NEM,Y_机组出力_PPCCGT,loco,9,0.6205742359161377,68
NEM,Y_机组出力_PPCCGT,loco,10,0.6194125413894653,55
NEM,Y_机组出力_PPCCGT,loco,11,0.6194125413894653,47
NEM,Y_机组出力_PPCCGT,loco,12,0.6194125413894653,30
NEM,Y_机组出力_PPCCGT,loco,13,0.6194125413894653,28
NEM,Y_机组出力_PPCCGT,loco,14,0.6194125413894653,25
NEM,Y_机组出力_PPCCGT,loco,15,0.6194125413894653,24
NEM,Y_机组出力_PPCCGT,loco,16,0.6194125413894653,23
NEM,Y_机组出力_PPCCGT,loco,17,0.6194125413894653,20
NEM,Y_机组出力_PPCCGT,loco,18,0.6194125413894653,17
NEM,Y_机组出力_PPCCGT,loco,19,0.599411129951477,1
NEM,Y_机组出力_PPCCGT,loco,20,0.599411129951477,1
NEM,Y_机组出力_PPCCGT,loco,21,0.5969572067260742,1
NEM,Y_机组出力_PPCCGT,loco,22,0.405120313167572,0
NEM,Y_机组出力_PPCCGT,loco,23,0.405120313167572,0
NEM,Y_机组出力_PPCCGT,loco,24,0.3872270882129669,0
NEM,Y_机组出力_PPCCGT,loco,25,0.3515656590461731,0
NEM,Y_机组出力_PPCCGT,loco,26,0.3515656590461731,0
NEM,Y_机组出力_PPCCGT,loco,27,0.24736887216567993,0
NEM,Y_机组出力_PPCCGT,loco,28,0.18274182081222534,0
NEM,Y_机组出力_PPCCGT,loco,29,0.017052650451660156,0
NEM,Y_机组出力_PPCCGT,loco,30,0.0,0
NEM,Y_机组出力_PPCCGT,perm,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,perm,1,0.6411918997764587,131
NEM,Y_机组出力_PPCCGT,perm,2,0.6234615445137024,125
NEM,Y_机组出力_PPCCGT,perm,3,0.6043882966041565,124
NEM,Y_机组出力_PPCCGT,perm,4,0.6043882966041565,105
NEM,Y_机组出力_PPCCGT,perm,5,0.5936949849128723,86
NEM,Y_机组出力_PPCCGT,perm,6,0.5936949849128723,13
NEM,Y_机组出力_PPCCGT,perm,7,0.5936949849128723,12
NEM,Y_机组出力_PPCCGT,perm,8,0.5936949849128723,11
NEM,Y_机组出力_PPCCGT,perm,9,0.5577138662338257,10
NEM,Y_机组出力_PPCCGT,perm,10,0.5577138662338257,10
NEM,Y_机组出力_PPCCGT,perm,11,0.5577138662338257,10
NEM,Y_机组出力_PPCCGT,perm,12,0.4950672388076782,0
NEM,Y_机组出力_PPCCGT,perm,13,0.4950672388076782,0
NEM,Y_机组出力_PPCCGT,perm,14,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,15,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,16,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,17,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,18,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,19,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,20,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,21,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,perm,22,0.3858063817024231,0
NEM,Y_机组出力_PPCCGT,perm,23,0.3706929385662079,0
NEM,Y_机组出力_PPCCGT,perm,24,0.3706929385662079,0
NEM,Y_机组出力_PPCCGT,perm,25,0.3660522997379303,0
NEM,Y_机组出力_PPCCGT,perm,26,0.2806285321712494,0
NEM,Y_机组出力_PPCCGT,perm,27,0.2806285321712494,0
NEM,Y_机组出力_PPCCGT,perm,28,0.24549132585525513,0
NEM,Y_机组出力_PPCCGT,perm,29,0.13315719366073608,0
NEM,Y_机组出力_PPCCGT,perm,30,0.0,0
NEM,Y_机组出力_PPCCGT,sage,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,sage,1,0.6411918997764587,131
NEM,Y_机组出力_PPCCGT,sage,2,0.6043882966041565,130
NEM,Y_机组出力_PPCCGT,sage,3,0.6043882966041565,124
NEM,Y_机组出力_PPCCGT,sage,4,0.6043882966041565,105
NEM,Y_机组出力_PPCCGT,sage,5,0.5936949849128723,86
NEM,Y_机组出力_PPCCGT,sage,6,0.5936949849128723,13
NEM,Y_机组出力_PPCCGT,sage,7,0.5936949849128723,12
NEM,Y_机组出力_PPCCGT,sage,8,0.5936949849128723,2
NEM,Y_机组出力_PPCCGT,sage,9,0.5072034001350403,1
NEM,Y_机组出力_PPCCGT,sage,10,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,11,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,12,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,13,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,14,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,15,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,16,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,17,0.4950001835823059,0
NEM,Y_机组出力_PPCCGT,sage,18,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,sage,19,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,sage,20,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,sage,21,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,sage,22,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,sage,23,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,sage,24,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,sage,25,0.3934224247932434,0
NEM,Y_机组出力_PPCCGT,sage,26,0.3923373222351074,0
NEM,Y_机组出力_PPCCGT,sage,27,0.3542323112487793,0
NEM,Y_机组出力_PPCCGT,sage,28,0.21950125694274902,0
NEM,Y_机组出力_PPCCGT,sage,29,0.14056265354156494,0
NEM,Y_机组出力_PPCCGT,sage,30,0.0,0
NEM,Y_机组出力_PPCCGT,graph,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,graph,1,0.8003384470939636,214
NEM,Y_机组出力_PPCCGT,graph,2,0.8003384470939636,213
NEM,Y_机组出力_PPCCGT,graph,3,0.8003384470939636,195
NEM,Y_机组出力_PPCCGT,graph,4,0.8003384470939636,174
NEM,Y_机组出力_PPCCGT,graph,5,0.7573099732398987,138
NEM,Y_机组出力_PPCCGT,graph,6,0.7468621730804443,116
NEM,Y_机组出力_PPCCGT,graph,7,0.7201859951019287,97
NEM,Y_机组出力_PPCCGT,graph,8,0.7201859951019287,91
NEM,Y_机组出力_PPCCGT,graph,9,0.6455211043357849,71
NEM,Y_机组出力_PPCCGT,graph,10,0.6455211043357849,43
NEM,Y_机组出力_PPCCGT,graph,11,0.6452215909957886,12
NEM,Y_机组出力_PPCCGT,graph,12,0.6452215909957886,11
NEM,Y_机组出力_PPCCGT,graph,13,0.6452215909957886,10
NEM,Y_机组出力_PPCCGT,graph,14,0.601392388343811,9
NEM,Y_机组出力_PPCCGT,graph,15,0.601392388343811,8
NEM,Y_机组出力_PPCCGT,graph,16,0.601392388343811,7
NEM,Y_机组出力_PPCCGT,graph,17,0.601392388343811,6
NEM,Y_机组出力_PPCCGT,graph,18,0.47274500131607056,0
NEM,Y_机组出力_PPCCGT,graph,19,0.37522822618484497,0
NEM,Y_机组出力_PPCCGT,graph,20,0.35630685091018677,0
NEM,Y_机组出力_PPCCGT,graph,21,0.35630685091018677,0
NEM,Y_机组出力_PPCCGT,graph,22,0.3023495674133301,0
NEM,Y_机组出力_PPCCGT,graph,23,0.3023495674133301,0
NEM,Y_机组出力_PPCCGT,graph,24,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,graph,25,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,graph,26,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,graph,27,0.24154044687747955,0
NEM,Y_机组出力_PPCCGT,graph,28,0.16669011116027832,0
NEM,Y_机组出力_PPCCGT,graph,29,0.04368013143539429,0
NEM,Y_机组出力_PPCCGT,graph,30,0.0,0
NEM,Y_机组出力_PPCCGT,M2_est,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,M2_est,1,0.6411918997764587,131
NEM,Y_机组出力_PPCCGT,M2_est,2,0.6043882966041565,130
NEM,Y_机组出力_PPCCGT,M2_est,3,0.6026029586791992,129
NEM,Y_机组出力_PPCCGT,M2_est,4,0.5644989609718323,108
NEM,Y_机组出力_PPCCGT,M2_est,5,0.5644989609718323,15
NEM,Y_机组出力_PPCCGT,M2_est,6,0.5644989609718323,15
NEM,Y_机组出力_PPCCGT,M2_est,7,0.5577138662338257,12
NEM,Y_机组出力_PPCCGT,M2_est,8,0.5577138662338257,11
NEM,Y_机组出力_PPCCGT,M2_est,9,0.5533642172813416,9
NEM,Y_机组出力_PPCCGT,M2_est,10,0.5231316685676575,8
NEM,Y_机组出力_PPCCGT,M2_est,11,0.4408038258552551,0
NEM,Y_机组出力_PPCCGT,M2_est,12,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,M2_est,13,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_est,14,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_est,15,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_est,16,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_est,17,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_est,18,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_est,19,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_est,20,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_est,21,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_est,22,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_est,23,0.312763512134552,0
NEM,Y_机组出力_PPCCGT,M2_est,24,0.2567903995513916,0
NEM,Y_机组出力_PPCCGT,M2_est,25,0.20694595575332642,0
NEM,Y_机组出力_PPCCGT,M2_est,26,0.14795666933059692,0
NEM,Y_机组出力_PPCCGT,M2_est,27,0.11836737394332886,0
NEM,Y_机组出力_PPCCGT,M2_est,28,0.05803614854812622,0
NEM,Y_机组出力_PPCCGT,M2_est,29,0.017052650451660156,0
NEM,Y_机组出力_PPCCGT,M2_est,30,0.0,0
NEM,Y_机组出力_PPCCGT,M2_cert,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,M2_cert,1,0.6411918997764587,131
NEM,Y_机组出力_PPCCGT,M2_cert,2,0.6043882966041565,130
NEM,Y_机组出力_PPCCGT,M2_cert,3,0.6026029586791992,129
NEM,Y_机组出力_PPCCGT,M2_cert,4,0.5729062557220459,18
NEM,Y_机组出力_PPCCGT,M2_cert,5,0.5644989609718323,15
NEM,Y_机组出力_PPCCGT,M2_cert,6,0.5644989609718323,15
NEM,Y_机组出力_PPCCGT,M2_cert,7,0.5644989609718323,14
NEM,Y_机组出力_PPCCGT,M2_cert,8,0.5577138662338257,11
NEM,Y_机组出力_PPCCGT,M2_cert,9,0.5577138662338257,10
NEM,Y_机组出力_PPCCGT,M2_cert,10,0.5231316685676575,8
NEM,Y_机组出力_PPCCGT,M2_cert,11,0.4408038258552551,0
NEM,Y_机组出力_PPCCGT,M2_cert,12,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,M2_cert,13,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_cert,14,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_cert,15,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_cert,16,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_cert,17,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2_cert,18,0.3564966320991516,0
NEM,Y_机组出力_PPCCGT,M2_cert,19,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_cert,20,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_cert,21,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_cert,22,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2_cert,23,0.312763512134552,0
NEM,Y_机组出力_PPCCGT,M2_cert,24,0.2567903995513916,0
NEM,Y_机组出力_PPCCGT,M2_cert,25,0.20694595575332642,0
NEM,Y_机组出力_PPCCGT,M2_cert,26,0.14795666933059692,0
NEM,Y_机组出力_PPCCGT,M2_cert,27,0.11836737394332886,0
NEM,Y_机组出力_PPCCGT,M2_cert,28,0.05803614854812622,0
NEM,Y_机组出力_PPCCGT,M2_cert,29,0.017052650451660156,0
NEM,Y_机组出力_PPCCGT,M2_cert,30,0.0,0
NEM,Y_机组出力_PPCCGT,M2,0,0.8003384470939636,215
NEM,Y_机组出力_PPCCGT,M2,1,0.6411918997764587,131
NEM,Y_机组出力_PPCCGT,M2,2,0.6043882966041565,130
NEM,Y_机组出力_PPCCGT,M2,3,0.6026029586791992,129
NEM,Y_机组出力_PPCCGT,M2,4,0.5729062557220459,18
NEM,Y_机组出力_PPCCGT,M2,5,0.5644989609718323,15
NEM,Y_机组出力_PPCCGT,M2,6,0.5644989609718323,15
NEM,Y_机组出力_PPCCGT,M2,7,0.5644989609718323,14
NEM,Y_机组出力_PPCCGT,M2,8,0.5577138662338257,11
NEM,Y_机组出力_PPCCGT,M2,9,0.5577138662338257,10
NEM,Y_机组出力_PPCCGT,M2,10,0.5231316685676575,8
NEM,Y_机组出力_PPCCGT,M2,11,0.4408038258552551,0
NEM,Y_机组出力_PPCCGT,M2,12,0.44027501344680786,0
NEM,Y_机组出力_PPCCGT,M2,13,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2,14,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2,15,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2,16,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2,17,0.41720038652420044,0
NEM,Y_机组出力_PPCCGT,M2,18,0.3564966320991516,0
NEM,Y_机组出力_PPCCGT,M2,19,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2,20,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2,21,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2,22,0.3488527536392212,0
NEM,Y_机组出力_PPCCGT,M2,23,0.2793881297111511,0
NEM,Y_机组出力_PPCCGT,M2,24,0.2567903995513916,0
NEM,Y_机组出力_PPCCGT,M2,25,0.21754521131515503,0
NEM,Y_机组出力_PPCCGT,M2,26,0.14795666933059692,0
NEM,Y_机组出力_PPCCGT,M2,27,0.11836737394332886,0
NEM,Y_机组出力_PPCCGT,M2,28,0.05803614854812622,0
NEM,Y_机组出力_PPCCGT,M2,29,0.017052650451660156,0
NEM,Y_机组出力_PPCCGT,M2,30,0.0,0
PJM-load,Y_metered_load_mw,pearson,0,0.8040136098861694,237
PJM-load,Y_metered_load_mw,pearson,1,0.7994380593299866,214
PJM-load,Y_metered_load_mw,pearson,2,0.7138417959213257,174
PJM-load,Y_metered_load_mw,pearson,3,0.7138417959213257,132
PJM-load,Y_metered_load_mw,pearson,4,0.7040213346481323,98
PJM-load,Y_metered_load_mw,pearson,5,0.7040213346481323,80
PJM-load,Y_metered_load_mw,pearson,6,0.7040213346481323,63
PJM-load,Y_metered_load_mw,pearson,7,0.6466087698936462,46
PJM-load,Y_metered_load_mw,pearson,8,0.6466087698936462,36
PJM-load,Y_metered_load_mw,pearson,9,0.6466087698936462,32
PJM-load,Y_metered_load_mw,pearson,10,0.6466087698936462,28
PJM-load,Y_metered_load_mw,pearson,11,0.6466087698936462,22
PJM-load,Y_metered_load_mw,pearson,12,0.6466087698936462,10
PJM-load,Y_metered_load_mw,pearson,13,0.5585011839866638,6
PJM-load,Y_metered_load_mw,pearson,14,0.5585011839866638,6
PJM-load,Y_metered_load_mw,pearson,15,0.5275949239730835,4
PJM-load,Y_metered_load_mw,pearson,16,0.5275949239730835,3
PJM-load,Y_metered_load_mw,pearson,17,0.4679639935493469,0
PJM-load,Y_metered_load_mw,pearson,18,0.42162197828292847,0
PJM-load,Y_metered_load_mw,pearson,19,0.16639786958694458,0
PJM-load,Y_metered_load_mw,pearson,20,0.11166132241487503,0
PJM-load,Y_metered_load_mw,pearson,21,0.019204124808311462,0
PJM-load,Y_metered_load_mw,pearson,22,0.0,0
PJM-load,Y_metered_load_mw,spearman,0,0.8040136098861694,237
PJM-load,Y_metered_load_mw,spearman,1,0.7994380593299866,214
PJM-load,Y_metered_load_mw,spearman,2,0.7138417959213257,174
PJM-load,Y_metered_load_mw,spearman,3,0.7040213346481323,127
PJM-load,Y_metered_load_mw,spearman,4,0.7040213346481323,103
PJM-load,Y_metered_load_mw,spearman,5,0.7040213346481323,80
PJM-load,Y_metered_load_mw,spearman,6,0.7040213346481323,73
PJM-load,Y_metered_load_mw,spearman,7,0.6466087698936462,54
PJM-load,Y_metered_load_mw,spearman,8,0.6466087698936462,42
PJM-load,Y_metered_load_mw,spearman,9,0.6466087698936462,24
PJM-load,Y_metered_load_mw,spearman,10,0.5847758650779724,16
PJM-load,Y_metered_load_mw,spearman,11,0.5847758650779724,16
PJM-load,Y_metered_load_mw,spearman,12,0.5710455179214478,10
PJM-load,Y_metered_load_mw,spearman,13,0.5710455179214478,7
PJM-load,Y_metered_load_mw,spearman,14,0.5585011839866638,6
PJM-load,Y_metered_load_mw,spearman,15,0.5585011839866638,4
PJM-load,Y_metered_load_mw,spearman,16,0.5585011839866638,3
PJM-load,Y_metered_load_mw,spearman,17,0.5229256749153137,2
PJM-load,Y_metered_load_mw,spearman,18,0.5119702219963074,1
PJM-load,Y_metered_load_mw,spearman,19,0.5119702219963074,1
PJM-load,Y_metered_load_mw,spearman,20,0.1587812900543213,0
PJM-load,Y_metered_load_mw,spearman,21,0.019204124808311462,0
PJM-load,Y_metered_load_mw,spearman,22,0.0,0
PJM-load,Y_metered_load_mw,mi,0,0.8040136098861694,237
PJM-load,Y_metered_load_mw,mi,1,0.7994380593299866,214
PJM-load,Y_metered_load_mw,mi,2,0.7138417959213257,174
PJM-load,Y_metered_load_mw,mi,3,0.7040213346481323,127
PJM-load,Y_metered_load_mw,mi,4,0.7040213346481323,103
PJM-load,Y_metered_load_mw,mi,5,0.6321158409118652,74
PJM-load,Y_metered_load_mw,mi,6,0.620720624923706,52
PJM-load,Y_metered_load_mw,mi,7,0.6192626953125,29
PJM-load,Y_metered_load_mw,mi,8,0.5792549252510071,14
PJM-load,Y_metered_load_mw,mi,9,0.5220770239830017,1
PJM-load,Y_metered_load_mw,mi,10,0.47022274136543274,0
PJM-load,Y_metered_load_mw,mi,11,0.41033557057380676,0
PJM-load,Y_metered_load_mw,mi,12,0.4043232798576355,0
PJM-load,Y_metered_load_mw,mi,13,0.3059799075126648,0
PJM-load,Y_metered_load_mw,mi,14,0.29023629426956177,0
PJM-load,Y_metered_load_mw,mi,15,0.25392085313796997,0
PJM-load,Y_metered_load_mw,mi,16,0.24822993576526642,0
PJM-load,Y_metered_load_mw,mi,17,0.23953557014465332,0
PJM-load,Y_metered_load_mw,mi,18,0.16145047545433044,0
PJM-load,Y_metered_load_mw,mi,19,0.14324691891670227,0
PJM-load,Y_metered_load_mw,mi,20,0.10509753227233887,0
PJM-load,Y_metered_load_mw,mi,21,0.059722959995269775,0
PJM-load,Y_metered_load_mw,mi,22,0.0,0
PJM-load,Y_metered_load_mw,dcor,0,0.8040136098861694,237
PJM-load,Y_metered_load_mw,dcor,1,0.7994380593299866,214
PJM-load,Y_metered_load_mw,dcor,2,0.7138417959213257,174
PJM-load,Y_metered_load_mw,dcor,3,0.7040213346481323,127
PJM-load,Y_metered_load_mw,dcor,4,0.7040213346481323,98
PJM-load,Y_metered_load_mw,dcor,5,0.7040213346481323,80
PJM-load,Y_metered_load_mw,dcor,6,0.7040213346481323,63
PJM-load,Y_metered_load_mw,dcor,7,0.6466087698936462,46
PJM-load,Y_metered_load_mw,dcor,8,0.6466087698936462,36
PJM-load,Y_metered_load_mw,dcor,9,0.6466087698936462,32
PJM-load,Y_metered_load_mw,dcor,10,0.6466087698936462,16
PJM-load,Y_metered_load_mw,dcor,11,0.6466087698936462,14
PJM-load,Y_metered_load_mw,dcor,12,0.5676337480545044,9
PJM-load,Y_metered_load_mw,dcor,13,0.5676337480545044,9
PJM-load,Y_metered_load_mw,dcor,14,0.5585011839866638,6
PJM-load,Y_metered_load_mw,dcor,15,0.5033959746360779,1
PJM-load,Y_metered_load_mw,dcor,16,0.5033959746360779,1
PJM-load,Y_metered_load_mw,dcor,17,0.45482736825942993,0
PJM-load,Y_metered_load_mw,dcor,18,0.42162197828292847,0
PJM-load,Y_metered_load_mw,dcor,19,0.16639786958694458,0
PJM-load,Y_metered_load_mw,dcor,20,0.11166132241487503,0
PJM-load,Y_metered_load_mw,dcor,21,0.019204124808311462,0
PJM-load,Y_metered_load_mw,dcor,22,0.0,0
PJM-load,Y_metered_load_mw,M0,0,0.8040136098861694,237
PJM-load,Y_metered_load_mw,M0,1,0.7994380593299866,214
PJM-load,Y_metered_load_mw,M0,2,0.7138417959213257,174
PJM-load,Y_metered_load_mw,M0,3,0.6797634959220886,143
PJM-load,Y_metered_load_mw,M0,4,0.6733013987541199,97
PJM-load,Y_metered_load_mw,M0,5,0.6733013987541199,69
PJM-load,Y_metered_load_mw,M0,6,0.620720624923706,52
PJM-load,Y_metered_load_mw,M0,7,0.5792549252510071,27
PJM-load,Y_metered_load_mw,M0,8,0.574958324432373,23
PJM-load,Y_metered_load_mw,M0,9,0.5706679224967957,11
PJM-load,Y_metered_load_mw,M0,10,0.5162014961242676,1
PJM-load,Y_metered_load_mw,M0,11,0.5162014961242676,1
PJM-load,Y_metered_load_mw,M0,12,0.3539828360080719,0
PJM-load,Y_metered_load_mw,M0,13,0.3539828360080719,0
PJM-load,Y_metered_load_mw,M0,14,0.31776031851768494,0
PJM-load,Y_metered_load_mw,M0,15,0.2878406047821045,0
PJM-load,Y_metered_load_mw,M0,16,0.2337503433227539,0
PJM-load,Y_metered_load_mw,M0,17,0.18568509817123413,0
