g1,g2,confidential,single1,single2,pair,synergy
gen_fuel_oil_mw,gen_fuel_multiple_fuels_pct,total_lmp_da,0.008,0.0,0.011,0.002
gen_fuel_oil_mw,gen_fuel_wind_mw,congestion_price_da,0.001,0.0,0.003,0.002
gen_fuel_oil_mw,total_pjm_loc_credit,congestion_price_da,0.001,0.0,0.002,0.002
gen_fuel_oil_mw,da_as_nsr_mw_primary_reserve,congestion_price_da,0.001,0.0,0.002,0.002
total_pjm_loc_credit,gross_sched_interchange_mw,total_gen,0.002,0.002,0.003,0.002
gen_fuel_gas_mw,gen_fuel_storage_mw,congestion_price_da,0.022,0.0,0.024,0.002
gen_fuel_oil_pct,da_as_as_req_mw_synchronized_reserve,net_actual_interchange_mw,0.002,0.061,0.062,0.002
da_as_ss_mw_primary_reserve,gross_inadv_interchange_mw,gross_actual_interchange_mw,0.0,0.59,0.592,0.002
gen_fuel_hydro_mw,rmccp,gross_actual_interchange_mw,0.0,0.0,0.002,0.002
gen_fuel_oil_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.002,0.001,0.004,0.002
da_as_ss_mw_primary_reserve,marginal_loss_price_rt,gross_actual_interchange_mw,0.0,0.031,0.034,0.002
gen_fuel_coal_mw,gen_fuel_wind_pct,total_gen,0.029,0.003,0.031,0.002
da_as_ss_mw_primary_reserve,total_lmp_rt,congestion_price_rt,0.0,0.12,0.121,0.002
da_as_ss_mw_primary_reserve,system_energy_price_da,gross_actual_interchange_mw,0.0,0.06,0.061,0.002
gen_fuel_coal_mw,rmccp,gross_actual_interchange_mw,0.011,0.0,0.013,0.002
gen_fuel_nuclear_pct,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.036,0.001,0.037,0.001
gen_fuel_nuclear_pct,total_pjm_rmccp_cr,net_actual_interchange_mw,0.036,0.0,0.037,0.001
gen_fuel_nuclear_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.036,0.001,0.037,0.001
gen_fuel_nuclear_pct,total_pjm_loc_credit,total_gen,0.024,0.002,0.025,0.001
gen_fuel_coal_mw,gen_fuel_storage_mw,gross_actual_interchange_mw,0.011,0.0,0.012,0.001
gen_fuel_gas_mw,rmccp,congestion_price_da,0.022,0.0,0.023,0.001
gen_fuel_gas_mw,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.004,0.0,0.005,0.001
gen_fuel_gas_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.015,0.0,0.016,0.001
da_as_as_req_mw_synchronized_reserve,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.061,0.0,0.061,0.001
da_as_as_req_mw_synchronized_reserve,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.061,0.0,0.062,0.001
gen_fuel_hydro_mw,gen_fuel_wind_mw,congestion_price_da,0.001,0.0,0.002,0.001
gen_fuel_hydro_mw,gen_fuel_multiple_fuels_pct,congestion_price_da,0.001,0.0,0.001,0.001
gen_fuel_hydro_mw,total_pjm_loc_credit,congestion_price_da,0.001,0.0,0.002,0.001
da_as_ss_mw_thirty_minutes_reserve,total_lmp_rt,congestion_price_rt,0.0,0.12,0.121,0.001
gen_fuel_nuclear_mw,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.028,0.0,0.029,0.001
gen_fuel_nuclear_mw,total_pjm_assigned_reg,da_as_total_mw_thirty_minutes_reserve,0.188,0.0,0.19,0.001
gen_fuel_hydro_mw,gen_fuel_storage_mw,congestion_price_da,0.001,0.0,0.002,0.001
total_pjm_rmpcp_cr,system_energy_price_da,da_as_total_mw_thirty_minutes_reserve,0.0,0.201,0.203,0.001
total_pjm_rmpcp_cr,marginal_loss_price_rt,congestion_price_rt,0.0,0.118,0.12,0.001
total_pjm_rmpcp_cr,gross_inadv_interchange_mw,gross_actual_interchange_mw,0.0,0.59,0.591,0.001
gen_fuel_oil_pct,gen_fuel_wind_pct,gross_actual_interchange_mw,0.001,0.0,0.003,0.001
gen_fuel_oil_pct,rmpcp,net_actual_interchange_mw,0.002,0.001,0.003,0.001
gen_fuel_oil_pct,total_pjm_loc_credit,congestion_price_da,0.0,0.0,0.002,0.001
gen_fuel_oil_pct,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.002,0.001,0.004,0.001
gen_fuel_oil_pct,da_as_as_req_mw_primary_reserve,net_actual_interchange_mw,0.002,0.065,0.066,0.001
gen_fuel_multiple_fuels_pct,total_pjm_loc_credit,net_actual_interchange_mw,0.045,0.001,0.046,0.001
gen_fuel_multiple_fuels_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.045,0.001,0.046,0.001
gen_fuel_multiple_fuels_mw,gen_fuel_storage_mw,total_lmp_da,0.009,0.0,0.01,0.001
gen_fuel_multiple_fuels_mw,forecast_load_mw_latest_available,metered_load_mw,0.001,0.302,0.303,0.001
gen_fuel_multiple_fuels_pct,rmpcp,net_actual_interchange_mw,0.045,0.001,0.046,0.001
da_as_as_req_mw_primary_reserve,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.065,0.0,0.066,0.001
da_as_as_req_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.065,0.0,0.066,0.001
da_as_as_req_mw_primary_reserve,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.065,0.0,0.066,0.001
gen_fuel_oil_mw,gen_fuel_storage_mw,congestion_price_da,0.001,0.0,0.002,0.001
gen_fuel_oil_mw,total_pjm_self_sched_reg,net_actual_interchange_mw,0.0,0.001,0.002,0.001
gen_fuel_other_renewables_mw,total_pjm_loc_credit,total_gen,0.003,0.002,0.004,0.001
total_pjm_assigned_reg,da_as_ss_mw_primary_reserve,gross_actual_interchange_mw,0.001,0.0,0.003,0.001
total_pjm_self_sched_reg,marginal_loss_price_rt,net_actual_interchange_mw,0.001,0.023,0.024,0.001
total_pjm_self_sched_reg,gross_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.024,0.025,0.001
total_pjm_assigned_reg,da_as_as_req_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.137,0.139,0.001
total_pjm_self_sched_reg,da_as_as_req_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.001,0.137,0.138,0.001
total_pjm_reg_purchases,da_as_nsr_mw_primary_reserve,da_as_total_mw_primary_reserve,0.0,0.541,0.541,0.001
total_pjm_self_sched_reg,total_pjm_assigned_reg,gross_actual_interchange_mw,0.0,0.001,0.002,0.001
total_pjm_self_sched_reg,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.001,0.001,0.002,0.001
gen_fuel_gas_pct,rmccp,gross_actual_interchange_mw,0.0,0.0,0.001,0.001
gen_fuel_gas_pct,total_pjm_loc_credit,congestion_price_da,0.0,0.0,0.001,0.001
gen_fuel_other_renewables_pct,rmpcp,net_actual_interchange_mw,0.002,0.001,0.003,0.001
gen_fuel_coal_pct,total_lmp_rt,congestion_price_da,0.0,0.0,0.001,0.001
gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,total_lmp_da,0.0,0.0,0.001,0.001
gen_fuel_hydro_pct,gen_fuel_other_renewables_pct,net_actual_interchange_mw,0.0,0.002,0.003,0.001
gen_fuel_hydro_pct,total_pjm_loc_credit,congestion_price_da,0.001,0.0,0.002,0.001
gen_fuel_coal_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.05,0.001,0.052,0.001
gen_fuel_coal_pct,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.07,0.0,0.071,0.001
gen_fuel_gas_pct,da_as_as_req_mw_primary_reserve,da_as_total_mw_primary_reserve,0.0,0.195,0.196,0.001
gen_fuel_gas_pct,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_primary_reserve,0.0,0.2,0.201,0.001
gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,congestion_price_da,0.001,0.0,0.002,0.001
total_pjm_loc_credit,total_lmp_rt,total_gen,0.002,0.041,0.043,0.001
total_pjm_reg_purchases,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.049,0.0,0.05,0.001
gen_fuel_solar_mw,rmpcp,net_actual_interchange_mw,0.001,0.001,0.002,0.001
gen_fuel_solar_mw,total_pjm_loc_credit,net_actual_interchange_mw,0.001,0.001,0.002,0.001
gen_fuel_solar_mw,total_pjm_self_sched_reg,net_actual_interchange_mw,0.001,0.001,0.002,0.001
gen_fuel_solar_mw,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.001,0.001,0.002,0.001
total_pjm_loc_credit,da_as_nsr_mw_primary_reserve,net_actual_interchange_mw,0.001,0.002,0.003,0.001
gen_fuel_other_renewables_mw,total_lmp_rt,total_gen,0.003,0.041,0.043,0.001
total_pjm_loc_credit,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.001,0.001,0.002,0.001
total_pjm_loc_credit,da_as_mcp_primary_reserve,total_gen,0.002,0.002,0.003,0.001
total_pjm_loc_credit,da_as_as_req_mw_primary_reserve,net_actual_interchange_mw,0.001,0.065,0.066,0.001
total_pjm_loc_credit,da_as_as_req_mw_synchronized_reserve,net_actual_interchange_mw,0.001,0.061,0.062,0.001
rmpcp,da_as_nsr_mw_primary_reserve,net_actual_interchange_mw,0.001,0.002,0.003,0.001
rmpcp,marginal_loss_price_rt,net_actual_interchange_mw,0.001,0.023,0.024,0.001
rmpcp,gross_inadv_interchange_mw,net_actual_interchange_mw,0.001,0.024,0.025,0.001
total_pjm_loc_credit,total_pjm_reg_purchases,gross_actual_interchange_mw,0.0,0.049,0.05,0.001
total_pjm_loc_credit,total_pjm_self_sched_reg,net_actual_interchange_mw,0.001,0.001,0.002,0.001
total_pjm_loc_credit,total_pjm_assigned_reg,gross_actual_interchange_mw,0.0,0.001,0.002,0.001
gen_fuel_storage_mw,forecast_load_mw_day_ahead,metered_load_mw,0.0,0.261,0.262,0.001
gen_fuel_storage_mw,gen_fuel_coal_pct,net_actual_interchange_mw,0.0,0.05,0.051,0.001
gen_fuel_storage_mw,gen_fuel_nuclear_pct,net_actual_interchange_mw,0.0,0.036,0.037,0.001
gen_fuel_storage_mw,gen_fuel_oil_pct,congestion_price_da,0.0,0.0,0.002,0.001
gen_fuel_storage_mw,forecast_load_mw_latest_available,metered_load_mw,0.0,0.302,0.303,0.001
gen_fuel_solar_pct,rmpcp,net_actual_interchange_mw,0.001,0.001,0.002,0.001
gen_fuel_solar_pct,total_pjm_loc_credit,net_actual_interchange_mw,0.001,0.001,0.002,0.001
gen_fuel_solar_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.001,0.001,0.003,0.001
gen_fuel_solar_pct,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.001,0.001,0.003,0.001
gen_fuel_coal_pct,total_pjm_loc_credit,gross_actual_interchange_mw,0.07,0.0,0.071,0.001
gen_fuel_wind_mw,da_as_mcp_synchronized_reserve,total_lmp_da,0.0,0.008,0.009,0.001
gen_fuel_other_renewables_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.002,0.001,0.003,0.001
gen_fuel_other_renewables_pct,da_as_mcp_primary_reserve,total_gen,0.007,0.002,0.009,0.001
gen_fuel_solar_mw,da_as_nsr_mw_primary_reserve,net_actual_interchange_mw,0.001,0.002,0.003,0.001
rmpcp,total_pjm_loc_credit,net_actual_interchange_mw,0.001,0.001,0.002,0.001
rmpcp,total_pjm_self_sched_reg,net_actual_interchange_mw,0.001,0.001,0.002,0.001
forecast_load_mw_day_ahead,total_pjm_loc_credit,total_gen,0.248,0.002,0.25,0.001
forecast_load_mw_day_ahead,total_pjm_reg_purchases,total_gen,0.248,0.0,0.249,0.001
forecast_load_mw_day_ahead,total_pjm_assigned_reg,total_gen,0.248,0.0,0.249,0.001
forecast_load_mw_latest_available,da_as_mcp_primary_reserve,total_gen,0.253,0.002,0.254,0.001
gen_fuel_wind_mw,gen_fuel_hydro_pct,congestion_price_da,0.0,0.001,0.003,0.001
gen_fuel_wind_mw,gen_fuel_oil_pct,metered_load_mw,0.0,0.001,0.001,0.001
gen_fuel_storage_mw,da_as_mcp_synchronized_reserve,total_lmp_da,0.0,0.008,0.009,0.001
gen_fuel_storage_mw,gross_inadv_interchange_mw,congestion_price_da,0.0,0.0,0.002,0.001
forecast_load_mw_latest_available,total_pjm_reg_purchases,total_gen,0.253,0.0,0.254,0.001
forecast_load_mw_latest_available,total_pjm_assigned_reg,total_gen,0.253,0.0,0.254,0.001
gen_fuel_storage_mw,total_pjm_rmccp_cr,congestion_price_da,0.0,0.0,0.001,0.001
gen_fuel_wind_pct,da_as_mcp_primary_reserve,total_gen,0.003,0.002,0.004,0.001
gen_fuel_wind_pct,da_as_as_req_mw_primary_reserve,total_gen,0.003,0.0,0.004,0.001
gen_fuel_wind_pct,total_pjm_loc_credit,total_gen,0.003,0.002,0.005,0.001
gen_fuel_wind_pct,total_pjm_self_sched_reg,net_actual_interchange_mw,0.007,0.001,0.008,0.001
gen_fuel_solar_pct,total_lmp_rt,congestion_price_rt,0.0,0.12,0.12,0.001
gen_fuel_nuclear_pct,rmccp,net_actual_interchange_mw,0.036,0.0,0.037,0.001
gen_fuel_nuclear_pct,rmpcp,net_actual_interchange_mw,0.036,0.001,0.037,0.001
system_energy_price_da,net_inadv_interchange_mw,da_as_total_mw_thirty_minutes_reserve,0.201,0.0,0.202,0.001
total_lmp_rt,net_inadv_interchange_mw,congestion_price_rt,0.12,0.0,0.12,0.001
total_lmp_rt,gross_sched_interchange_mw,total_gen,0.041,0.002,0.042,0.001
da_as_as_req_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.061,0.0,0.062,0.001
da_as_as_req_mw_synchronized_reserve,net_inadv_interchange_mw,net_actual_interchange_mw,0.061,0.0,0.061,0.001
da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.137,0.0,0.138,0.001
gen_fuel_multiple_fuels_mw,rmpcp,net_actual_interchange_mw,0.035,0.001,0.036,0.001
gen_fuel_multiple_fuels_mw,total_pjm_loc_credit,net_actual_interchange_mw,0.035,0.001,0.036,0.001
gen_fuel_multiple_fuels_mw,total_pjm_self_sched_reg,net_actual_interchange_mw,0.035,0.001,0.036,0.001
gen_fuel_multiple_fuels_mw,total_lmp_rt,congestion_price_da,0.0,0.0,0.001,0.001
da_as_ss_mw_synchronized_reserve,total_lmp_rt,congestion_price_rt,0.0,0.12,0.121,0.001
da_as_ss_mw_synchronized_reserve,marginal_loss_price_rt,net_actual_interchange_mw,0.0,0.023,0.023,0.001
gen_fuel_coal_mw,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.044,0.001,0.045,0.001
gen_fuel_multiple_fuels_pct,rmccp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_coal_mw,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.011,0.0,0.012,0.0
gen_fuel_coal_mw,da_as_ss_mw_synchronized_reserve,gross_actual_interchange_mw,0.011,0.0,0.011,0.0
gen_fuel_coal_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.044,0.0,0.044,0.0
gen_fuel_coal_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.044,0.0,0.044,0.0
da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
da_as_ss_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,total_gen,0.0,0.0,0.0,0.0
da_as_ss_mw_synchronized_reserve,system_energy_price_da,gross_actual_interchange_mw,0.0,0.06,0.06,0.0
da_as_ss_mw_synchronized_reserve,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
da_as_ss_mw_synchronized_reserve,gross_sched_interchange_mw,total_gen,0.0,0.002,0.002,0.0
da_as_ss_mw_synchronized_reserve,gross_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.024,0.024,0.0
da_as_ss_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,net_actual_interchange_mw,0.0,0.002,0.002,0.0
da_as_ss_mw_thirty_minutes_reserve,system_energy_price_da,marginal_loss_price_da,0.0,0.516,0.516,0.0
gen_fuel_nuclear_mw,da_as_ss_mw_thirty_minutes_reserve,total_gen,0.036,0.0,0.036,0.0
gen_fuel_nuclear_mw,net_inadv_interchange_mw,da_as_total_mw_thirty_minutes_reserve,0.188,0.0,0.189,0.0
gen_fuel_multiple_fuels_mw,forecast_load_mw_day_ahead,metered_load_mw,0.001,0.261,0.262,0.0
gen_fuel_multiple_fuels_mw,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.035,0.0,0.036,0.0
gen_fuel_multiple_fuels_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.035,0.0,0.036,0.0
gen_fuel_multiple_fuels_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.035,0.0,0.035,0.0
da_as_mcp_primary_reserve,da_as_ss_mw_synchronized_reserve,total_gen,0.002,0.0,0.002,0.0
da_as_mcp_primary_reserve,da_as_ss_mw_thirty_minutes_reserve,total_lmp_da,0.016,0.0,0.016,0.0
da_as_mcp_primary_reserve,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
da_as_mcp_synchronized_reserve,da_as_ss_mw_primary_reserve,total_gen,0.006,0.0,0.006,0.0
da_as_mcp_synchronized_reserve,da_as_ss_mw_synchronized_reserve,total_gen,0.006,0.0,0.006,0.0
da_as_mcp_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
da_as_mcp_synchronized_reserve,marginal_loss_price_rt,total_lmp_da,0.008,0.0,0.009,0.0
da_as_as_req_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,congestion_price_da,0.005,0.0,0.005,0.0
gen_fuel_multiple_fuels_pct,total_pjm_assigned_reg,total_gen,0.0,0.0,0.0,0.0
gen_fuel_nuclear_pct,da_as_ss_mw_primary_reserve,total_gen,0.024,0.0,0.024,0.0
gen_fuel_nuclear_pct,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.036,0.0,0.036,0.0
gen_fuel_nuclear_pct,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.036,0.0,0.036,0.0
gen_fuel_nuclear_pct,system_energy_price_da,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_nuclear_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.036,0.0,0.036,0.0
gen_fuel_gas_pct,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_gas_pct,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,da_as_ss_mw_primary_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_hydro_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_multiple_fuels_mw,gen_fuel_other_renewables_mw,total_losses,0.0,0.0,0.0,0.0
gen_fuel_gas_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.015,0.0,0.015,0.0
da_as_ss_mw_thirty_minutes_reserve,marginal_loss_price_rt,net_actual_interchange_mw,0.0,0.023,0.023,0.0
gen_fuel_multiple_fuels_pct,total_pjm_reg_purchases,total_gen,0.0,0.0,0.0,0.0
total_pjm_rmccp_cr,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_rmccp_cr,da_as_nsr_mw_primary_reserve,da_as_total_mw_primary_reserve,0.0,0.541,0.541,0.0
total_pjm_rmccp_cr,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,total_lmp_da,0.0,0.016,0.016,0.0
total_pjm_rmpcp_cr,da_as_mcp_synchronized_reserve,total_lmp_da,0.0,0.008,0.008,0.0
da_as_mcp_synchronized_reserve,net_inadv_interchange_mw,total_gen,0.006,0.0,0.006,0.0
da_as_as_req_mw_primary_reserve,net_inadv_interchange_mw,net_actual_interchange_mw,0.065,0.0,0.066,0.0
gen_fuel_hydro_mw,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_oil_mw,rmpcp,total_lmp_da,0.008,0.0,0.009,0.0
gen_fuel_oil_mw,total_pjm_rmpcp_cr,net_actual_interchange_mw,0.0,0.001,0.001,0.0
gen_fuel_oil_mw,da_as_as_req_mw_primary_reserve,da_as_total_mw_primary_reserve,0.0,0.195,0.195,0.0
gen_fuel_oil_mw,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_primary_reserve,0.0,0.2,0.2,0.0
gen_fuel_oil_mw,da_as_ss_mw_synchronized_reserve,total_lmp_da,0.008,0.0,0.008,0.0
gen_fuel_oil_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_rmccp_cr,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
total_pjm_rmccp_cr,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,rmccp,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,rmpcp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,total_pjm_loc_credit,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,total_pjm_reg_purchases,net_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_latest_available,total_pjm_rmpcp_cr,total_gen,0.253,0.0,0.253,0.0
forecast_load_mw_latest_available,da_as_ss_mw_primary_reserve,total_gen,0.253,0.0,0.253,0.0
forecast_load_mw_latest_available,da_as_ss_mw_synchronized_reserve,total_gen,0.253,0.0,0.253,0.0
forecast_load_mw_latest_available,da_as_ss_mw_thirty_minutes_reserve,total_gen,0.253,0.0,0.253,0.0
gen_fuel_storage_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,gross_sched_interchange_mw,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,gen_fuel_coal_pct,total_gen,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,gen_fuel_nuclear_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,gen_fuel_other_renewables_pct,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_mw,gen_fuel_solar_pct,total_losses,0.0,0.0,0.0,0.0
forecast_load_mw_latest_available,rmccp,net_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_latest_available,rmpcp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_latest_available,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_latest_available,total_pjm_rmccp_cr,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,da_as_mcp_primary_reserve,total_lmp_da,0.0,0.016,0.016,0.0
gen_fuel_storage_mw,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_storage_mw,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_pct,total_pjm_reg_purchases,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_pct,total_pjm_assigned_reg,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_pct,total_pjm_rmccp_cr,net_actual_interchange_mw,0.007,0.0,0.007,0.0
gen_fuel_wind_pct,da_as_as_req_mw_synchronized_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_pct,da_as_ss_mw_primary_reserve,total_gen,0.003,0.0,0.003,0.0
gen_fuel_wind_pct,da_as_ss_mw_synchronized_reserve,total_gen,0.003,0.0,0.003,0.0
gen_fuel_wind_pct,da_as_ss_mw_thirty_minutes_reserve,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
gen_fuel_wind_pct,net_inadv_interchange_mw,net_actual_interchange_mw,0.007,0.0,0.007,0.0
rmccp,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
rmpcp,total_pjm_reg_purchases,total_losses,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,da_as_mcp_synchronized_reserve,total_losses,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,da_as_as_req_mw_primary_reserve,da_as_total_mw_primary_reserve,0.0,0.195,0.195,0.0
gen_fuel_solar_mw,da_as_as_req_mw_synchronized_reserve,da_as_total_mw_primary_reserve,0.0,0.2,0.2,0.0
gen_fuel_solar_mw,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_synchronized_reserve,0.0,0.032,0.032,0.0
gen_fuel_solar_mw,da_as_ss_mw_synchronized_reserve,metered_load_mw,0.0,0.0,0.0,0.0
gen_fuel_solar_mw,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.001,0.0,0.001,0.0
rmccp,total_pjm_rmccp_cr,net_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,total_pjm_rmpcp_cr,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,da_as_mcp_primary_reserve,total_lmp_da,0.0,0.016,0.016,0.0
rmccp,da_as_mcp_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,da_as_ss_mw_primary_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,da_as_ss_mw_synchronized_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,da_as_ss_mw_thirty_minutes_reserve,net_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,da_as_nsr_mw_primary_reserve,da_as_total_mw_primary_reserve,0.0,0.541,0.541,0.0
forecast_load_mw_day_ahead,da_as_ss_mw_primary_reserve,total_gen,0.248,0.0,0.248,0.0
forecast_load_mw_day_ahead,da_as_ss_mw_synchronized_reserve,total_gen,0.248,0.0,0.248,0.0
forecast_load_mw_day_ahead,da_as_ss_mw_thirty_minutes_reserve,total_gen,0.248,0.0,0.248,0.0
forecast_load_mw_day_ahead,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_day_ahead,gross_sched_interchange_mw,total_losses,0.0,0.0,0.0,0.0
rmccp,rmpcp,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,total_pjm_loc_credit,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
rmccp,total_pjm_self_sched_reg,gross_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_latest_available,net_inadv_interchange_mw,net_actual_interchange_mw,0.0,0.0,0.0,0.0
forecast_load_mw_latest_available,gross_sched_interchange_mw,total_losses,0.0,0.0,0.0,0.0
forecast_load_mw_day_ahead,rmccp,net_actual_interchange_mw,0.0,0.0,0.0,0.0
