数据,目标,估计器,τ,δ,规则,关键数,标记数,召回,精确,R精确率
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.5,0.05,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.5,0.05,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE_cy,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.5,0.05,扫描—认证标记,35,34,0.9714285714285714,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random_cy,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.5,0.05,扫描—认证标记,35,34,0.9714285714285714,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE_cy,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.5,0.05,扫描—认证标记,35,34,0.9714285714285714,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random_cy,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.5,0.05,扫描—认证标记,35,34,0.9714285714285714,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@1_cy,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.5,0.05,扫描—认证标记,35,34,0.9714285714285714,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,recon+random@2_cy,0.7,0.05,扫描—认证标记,35,32,0.9142857142857143,1.0,1.0
