schedule,stages_json,n_stages,final_fraction,final_k,avg_updates_restart,avg_updates_continuation,tune_recall,test_recall,all_recall
K0@60% -> K50@30%,"[[0, 0.6], [50, 0.3]]",2,0.3,50,30.0,30.0,0.8703570383636704,0.9089309342165189,0.885665746193154
K0@80% -> K1@30%,"[[0, 0.8], [1, 0.3]]",2,0.3,1,0.8,0.8,0.8170353491918538,0.7832413947359204,0.8036236425511162
K0@80% -> K1@40% -> K10@30%,"[[0, 0.8], [1, 0.4], [10, 0.3]]",3,0.3,10,4.8,4.4,0.8316174449636047,0.7856667412236142,0.8133811252307422
K0@80% -> K1@40% -> K25@30%,"[[0, 0.8], [1, 0.4], [25, 0.3]]",3,0.3,25,10.8,10.400000000000002,0.8316174449636047,0.7856667412236145,0.8133811252307421
K0@80% -> K1@40% -> K5@30%,"[[0, 0.8], [1, 0.4], [5, 0.3]]",3,0.3,5,2.8,2.4000000000000004,0.8316174449636047,0.7832413947359204,0.8124185851516429
K0@80% -> K1@40% -> K50@30%,"[[0, 0.8], [1, 0.4], [50, 0.3]]",3,0.3,50,20.8,20.400000000000002,0.8430077401165007,0.802976978072173,0.8271208501153978
K0@80% -> K1@50% -> K10@30%,"[[0, 0.8], [1, 0.5], [10, 0.3]]",3,0.3,10,5.8,5.3,0.8430077401165007,0.8054023245598669,0.8280833901944974
K0@80% -> K1@50% -> K25@30%,"[[0, 0.8], [1, 0.5], [25, 0.3]]",3,0.3,25,13.3,12.8,0.8316174449636047,0.805402324559867,0.8212135277521694
K0@80% -> K1@50% -> K5@30%,"[[0, 0.8], [1, 0.5], [5, 0.3]]",3,0.3,5,3.3,2.8,0.8430077401165007,0.802976978072173,0.8271208501153979
K0@80% -> K1@50% -> K50@30%,"[[0, 0.8], [1, 0.5], [50, 0.3]]",3,0.3,50,25.8,25.3,0.8543980352693971,0.8227125614084256,0.8418231150791529
K0@80% -> K1@60% -> K10@30%,"[[0, 0.8], [1, 0.6], [10, 0.3]]",3,0.3,10,6.8,6.199999999999999,0.8461995407353553,0.8497241842077606,0.8475983555537492
K0@80% -> K1@60% -> K25@30%,"[[0, 0.8], [1, 0.6], [25, 0.3]]",3,0.3,25,15.8,15.2,0.8348092455824594,0.8472988377200666,0.839765953032322
K0@80% -> K1@60% -> K5@30%,"[[0, 0.8], [1, 0.6], [5, 0.3]]",3,0.3,5,3.8,3.2,0.8446036404259281,0.8448734912323725,0.844710735316451
K0@80% -> K1@60% -> K50@30%,"[[0, 0.8], [1, 0.6], [50, 0.3]]",3,0.3,50,30.8,30.2,0.8461995407353553,0.8670344210563194,0.8544682179960772
K0@80% -> K10@30%,"[[0, 0.8], [10, 0.3]]",2,0.3,10,8.0,8.0,0.8557749425919193,0.8718851140317075,0.8621685386288724
K0@80% -> K10@40% -> K25@30%,"[[0, 0.8], [10, 0.4], [25, 0.3]]",3,0.3,25,18.0,14.0,0.847576448057878,0.8743104605194015,0.8581862964238428
K0@80% -> K10@40% -> K50@30%,"[[0, 0.8], [10, 0.4], [50, 0.3]]",3,0.3,50,28.0,24.0,0.8719529386730978,0.8940460438556543,0.8807209639090251
K0@80% -> K10@50% -> K25@30%,"[[0, 0.8], [10, 0.5], [25, 0.3]]",3,0.3,25,20.5,15.5,0.8621585438296288,0.8767358070070956,0.8679437791034689
K0@80% -> K10@50% -> K50@30%,"[[0, 0.8], [10, 0.5], [50, 0.3]]",3,0.3,50,33.0,28.0,0.8751447392919524,0.8964713903433484,0.8836085841463233
K0@80% -> K10@60% -> K25@30%,"[[0, 0.8], [10, 0.6], [25, 0.3]]",3,0.3,25,23.0,17.0,0.8621585438296288,0.8767358070070956,0.8679437791034689
K0@80% -> K10@60% -> K50@30%,"[[0, 0.8], [10, 0.6], [50, 0.3]]",3,0.3,50,38.0,32.0,0.8751447392919524,0.8964713903433484,0.8836085841463233
K0@80% -> K25@30%,"[[0, 0.8], [25, 0.3]]",2,0.3,25,20.0,20.0,0.8637544441390561,0.8964713903433484,0.8767387217039954
K0@80% -> K25@40% -> K50@30%,"[[0, 0.8], [25, 0.4], [50, 0.3]]",3,0.3,50,40.0,30.0,0.8783365399108071,0.8964713903433484,0.8855336643045221
K0@80% -> K25@50% -> K50@30%,"[[0, 0.8], [25, 0.5], [50, 0.3]]",3,0.3,50,45.0,32.5,0.8783365399108071,0.8988967368310425,0.8864962043836215
K0@80% -> K25@60% -> K50@30%,"[[0, 0.8], [25, 0.6], [50, 0.3]]",3,0.3,50,50.0,35.0,0.8783365399108071,0.9162069736796011,0.8933660668259492
K0@80% -> K5@30%,"[[0, 0.8], [5, 0.3]]",2,0.3,5,4.0,4.0,0.8427887471295961,0.8646090745686253,0.8514485158701468
K0@80% -> K5@40% -> K10@30%,"[[0, 0.8], [5, 0.4], [10, 0.3]]",3,0.3,10,8.0,6.0,0.8525831419730647,0.8718851140317075,0.8602434584706736
K0@80% -> K5@40% -> K25@30%,"[[0, 0.8], [5, 0.4], [25, 0.3]]",3,0.3,25,14.0,12.0,0.8329943522861273,0.8694597675440134,0.8474662736651173
K0@80% -> K5@40% -> K50@30%,"[[0, 0.8], [5, 0.4], [50, 0.3]]",3,0.3,50,24.0,22.0,0.8557749425919196,0.8891953508802662,0.8690384010712001
K0@80% -> K5@50% -> K10@30%,"[[0, 0.8], [5, 0.5], [10, 0.3]]",3,0.3,10,9.0,6.5,0.8557749425919193,0.8718851140317075,0.8621685386288724
K0@80% -> K5@50% -> K25@30%,"[[0, 0.8], [5, 0.5], [25, 0.3]]",3,0.3,25,16.5,14.0,0.847576448057878,0.8743104605194015,0.8581862964238427
K0@80% -> K5@50% -> K50@30%,"[[0, 0.8], [5, 0.5], [50, 0.3]]",3,0.3,50,29.0,26.5,0.858966743210774,0.8940460438556543,0.8728885613875977
K0@80% -> K5@60% -> K10@30%,"[[0, 0.8], [5, 0.6], [10, 0.3]]",3,0.3,10,10.0,7.0,0.8557749425919193,0.8718851140317075,0.8621685386288724
K0@80% -> K5@60% -> K25@30%,"[[0, 0.8], [5, 0.6], [25, 0.3]]",3,0.3,25,19.0,16.0,0.8491723483673054,0.8743104605194015,0.859148836502942
K0@80% -> K5@60% -> K50@30%,"[[0, 0.8], [5, 0.6], [50, 0.3]]",3,0.3,50,34.0,31.0,0.8621585438296288,0.8940460438556543,0.8748136415457965
K0@80% -> K50@30%,"[[0, 0.8], [50, 0.3]]",2,0.3,50,40.0,40.0,0.8783365399108071,0.9186323201672951,0.8943286069050487
K1@30%,"[[1, 0.3]]",1,0.3,1,1.0,1.0,0.8056450540389577,0.800551631584479,0.8036236425511163
K1@40% -> K10@30%,"[[1, 0.4], [10, 0.3]]",2,0.3,10,5.0,4.6,0.8316174449636047,0.7856667412236142,0.8133811252307422
K1@40% -> K25@30%,"[[1, 0.4], [25, 0.3]]",2,0.3,25,11.0,10.600000000000001,0.833213345273032,0.7856667412236145,0.8143436653098416
K1@40% -> K5@30%,"[[1, 0.4], [5, 0.3]]",2,0.3,5,3.0,2.6,0.8316174449636047,0.7832413947359204,0.8124185851516429
K1@40% -> K50@30%,"[[1, 0.4], [50, 0.3]]",2,0.3,50,21.0,20.6,0.8446036404259281,0.802976978072173,0.8280833901944973
K1@50% -> K10@30%,"[[1, 0.5], [10, 0.3]]",2,0.3,10,6.0,5.5,0.8430077401165007,0.7880920877113083,0.8212135277521694
K1@50% -> K10@40% -> K25@30%,"[[1, 0.5], [10, 0.4], [25, 0.3]]",3,0.3,25,16.0,11.5,0.8316174449636047,0.7880920877113085,0.8143436653098417
K1@50% -> K10@40% -> K50@30%,"[[1, 0.5], [10, 0.4], [50, 0.3]]",3,0.3,50,26.0,21.5,0.8543980352693971,0.805402324559867,0.8349532526368251
K1@50% -> K25@30%,"[[1, 0.5], [25, 0.3]]",2,0.3,25,13.5,13.0,0.833213345273032,0.7880920877113085,0.815306205388941
K1@50% -> K25@40% -> K50@30%,"[[1, 0.5], [25, 0.4], [50, 0.3]]",3,0.3,50,33.5,23.0,0.8559939355788243,0.7880920877113085,0.8290459302735967
K1@50% -> K5@30%,"[[1, 0.5], [5, 0.3]]",2,0.3,5,3.5,3.0,0.8430077401165007,0.7856667412236145,0.82025098767307
K1@50% -> K5@40% -> K10@30%,"[[1, 0.5], [5, 0.4], [10, 0.3]]",3,0.3,10,7.5,5.0,0.8430077401165007,0.7880920877113083,0.8212135277521694
K1@50% -> K5@40% -> K25@30%,"[[1, 0.5], [5, 0.4], [25, 0.3]]",3,0.3,25,13.5,11.0,0.8202271498107085,0.7880920877113085,0.8074738028675137
K1@50% -> K5@40% -> K50@30%,"[[1, 0.5], [5, 0.4], [50, 0.3]]",3,0.3,50,23.5,21.0,0.8430077401165008,0.805402324559867,0.8280833901944973
K1@50% -> K50@30%,"[[1, 0.5], [50, 0.3]]",2,0.3,50,26.0,25.5,0.8559939355788243,0.805402324559867,0.8359157927159244
K1@60% -> K10@30%,"[[1, 0.6], [10, 0.3]]",2,0.3,10,7.0,6.3999999999999995,0.8446036404259281,0.8472988377200666,0.8456732753955504
K1@60% -> K10@40% -> K25@30%,"[[1, 0.6], [10, 0.4], [25, 0.3]]",3,0.3,25,17.0,12.399999999999999,0.8218230501201359,0.8448734912323725,0.8309710104317954
K1@60% -> K10@40% -> K50@30%,"[[1, 0.6], [10, 0.4], [50, 0.3]]",3,0.3,50,27.0,22.4,0.8446036404259281,0.8646090745686253,0.8525431378378784
K1@60% -> K10@50% -> K25@30%,"[[1, 0.6], [10, 0.5], [25, 0.3]]",3,0.3,25,19.5,13.899999999999999,0.833213345273032,0.8448734912323725,0.8378408728741232
K1@60% -> K10@50% -> K50@30%,"[[1, 0.6], [10, 0.5], [50, 0.3]]",3,0.3,50,32.0,26.4,0.8446036404259281,0.8646090745686253,0.8525431378378784
K1@60% -> K25@30%,"[[1, 0.6], [25, 0.3]]",2,0.3,25,16.0,15.399999999999999,0.8348092455824594,0.8448734912323725,0.8388034129532227
K1@60% -> K25@40% -> K50@30%,"[[1, 0.6], [25, 0.4], [50, 0.3]]",3,0.3,50,36.0,25.4,0.8461995407353553,0.8448734912323725,0.8456732753955504
K1@60% -> K25@50% -> K50@30%,"[[1, 0.6], [25, 0.5], [50, 0.3]]",3,0.3,50,41.0,27.9,0.8461995407353553,0.8646090745686253,0.8535056779169777
K1@60% -> K5@30%,"[[1, 0.6], [5, 0.3]]",2,0.3,5,4.0,3.4,0.8430077401165007,0.8448734912323725,0.8437481952373516
K1@60% -> K5@40% -> K10@30%,"[[1, 0.6], [5, 0.4], [10, 0.3]]",3,0.3,10,8.0,5.4,0.8430077401165007,0.8472988377200666,0.844710735316451
K1@60% -> K5@40% -> K25@30%,"[[1, 0.6], [5, 0.4], [25, 0.3]]",3,0.3,25,14.0,11.4,0.8202271498107085,0.8448734912323725,0.8300084703526961
K1@60% -> K5@40% -> K50@30%,"[[1, 0.6], [5, 0.4], [50, 0.3]]",3,0.3,50,24.0,21.4,0.8430077401165008,0.8646090745686253,0.8515805977587789
K1@60% -> K5@50% -> K10@30%,"[[1, 0.6], [5, 0.5], [10, 0.3]]",3,0.3,10,9.0,5.9,0.8446036404259281,0.8472988377200666,0.8456732753955504
K1@60% -> K5@50% -> K25@30%,"[[1, 0.6], [5, 0.5], [25, 0.3]]",3,0.3,25,16.5,13.4,0.833213345273032,0.8448734912323725,0.8378408728741232
K1@60% -> K5@50% -> K50@30%,"[[1, 0.6], [5, 0.5], [50, 0.3]]",3,0.3,50,29.0,25.9,0.8446036404259281,0.8646090745686253,0.8525431378378784
K1@60% -> K50@30%,"[[1, 0.6], [50, 0.3]]",2,0.3,50,31.0,30.4,0.8461995407353553,0.8646090745686253,0.8535056779169777
K1@80% -> K10@30%,"[[1, 0.8], [10, 0.3]]",2,0.3,10,9.0,8.2,0.8477954410447827,0.8891953508802662,0.8642257006757031
K1@80% -> K10@40% -> K25@30%,"[[1, 0.8], [10, 0.4], [25, 0.3]]",3,0.3,25,19.0,14.2,0.8266107510484179,0.8718851140317075,0.8445786534278191
K1@80% -> K10@40% -> K50@30%,"[[1, 0.8], [10, 0.4], [50, 0.3]]",3,0.3,50,29.0,24.2,0.84939134135421,0.8916206973679603,0.866150780833902
K1@80% -> K10@50% -> K25@30%,"[[1, 0.8], [10, 0.5], [25, 0.3]]",3,0.3,25,21.5,15.7,0.8395969465107413,0.8718851140317075,0.8524110559492463
K1@80% -> K10@50% -> K50@30%,"[[1, 0.8], [10, 0.5], [50, 0.3]]",3,0.3,50,34.0,28.2,0.8509872416636374,0.8916206973679603,0.8671133209130013
K1@80% -> K10@60% -> K25@30%,"[[1, 0.8], [10, 0.6], [25, 0.3]]",3,0.3,25,24.0,17.2,0.8395969465107413,0.8718851140317075,0.8524110559492463
K1@80% -> K10@60% -> K50@30%,"[[1, 0.8], [10, 0.6], [50, 0.3]]",3,0.3,50,39.0,32.2,0.8509872416636374,0.8916206973679603,0.8671133209130013
K1@80% -> K25@30%,"[[1, 0.8], [25, 0.3]]",2,0.3,25,21.0,20.200000000000003,0.8427887471295961,0.8718851140317075,0.8543361361074451
K1@80% -> K25@40% -> K50@30%,"[[1, 0.8], [25, 0.4], [50, 0.3]]",3,0.3,50,41.0,30.200000000000003,0.8541790422824921,0.8718851140317075,0.861205998549773
K1@80% -> K25@50% -> K50@30%,"[[1, 0.8], [25, 0.5], [50, 0.3]]",3,0.3,50,46.0,32.7,0.8541790422824921,0.8743104605194015,0.8621685386288724
K1@80% -> K25@60% -> K50@30%,"[[1, 0.8], [25, 0.6], [50, 0.3]]",3,0.3,50,51.0,35.2,0.8541790422824921,0.8916206973679603,0.8690384010712001
K1@80% -> K5@30%,"[[1, 0.8], [5, 0.3]]",2,0.3,5,5.0,4.2,0.8364051458918867,0.881919311417184,0.8544682179960772
K1@80% -> K5@40% -> K10@30%,"[[1, 0.8], [5, 0.4], [10, 0.3]]",3,0.3,10,9.0,6.2,0.8461995407353553,0.8891953508802662,0.8632631605966037
K1@80% -> K5@40% -> K25@30%,"[[1, 0.8], [5, 0.4], [25, 0.3]]",3,0.3,25,15.0,12.2,0.8250148507389905,0.8694597675440134,0.8426535732696203
K1@80% -> K5@40% -> K50@30%,"[[1, 0.8], [5, 0.4], [50, 0.3]]",3,0.3,50,25.0,22.2,0.8477954410447829,0.8891953508802662,0.8642257006757031
K1@80% -> K5@50% -> K10@30%,"[[1, 0.8], [5, 0.5], [10, 0.3]]",3,0.3,10,10.0,6.7,0.8477954410447827,0.8891953508802662,0.8642257006757031
K1@80% -> K5@50% -> K25@30%,"[[1, 0.8], [5, 0.5], [25, 0.3]]",3,0.3,25,17.5,14.2,0.838001046201314,0.8718851140317075,0.8514485158701468
K1@80% -> K5@50% -> K50@30%,"[[1, 0.8], [5, 0.5], [50, 0.3]]",3,0.3,50,30.0,26.7,0.8607816365071064,0.8916206973679603,0.8730206432762299
K1@80% -> K5@60% -> K10@30%,"[[1, 0.8], [5, 0.6], [10, 0.3]]",3,0.3,10,11.0,7.2,0.8477954410447827,0.8891953508802662,0.8642257006757031
K1@80% -> K5@60% -> K25@30%,"[[1, 0.8], [5, 0.6], [25, 0.3]]",3,0.3,25,20.0,16.2,0.8395969465107413,0.8718851140317075,0.8524110559492463
K1@80% -> K5@60% -> K50@30%,"[[1, 0.8], [5, 0.6], [50, 0.3]]",3,0.3,50,35.0,31.2,0.8509872416636374,0.8916206973679603,0.8671133209130013
K1@80% -> K50@30%,"[[1, 0.8], [50, 0.3]]",2,0.3,50,41.0,40.2,0.8541790422824921,0.8916206973679603,0.8690384010712001
K10@30%,"[[10, 0.3]]",1,0.3,10,10.0,10.0,0.858966743210774,0.8916206973679603,0.8719260213084983
K10@40% -> K25@30%,"[[10, 0.4], [25, 0.3]]",2,0.3,25,20.0,16.0,0.8507682486767327,0.8743104605194015,0.8601113765820416
K10@40% -> K50@30%,"[[10, 0.4], [50, 0.3]]",2,0.3,50,30.0,26.0,0.8783365399108071,0.8964713903433484,0.8855336643045221
K10@50% -> K25@30%,"[[10, 0.5], [25, 0.3]]",2,0.3,25,22.5,17.5,0.8637544441390561,0.8767358070070956,0.8689063191825682
K10@50% -> K25@40% -> K50@30%,"[[10, 0.5], [25, 0.4], [50, 0.3]]",3,0.3,50,42.5,27.5,0.8767406396013797,0.8791611534947897,0.8777012617830947
K10@50% -> K50@30%,"[[10, 0.5], [50, 0.3]]",2,0.3,50,35.0,30.0,0.8799324402202344,0.8988967368310425,0.8874587444627209
K10@60% -> K25@30%,"[[10, 0.6], [25, 0.3]]",2,0.3,25,25.0,19.0,0.8669462447579107,0.8791611534947897,0.8717939394198665
K10@60% -> K25@40% -> K50@30%,"[[10, 0.6], [25, 0.4], [50, 0.3]]",3,0.3,50,45.0,29.0,0.8799324402202344,0.8815864999824837,0.880588882020393
K10@60% -> K25@50% -> K50@30%,"[[10, 0.6], [25, 0.5], [50, 0.3]]",3,0.3,50,50.0,31.5,0.8799324402202344,0.8840118464701778,0.8815514220994923
K10@60% -> K50@30%,"[[10, 0.6], [50, 0.3]]",2,0.3,50,40.0,34.0,0.8831242408390891,0.9013220833187365,0.8903463647000192
K10@80% -> K25@30%,"[[10, 0.8], [25, 0.3]]",2,0.3,25,30.0,22.0,0.8701380453767654,0.8791611534947897,0.8737190195780653
K10@80% -> K25@40% -> K50@30%,"[[10, 0.8], [25, 0.4], [50, 0.3]]",3,0.3,50,50.0,32.0,0.8847201411485164,0.8815864999824837,0.8834765022576911
K10@80% -> K25@50% -> K50@30%,"[[10, 0.8], [25, 0.5], [50, 0.3]]",3,0.3,50,55.0,34.5,0.8863160414579437,0.8667016096216191,0.8785317199735623
K10@80% -> K25@60% -> K50@30%,"[[10, 0.8], [25, 0.6], [50, 0.3]]",3,0.3,50,60.0,37.0,0.8863160414579437,0.8840118464701778,0.88540158241589
K10@80% -> K50@30%,"[[10, 0.8], [50, 0.3]]",2,0.3,50,50.0,42.0,0.8895078420767984,0.8864371929578719,0.8882892026531882
K25@30%,"[[25, 0.3]]",1,0.3,25,25.0,25.0,0.8717339456861928,0.8988967368310425,0.8825139621785918
K25@40% -> K50@30%,"[[25, 0.4], [50, 0.3]]",2,0.3,50,45.0,35.0,0.8863160414579437,0.9037474298064306,0.8932339849373173
K25@50% -> K50@30%,"[[25, 0.5], [50, 0.3]]",2,0.3,50,50.0,37.5,0.8879119417673711,0.8888625394455659,0.8882892026531882
K25@60% -> K50@30%,"[[25, 0.6], [50, 0.3]]",2,0.3,50,55.0,40.0,0.8879119417673711,0.9061727762941247,0.8951590650955161
K25@80% -> K50@30%,"[[25, 0.8], [50, 0.3]]",2,0.3,50,65.0,45.0,0.8895078420767984,0.9085981227818187,0.8970841452537149
K5@30%,"[[5, 0.3]]",1,0.3,5,5.0,5.0,0.8427887471295961,0.881919311417184,0.8583183783124748
K5@40% -> K10@30%,"[[5, 0.4], [10, 0.3]]",2,0.3,10,9.0,7.0,0.8525831419730647,0.8891953508802662,0.8671133209130013
K5@40% -> K25@30%,"[[5, 0.4], [25, 0.3]]",2,0.3,25,15.0,13.0,0.8329943522861273,0.8694597675440134,0.8474662736651173
K5@40% -> K50@30%,"[[5, 0.4], [50, 0.3]]",2,0.3,50,25.0,23.0,0.8557749425919196,0.8891953508802662,0.8690384010712001
K5@50% -> K10@30%,"[[5, 0.5], [10, 0.3]]",2,0.3,10,10.0,7.5,0.8557749425919193,0.8891953508802662,0.8690384010712001
K5@50% -> K10@40% -> K25@30%,"[[5, 0.5], [10, 0.4], [25, 0.3]]",3,0.3,25,20.0,13.5,0.8247958577520857,0.8743104605194015,0.8444465715391871
K5@50% -> K10@40% -> K50@30%,"[[5, 0.5], [10, 0.4], [50, 0.3]]",3,0.3,50,30.0,23.5,0.847576448057878,0.8940460438556543,0.8660186989452701
K5@50% -> K25@30%,"[[5, 0.5], [25, 0.3]]",2,0.3,25,17.5,15.0,0.8361861529049819,0.8743104605194015,0.8513164339815149
K5@50% -> K25@40% -> K50@30%,"[[5, 0.5], [25, 0.4], [50, 0.3]]",3,0.3,50,37.5,25.0,0.847576448057878,0.8743104605194015,0.8581862964238427
K5@50% -> K50@30%,"[[5, 0.5], [50, 0.3]]",2,0.3,50,30.0,27.5,0.847576448057878,0.8940460438556543,0.8660186989452701
K5@60% -> K10@30%,"[[5, 0.6], [10, 0.3]]",2,0.3,10,11.0,8.0,0.8557749425919193,0.8916206973679603,0.8700009411502996
K5@60% -> K10@40% -> K25@30%,"[[5, 0.6], [10, 0.4], [25, 0.3]]",3,0.3,25,21.0,14.0,0.8361861529049819,0.8743104605194015,0.8513164339815149
K5@60% -> K10@40% -> K50@30%,"[[5, 0.6], [10, 0.4], [50, 0.3]]",3,0.3,50,31.0,24.0,0.8605626435202014,0.8964713903433484,0.8748136415457965
K5@60% -> K10@50% -> K25@30%,"[[5, 0.6], [10, 0.5], [25, 0.3]]",3,0.3,25,23.5,15.5,0.847576448057878,0.8743104605194015,0.8581862964238427
K5@60% -> K10@50% -> K50@30%,"[[5, 0.6], [10, 0.5], [50, 0.3]]",3,0.3,50,36.0,28.0,0.8605626435202014,0.8964713903433484,0.8748136415457965
K5@60% -> K25@30%,"[[5, 0.6], [25, 0.3]]",2,0.3,25,20.0,17.0,0.847576448057878,0.8743104605194015,0.8581862964238427
K5@60% -> K25@40% -> K50@30%,"[[5, 0.6], [25, 0.4], [50, 0.3]]",3,0.3,50,40.0,27.0,0.8605626435202014,0.8767358070070956,0.8669812390243694
K5@60% -> K25@50% -> K50@30%,"[[5, 0.6], [25, 0.5], [50, 0.3]]",3,0.3,50,45.0,29.5,0.8605626435202014,0.8791611534947897,0.8679437791034689
K5@60% -> K50@30%,"[[5, 0.6], [50, 0.3]]",2,0.3,50,35.0,32.0,0.8605626435202014,0.8964713903433484,0.8748136415457965
K5@80% -> K10@30%,"[[5, 0.8], [10, 0.3]]",2,0.3,10,13.0,9.0,0.8573708429013467,0.8916206973679603,0.8709634812293989
K5@80% -> K10@40% -> K25@30%,"[[5, 0.8], [10, 0.4], [25, 0.3]]",3,0.3,25,23.0,15.0,0.8507682486767327,0.8743104605194015,0.8601113765820416
K5@80% -> K10@40% -> K50@30%,"[[5, 0.8], [10, 0.4], [50, 0.3]]",3,0.3,50,33.0,25.0,0.8751447392919524,0.8964713903433484,0.8836085841463233
K5@80% -> K10@50% -> K25@30%,"[[5, 0.8], [10, 0.5], [25, 0.3]]",3,0.3,25,25.5,16.5,0.8637544441390561,0.8767358070070956,0.8689063191825682
K5@80% -> K10@50% -> K50@30%,"[[5, 0.8], [10, 0.5], [50, 0.3]]",3,0.3,50,38.0,29.0,0.8767406396013797,0.8988967368310425,0.8855336643045221
K5@80% -> K10@60% -> K25@30%,"[[5, 0.8], [10, 0.6], [25, 0.3]]",3,0.3,25,28.0,18.0,0.8669462447579107,0.8791611534947897,0.8717939394198665
K5@80% -> K10@60% -> K50@30%,"[[5, 0.8], [10, 0.6], [50, 0.3]]",3,0.3,50,43.0,33.0,0.8799324402202344,0.9013220833187365,0.8884212845418203
K5@80% -> K25@30%,"[[5, 0.8], [25, 0.3]]",2,0.3,25,25.0,21.0,0.8685421450673381,0.8815864999824837,0.8737190195780653
K5@80% -> K25@40% -> K50@30%,"[[5, 0.8], [25, 0.4], [50, 0.3]]",3,0.3,50,45.0,31.0,0.8831242408390891,0.8840118464701778,0.8834765022576911
K5@80% -> K25@50% -> K50@30%,"[[5, 0.8], [25, 0.5], [50, 0.3]]",3,0.3,50,50.0,33.5,0.8831242408390891,0.8864371929578719,0.8844390423367906
K5@80% -> K25@60% -> K50@30%,"[[5, 0.8], [25, 0.6], [50, 0.3]]",3,0.3,50,55.0,36.0,0.8831242408390891,0.8864371929578719,0.8844390423367906
K5@80% -> K50@30%,"[[5, 0.8], [50, 0.3]]",2,0.3,50,45.0,41.0,0.8831242408390891,0.8864371929578719,0.8844390423367906
K50@30%,"[[50, 0.3]]",1,0.3,50,50.0,50.0,0.8911037423862258,0.9110234692695128,0.8990092254119137
