schedule,stages_json,n_stages,final_fraction,final_k,avg_updates_restart,avg_updates_continuation,tune_recall,test_recall,all_recall
K10@60% -> K25@50% -> K50@5%,"[[10, 0.6], [25, 0.5], [50, 0.05]]",3,0.05,50,50.0,31.5,0.47670340192749294,0.4837838639003345,0.4795134039053459
K10@60% -> K50@5%,"[[10, 0.6], [50, 0.05]]",2,0.05,50,40.0,34.0,0.47670340192749294,0.4837838639003345,0.4795134039053459
K10@80% -> K25@5%,"[[10, 0.8], [25, 0.05]]",2,0.05,25,30.0,22.0,0.48011419553325224,0.44707085515022327,0.46700038287705364
K10@80% -> K25@20% -> K50@5%,"[[10, 0.8], [25, 0.2], [50, 0.05]]",3,0.05,50,40.0,27.0,0.47670340192749294,0.4789331709249464,0.4775883237471471
K10@80% -> K25@30% -> K50@5%,"[[10, 0.8], [25, 0.3], [50, 0.05]]",3,0.05,50,45.0,29.5,0.47670340192749294,0.48135851741264046,0.4785508638262465
K10@80% -> K25@40% -> K50@5%,"[[10, 0.8], [25, 0.4], [50, 0.05]]",3,0.05,50,50.0,32.0,0.4782993022369203,0.4837838639003345,0.4804759439844453
K10@80% -> K25@50% -> K50@5%,"[[10, 0.8], [25, 0.5], [50, 0.05]]",3,0.05,50,55.0,34.5,0.4782993022369203,0.4837838639003345,0.4804759439844453
K10@80% -> K25@60% -> K50@5%,"[[10, 0.8], [25, 0.6], [50, 0.05]]",3,0.05,50,60.0,37.0,0.4782993022369203,0.4837838639003345,0.4804759439844453
K10@80% -> K50@5%,"[[10, 0.8], [50, 0.05]]",2,0.05,50,50.0,42.0,0.4782993022369203,0.4837838639003345,0.4804759439844453
K25@5%,"[[25, 0.05]]",1,0.05,25,25.0,25.0,0.4817100958426796,0.44707085515022327,0.46796292295615305
K25@20% -> K50@5%,"[[25, 0.2], [50, 0.05]]",2,0.05,50,35.0,30.0,0.4782993022369203,0.48135851741264046,0.4795134039053459
K25@30% -> K50@5%,"[[25, 0.3], [50, 0.05]]",2,0.05,50,40.0,32.5,0.4782993022369203,0.4837838639003345,0.4804759439844453
K25@40% -> K50@5%,"[[25, 0.4], [50, 0.05]]",2,0.05,50,45.0,35.0,0.47989520254634765,0.48863455687572266,0.4833635642217435
K25@50% -> K50@5%,"[[25, 0.5], [50, 0.05]]",2,0.05,50,50.0,37.5,0.47989520254634765,0.48863455687572266,0.4833635642217435
K25@60% -> K50@5%,"[[25, 0.6], [50, 0.05]]",2,0.05,50,55.0,40.0,0.47989520254634765,0.4713243200271639,0.4764937017794157
K25@80% -> K50@5%,"[[25, 0.8], [50, 0.05]]",2,0.05,50,65.0,45.0,0.47989520254634765,0.4713243200271639,0.4764937017794157
K5@5%,"[[5, 0.05]]",1,0.05,5,5.0,5.0,0.46118238480702906,0.4474036665849236,0.45571406570512474
K5@20% -> K10@5%,"[[5, 0.2], [10, 0.05]]",2,0.05,10,7.0,6.0,0.45436079759551024,0.42005923235088843,0.44074763696410574
K5@20% -> K25@5%,"[[5, 0.2], [25, 0.05]]",2,0.05,25,10.0,9.0,0.46415519243897896,0.42005923235088843,0.4466549593273342
K5@20% -> K50@5%,"[[5, 0.2], [50, 0.05]]",2,0.05,50,15.0,14.0,0.47714138790130234,0.46680643848647607,0.473039787128914
K5@30% -> K10@5%,"[[5, 0.3], [10, 0.05]]",2,0.05,10,8.0,6.5,0.45436079759551024,0.42005923235088843,0.44074763696410574
K5@30% -> K10@20% -> K25@5%,"[[5, 0.3], [10, 0.2], [25, 0.05]]",3,0.05,25,13.0,9.5,0.473730594295543,0.45710505253569983,0.4671324647656856
K5@30% -> K10@20% -> K50@5%,"[[5, 0.3], [10, 0.2], [50, 0.05]]",3,0.05,50,18.0,14.5,0.4883126900672937,0.4990015656958994,0.4925547524881661
K5@30% -> K25@5%,"[[5, 0.3], [25, 0.05]]",2,0.05,25,12.5,11.0,0.473730594295543,0.45710505253569983,0.4671324647656856
K5@30% -> K25@20% -> K50@5%,"[[5, 0.3], [25, 0.2], [50, 0.05]]",3,0.05,50,22.5,16.0,0.48011419553325235,0.4990015656958994,0.48760997020403707
K5@30% -> K50@5%,"[[5, 0.3], [50, 0.05]]",2,0.05,50,20.0,18.5,0.4687239003803563,0.4990015656958994,0.4807401077617093
K5@40% -> K10@5%,"[[5, 0.4], [10, 0.05]]",2,0.05,10,9.0,7.0,0.45436079759551024,0.42005923235088843,0.44074763696410574
K5@40% -> K10@20% -> K25@5%,"[[5, 0.4], [10, 0.2], [25, 0.05]]",3,0.05,25,14.0,10.0,0.473730594295543,0.45710505253569983,0.4671324647656856
K5@40% -> K10@20% -> K50@5%,"[[5, 0.4], [10, 0.2], [50, 0.05]]",3,0.05,50,19.0,15.0,0.47692239491439764,0.5014269121835934,0.48664743012493766
K5@40% -> K10@30% -> K25@5%,"[[5, 0.4], [10, 0.3], [25, 0.05]]",3,0.05,25,16.5,11.5,0.473730594295543,0.4595303990233939,0.468095004844785
K5@40% -> K10@30% -> K50@5%,"[[5, 0.4], [10, 0.3], [50, 0.05]]",3,0.05,50,24.0,19.0,0.4671280000709289,0.48896736831042287,0.47579532547758024
K5@40% -> K25@5%,"[[5, 0.4], [25, 0.05]]",2,0.05,25,15.0,13.0,0.47532649460497034,0.4595303990233939,0.4690575449238844
K5@40% -> K25@20% -> K50@5%,"[[5, 0.4], [25, 0.2], [50, 0.05]]",3,0.05,50,25.0,18.0,0.4687239003803563,0.48896736831042287,0.47675786555667965
K5@40% -> K25@30% -> K50@5%,"[[5, 0.4], [25, 0.3], [50, 0.05]]",3,0.05,50,30.0,20.5,0.4687239003803563,0.4716571314618642,0.46988800311435186
K5@40% -> K50@5%,"[[5, 0.4], [50, 0.05]]",2,0.05,50,25.0,23.0,0.4687239003803563,0.4716571314618642,0.46988800311435186
K5@50% -> K10@5%,"[[5, 0.5], [10, 0.05]]",2,0.05,10,10.0,7.5,0.45436079759551024,0.42005923235088843,0.44074763696410574
K5@50% -> K10@20% -> K25@5%,"[[5, 0.5], [10, 0.2], [25, 0.05]]",3,0.05,25,15.0,10.5,0.47532649460497034,0.45710505253569983,0.468095004844785
K5@50% -> K10@20% -> K50@5%,"[[5, 0.5], [10, 0.2], [50, 0.05]]",3,0.05,50,20.0,15.5,0.478518295223825,0.5014269121835934,0.48760997020403707
K5@50% -> K10@30% -> K25@5%,"[[5, 0.5], [10, 0.3], [25, 0.05]]",3,0.05,25,17.5,12.0,0.4769223949143976,0.4595303990233939,0.4700200850029838
K5@50% -> K10@30% -> K50@5%,"[[5, 0.5], [10, 0.3], [50, 0.05]]",3,0.05,50,25.0,19.5,0.47031980068978363,0.48896736831042287,0.47772040563577906
K5@50% -> K10@40% -> K25@5%,"[[5, 0.5], [10, 0.4], [25, 0.05]]",3,0.05,25,20.0,13.5,0.4785182952238249,0.464381091998782,0.47290770524028203
K5@50% -> K10@40% -> K50@5%,"[[5, 0.5], [10, 0.4], [50, 0.05]]",3,0.05,50,30.0,23.5,0.47191570099921093,0.4765078244372523,0.4737381634307495
K5@50% -> K25@5%,"[[5, 0.5], [25, 0.05]]",2,0.05,25,17.5,15.0,0.4785182952238249,0.464381091998782,0.47290770524028203
K5@50% -> K25@20% -> K50@5%,"[[5, 0.5], [25, 0.2], [50, 0.05]]",3,0.05,50,27.5,20.0,0.47191570099921093,0.4765078244372523,0.4737381634307495
K5@50% -> K25@30% -> K50@5%,"[[5, 0.5], [25, 0.3], [50, 0.05]]",3,0.05,50,32.5,22.5,0.47191570099921093,0.4765078244372523,0.4737381634307495
K5@50% -> K25@40% -> K50@5%,"[[5, 0.5], [25, 0.4], [50, 0.05]]",3,0.05,50,37.5,25.0,0.47191570099921093,0.4765078244372523,0.4737381634307495
K5@50% -> K50@5%,"[[5, 0.5], [50, 0.05]]",2,0.05,50,30.0,27.5,0.47191570099921093,0.4765078244372523,0.4737381634307495
K5@60% -> K10@5%,"[[5, 0.6], [10, 0.05]]",2,0.05,10,11.0,8.0,0.45436079759551024,0.42005923235088843,0.44074763696410574
K5@60% -> K10@20% -> K25@5%,"[[5, 0.6], [10, 0.2], [25, 0.05]]",3,0.05,25,16.0,11.0,0.47532649460497034,0.45710505253569983,0.468095004844785
K5@60% -> K10@20% -> K50@5%,"[[5, 0.6], [10, 0.2], [50, 0.05]]",3,0.05,50,21.0,16.0,0.4671280000709289,0.5038522586712875,0.4817026478408087
K5@60% -> K10@30% -> K25@5%,"[[5, 0.6], [10, 0.3], [25, 0.05]]",3,0.05,25,18.5,12.5,0.4769223949143976,0.4595303990233939,0.4700200850029838
K5@60% -> K10@30% -> K50@5%,"[[5, 0.6], [10, 0.3], [50, 0.05]]",3,0.05,50,26.0,20.0,0.47031980068978363,0.4913927147981169,0.47868294571487846
K5@60% -> K10@40% -> K25@5%,"[[5, 0.6], [10, 0.4], [25, 0.05]]",3,0.05,25,21.0,14.0,0.4785182952238249,0.464381091998782,0.47290770524028203
K5@60% -> K10@40% -> K50@5%,"[[5, 0.6], [10, 0.4], [50, 0.05]]",3,0.05,50,31.0,24.0,0.4735116013086383,0.4789331709249464,0.4756632435889483
K5@60% -> K10@50% -> K25@5%,"[[5, 0.6], [10, 0.5], [25, 0.05]]",3,0.05,25,23.5,15.5,0.4785182952238249,0.464381091998782,0.47290770524028203
K5@60% -> K10@50% -> K50@5%,"[[5, 0.6], [10, 0.5], [50, 0.05]]",3,0.05,50,36.0,28.0,0.4735116013086383,0.4789331709249464,0.4756632435889483
K5@60% -> K25@5%,"[[5, 0.6], [25, 0.05]]",2,0.05,25,20.0,17.0,0.4785182952238249,0.464381091998782,0.47290770524028203
K5@60% -> K25@20% -> K50@5%,"[[5, 0.6], [25, 0.2], [50, 0.05]]",3,0.05,50,30.0,22.0,0.47191570099921093,0.4765078244372523,0.4737381634307495
K5@60% -> K25@30% -> K50@5%,"[[5, 0.6], [25, 0.3], [50, 0.05]]",3,0.05,50,35.0,24.5,0.47191570099921093,0.4765078244372523,0.4737381634307495
K5@60% -> K25@40% -> K50@5%,"[[5, 0.6], [25, 0.4], [50, 0.05]]",3,0.05,50,40.0,27.0,0.4735116013086383,0.4789331709249464,0.4756632435889483
K5@60% -> K25@50% -> K50@5%,"[[5, 0.6], [25, 0.5], [50, 0.05]]",3,0.05,50,45.0,29.5,0.4735116013086383,0.4789331709249464,0.4756632435889483
K5@60% -> K50@5%,"[[5, 0.6], [50, 0.05]]",2,0.05,50,35.0,32.0,0.4735116013086383,0.4789331709249464,0.4756632435889483
K5@80% -> K10@5%,"[[5, 0.8], [10, 0.05]]",2,0.05,10,13.0,9.0,0.45436079759551024,0.42005923235088843,0.44074763696410574
K5@80% -> K10@20% -> K25@5%,"[[5, 0.8], [10, 0.2], [25, 0.05]]",3,0.05,25,18.0,12.0,0.47532649460497034,0.45710505253569983,0.468095004844785
K5@80% -> K10@20% -> K50@5%,"[[5, 0.8], [10, 0.2], [50, 0.05]]",3,0.05,50,23.0,17.0,0.4671280000709289,0.5038522586712875,0.4817026478408087
K5@80% -> K10@30% -> K25@5%,"[[5, 0.8], [10, 0.3], [25, 0.05]]",3,0.05,25,20.5,13.5,0.4769223949143976,0.4595303990233939,0.4700200850029838
K5@80% -> K10@30% -> K50@5%,"[[5, 0.8], [10, 0.3], [50, 0.05]]",3,0.05,50,28.0,21.0,0.47031980068978363,0.47408247794955827,0.47181308327255067
K5@80% -> K10@40% -> K25@5%,"[[5, 0.8], [10, 0.4], [25, 0.05]]",3,0.05,25,23.0,15.0,0.48011419553325224,0.461955745511088,0.47290770524028203
K5@80% -> K10@40% -> K50@5%,"[[5, 0.8], [10, 0.4], [50, 0.05]]",3,0.05,50,33.0,25.0,0.4735116013086383,0.4789331709249464,0.4756632435889483
K5@80% -> K10@50% -> K25@5%,"[[5, 0.8], [10, 0.5], [25, 0.05]]",3,0.05,25,25.5,16.5,0.48011419553325224,0.44707085515022327,0.46700038287705364
K5@80% -> K10@50% -> K50@5%,"[[5, 0.8], [10, 0.5], [50, 0.05]]",3,0.05,50,38.0,29.0,0.47510750161806564,0.48135851741264046,0.4775883237471471
K5@80% -> K10@60% -> K25@5%,"[[5, 0.8], [10, 0.6], [25, 0.05]]",3,0.05,25,28.0,18.0,0.48011419553325224,0.44707085515022327,0.46700038287705364
K5@80% -> K10@60% -> K50@5%,"[[5, 0.8], [10, 0.6], [50, 0.05]]",3,0.05,50,43.0,33.0,0.47670340192749294,0.4837838639003345,0.4795134039053459
K5@80% -> K25@5%,"[[5, 0.8], [25, 0.05]]",2,0.05,25,25.0,21.0,0.4817100958426796,0.44707085515022327,0.46796292295615305
K5@80% -> K25@20% -> K50@5%,"[[5, 0.8], [25, 0.2], [50, 0.05]]",3,0.05,50,35.0,26.0,0.47670340192749294,0.48135851741264046,0.4785508638262465
K5@80% -> K25@30% -> K50@5%,"[[5, 0.8], [25, 0.3], [50, 0.05]]",3,0.05,50,40.0,28.5,0.47670340192749294,0.4837838639003345,0.4795134039053459
K5@80% -> K25@40% -> K50@5%,"[[5, 0.8], [25, 0.4], [50, 0.05]]",3,0.05,50,45.0,31.0,0.4782993022369203,0.48620921038802856,0.4814384840635447
K5@80% -> K25@50% -> K50@5%,"[[5, 0.8], [25, 0.5], [50, 0.05]]",3,0.05,50,50.0,33.5,0.4782993022369203,0.48620921038802856,0.4814384840635447
K5@80% -> K25@60% -> K50@5%,"[[5, 0.8], [25, 0.6], [50, 0.05]]",3,0.05,50,55.0,36.0,0.4782993022369203,0.48620921038802856,0.4814384840635447
K5@80% -> K50@5%,"[[5, 0.8], [50, 0.05]]",2,0.05,50,45.0,41.0,0.4782993022369203,0.48620921038802856,0.4814384840635447
K50@5%,"[[50, 0.05]]",1,0.05,50,50.0,50.0,0.47989520254634765,0.4713243200271639,0.4764937017794157
K0@10%,"[[0, 0.1]]",1,0.1,0,0.0,0.0,0.6238383175664293,0.6080464911973397,0.617571062195062
K0@20% -> K1@10%,"[[0, 0.2], [1, 0.1]]",2,0.1,1,0.2,0.2,0.6060644211758238,0.5439890482131934,0.5814287517138561
K0@20% -> K10@10%,"[[0, 0.2], [10, 0.1]]",2,0.1,10,2.0,2.0,0.6530025091099309,0.6350581139966747,0.6458809701548406
K0@20% -> K25@10%,"[[0, 0.2], [25, 0.1]]",2,0.1,25,5.0,5.0,0.6448040145758895,0.6845634780546567,0.6605832351185956
K0@20% -> K5@10%,"[[0, 0.2], [5, 0.1]]",2,0.1,5,1.0,1.0,0.6466189078722216,0.6302074210212865,0.6401057296802442
K0@20% -> K50@10%,"[[0, 0.2], [50, 0.1]]",2,0.1,50,10.0,10.0,0.6805708003440051,0.7067244078786035,0.690950305125205
K0@30% -> K1@10%,"[[0, 0.3], [1, 0.1]]",2,0.1,1,0.3,0.3,0.5946741260229278,0.5291041578523288,0.5686515669082999
K0@30% -> K1@20% -> K10@10%,"[[0, 0.3], [1, 0.2], [10, 0.1]]",3,0.1,10,2.3,2.1,0.6691805051911089,0.5807020569633046,0.6340663254283837
K0@30% -> K1@20% -> K25@10%,"[[0, 0.3], [1, 0.2], [25, 0.1]]",3,0.1,25,5.3,5.1000000000000005,0.6577902100382129,0.6302074210212865,0.6468435102339399
K0@30% -> K1@20% -> K5@10%,"[[0, 0.3], [1, 0.2], [5, 0.1]]",3,0.1,5,1.3,1.1,0.6627969039533997,0.5931616008364752,0.6351609473961152
K0@30% -> K1@20% -> K50@10%,"[[0, 0.3], [1, 0.2], [50, 0.1]]",3,0.1,50,10.3,10.100000000000001,0.6935569958063287,0.6499430043575392,0.6762480401614501
K0@30% -> K10@10%,"[[0, 0.3], [10, 0.1]]",2,0.1,10,3.0,3.0,0.6707764055005363,0.6620697367960094,0.6673210156722914
K0@30% -> K10@20% -> K25@10%,"[[0, 0.3], [10, 0.2], [25, 0.1]]",3,0.1,25,8.0,6.0,0.6511876158135989,0.7164257938293797,0.6770784983519174
K0@30% -> K10@20% -> K50@10%,"[[0, 0.3], [10, 0.2], [50, 0.1]]",3,0.1,50,13.0,11.0,0.6527835161230262,0.7361613771656325,0.6858734409524441
K0@30% -> K25@10%,"[[0, 0.3], [25, 0.1]]",2,0.1,25,7.5,7.5,0.6543794164324536,0.7164257938293797,0.6790035785101162
K0@30% -> K25@20% -> K50@10%,"[[0, 0.3], [25, 0.2], [50, 0.1]]",3,0.1,50,17.5,12.5,0.6559753167418809,0.7361613771656325,0.6877985211106429
K0@30% -> K5@10%,"[[0, 0.3], [5, 0.1]]",2,0.1,5,1.5,1.5,0.648214808181649,0.6374834604843689,0.6439558899966418
K0@30% -> K5@20% -> K10@10%,"[[0, 0.3], [5, 0.2], [10, 0.1]]",3,0.1,10,3.5,2.5,0.6707764055005363,0.6620697367960094,0.6673210156722914
K0@30% -> K5@20% -> K25@10%,"[[0, 0.3], [5, 0.2], [25, 0.1]]",3,0.1,25,6.5,5.5,0.6593861103476403,0.6793799736445683,0.6673210156722914
K0@30% -> K5@20% -> K50@10%,"[[0, 0.3], [5, 0.2], [50, 0.1]]",3,0.1,50,11.5,10.5,0.6723723058099637,0.6991155569808211,0.6829858207151459
K0@30% -> K50@10%,"[[0, 0.3], [50, 0.1]]",2,0.1,50,15.0,15.0,0.6559753167418809,0.7361613771656325,0.6877985211106429
K0@40% -> K1@10%,"[[0, 0.4], [1, 0.1]]",2,0.1,1,0.4,0.4,0.5978659266417824,0.5266788113646348,0.5696141069873993
K0@40% -> K1@20% -> K10@10%,"[[0, 0.4], [1, 0.2], [10, 0.1]]",3,0.1,10,2.4,2.2,0.6691805051911089,0.5782767104756105,0.6331037853492842
K0@40% -> K1@20% -> K25@10%,"[[0, 0.4], [1, 0.2], [25, 0.1]]",3,0.1,25,5.4,5.200000000000001,0.6479958151947441,0.6277820745335925,0.6399736477916121
K0@40% -> K1@20% -> K5@10%,"[[0, 0.4], [1, 0.2], [5, 0.1]]",3,0.1,5,1.4,1.2000000000000002,0.6627969039533997,0.5907362543487811,0.6341984073170158
K0@40% -> K1@20% -> K50@10%,"[[0, 0.4], [1, 0.2], [50, 0.1]]",3,0.1,50,10.4,10.200000000000001,0.6821667006534324,0.6475176578698452,0.6684156376400228
K0@40% -> K1@30% -> K10@10%,"[[0, 0.4], [1, 0.3], [10, 0.1]]",3,0.1,10,3.4,3.0999999999999996,0.6723723058099637,0.6052883332749455,0.6457488882662087
K0@40% -> K1@30% -> K25@10%,"[[0, 0.4], [1, 0.3], [25, 0.1]]",3,0.1,25,7.9,7.6,0.6657697115853496,0.6572190438206214,0.6623762333881624
K0@40% -> K1@30% -> K5@10%,"[[0, 0.4], [1, 0.3], [5, 0.1]]",3,0.1,5,1.9,1.6,0.6545984094193583,0.5955869473241693,0.6311787051910854
K0@40% -> K1@30% -> K50@10%,"[[0, 0.4], [1, 0.3], [50, 0.1]]",3,0.1,50,15.4,15.1,0.667365611894777,0.6769546271568742,0.671171175988689
K0@40% -> K10@10%,"[[0, 0.4], [10, 0.1]]",2,0.1,10,4.0,4.0,0.6771600067382456,0.6644950832837035,0.6721337160677885
K0@40% -> K10@20% -> K25@10%,"[[0, 0.4], [10, 0.2], [25, 0.1]]",3,0.1,25,9.0,7.0,0.6591671173607355,0.7164257938293797,0.6818911987474144
K0@40% -> K10@20% -> K50@10%,"[[0, 0.4], [10, 0.2], [50, 0.1]]",3,0.1,50,14.0,12.0,0.6607630176701629,0.7361613771656325,0.690686141347941
K0@40% -> K10@30% -> K25@10%,"[[0, 0.4], [10, 0.3], [25, 0.1]]",3,0.1,25,11.5,8.5,0.6623589179795902,0.7212764868047677,0.6857413590638121
K0@40% -> K10@30% -> K50@10%,"[[0, 0.4], [10, 0.3], [50, 0.1]]",3,0.1,50,19.0,16.0,0.6525645231361213,0.723701833292462,0.6807965767796831
K0@40% -> K25@10%,"[[0, 0.4], [25, 0.1]]",2,0.1,25,10.0,10.0,0.6639548182890176,0.7212764868047677,0.6867038991429114
K0@40% -> K25@20% -> K50@10%,"[[0, 0.4], [25, 0.2], [50, 0.1]]",3,0.1,50,20.0,15.0,0.6541604234455487,0.723701833292462,0.6817591168587825
K0@40% -> K25@30% -> K50@10%,"[[0, 0.4], [25, 0.3], [50, 0.1]]",3,0.1,50,25.0,17.5,0.6541604234455487,0.723701833292462,0.6817591168587825
K0@40% -> K5@10%,"[[0, 0.4], [5, 0.1]]",2,0.1,5,2.0,2.0,0.6416122139570348,0.6374834604843689,0.6399736477916121
K0@40% -> K5@20% -> K10@10%,"[[0, 0.4], [5, 0.2], [10, 0.1]]",3,0.1,10,4.0,3.0,0.6755641064288184,0.6644950832837035,0.671171175988689
K0@40% -> K5@20% -> K25@10%,"[[0, 0.4], [5, 0.2], [25, 0.1]]",3,0.1,25,7.0,6.0,0.6413932209701301,0.6793799736445683,0.656468911024934
K0@40% -> K5@20% -> K50@10%,"[[0, 0.4], [5, 0.2], [50, 0.1]]",3,0.1,50,12.0,11.0,0.6429891212795573,0.6991155569808211,0.6652638536254606
K0@40% -> K5@30% -> K10@10%,"[[0, 0.4], [5, 0.3], [10, 0.1]]",3,0.1,10,5.0,3.5,0.6771600067382456,0.6644950832837035,0.6721337160677885
K0@40% -> K5@30% -> K25@10%,"[[0, 0.4], [5, 0.3], [25, 0.1]]",3,0.1,25,9.5,8.0,0.6623589179795902,0.7164257938293797,0.6838162789056133
K0@40% -> K5@30% -> K50@10%,"[[0, 0.4], [5, 0.3], [50, 0.1]]",3,0.1,50,17.0,15.5,0.6525645231361213,0.7361613771656325,0.6857413590638121
K0@40% -> K50@10%,"[[0, 0.4], [50, 0.1]]",2,0.1,50,20.0,20.0,0.6541604234455487,0.723701833292462,0.6817591168587825
K0@50% -> K1@10%,"[[0, 0.5], [1, 0.1]]",2,0.1,1,0.5,0.5,0.5978659266417824,0.5242534648769407,0.5686515669082999
K0@50% -> K1@20% -> K10@10%,"[[0, 0.5], [1, 0.2], [10, 0.1]]",3,0.1,10,2.5,2.3,0.6577902100382129,0.5782767104756105,0.6262339229069566
K0@50% -> K1@20% -> K25@10%,"[[0, 0.5], [1, 0.2], [25, 0.1]]",3,0.1,25,5.5,5.300000000000001,0.636605520041848,0.6277820745335925,0.6331037853492842
K0@50% -> K1@20% -> K5@10%,"[[0, 0.5], [1, 0.2], [5, 0.1]]",3,0.1,5,1.5,1.3,0.6514066088005036,0.5907362543487811,0.6273285448746878
K0@50% -> K1@20% -> K50@10%,"[[0, 0.5], [1, 0.2], [50, 0.1]]",3,0.1,50,10.5,10.3,0.6821667006534324,0.6475176578698452,0.6684156376400228
K0@50% -> K1@30% -> K10@10%,"[[0, 0.5], [1, 0.3], [10, 0.1]]",3,0.1,10,3.5,3.1999999999999997,0.6723723058099637,0.6052883332749455,0.6457488882662087
K0@50% -> K1@30% -> K25@10%,"[[0, 0.5], [1, 0.3], [25, 0.1]]",3,0.1,25,8.0,7.699999999999999,0.6657697115853496,0.6596443903083155,0.6633387734672618
K0@50% -> K1@30% -> K5@10%,"[[0, 0.5], [1, 0.3], [5, 0.1]]",3,0.1,5,2.0,1.7,0.6545984094193583,0.5955869473241693,0.6311787051910854
K0@50% -> K1@30% -> K50@10%,"[[0, 0.5], [1, 0.3], [50, 0.1]]",3,0.1,50,15.5,15.2,0.678755907047673,0.6793799736445683,0.6790035785101163
K0@50% -> K1@40% -> K10@10%,"[[0, 0.5], [1, 0.4], [10, 0.1]]",3,0.1,10,4.5,4.1,0.673968206119391,0.6052883332749455,0.646711428345308
K0@50% -> K1@40% -> K25@10%,"[[0, 0.5], [1, 0.4], [25, 0.1]]",3,0.1,25,10.5,10.100000000000001,0.6673656118947769,0.6596443903083155,0.6643013135463612
K0@50% -> K1@40% -> K5@10%,"[[0, 0.5], [1, 0.4], [5, 0.1]]",3,0.1,5,2.5,2.1,0.653002509109931,0.5955869473241693,0.6302161651119861
K0@50% -> K1@40% -> K50@10%,"[[0, 0.5], [1, 0.4], [50, 0.1]]",3,0.1,50,20.5,20.1,0.6575712170513082,0.6793799736445683,0.66622639370456
K0@50% -> K10@10%,"[[0, 0.5], [10, 0.1]]",2,0.1,10,5.0,5.0,0.6771600067382456,0.6818053201322622,0.6790035785101162
K0@50% -> K10@20% -> K25@10%,"[[0, 0.5], [10, 0.2], [25, 0.1]]",3,0.1,25,10.0,8.0,0.6607630176701629,0.7361613771656325,0.690686141347941
K0@50% -> K10@20% -> K50@10%,"[[0, 0.5], [10, 0.2], [50, 0.1]]",3,0.1,50,15.0,13.0,0.6509686228266941,0.7583223069895791,0.6935737615852392
K0@50% -> K10@30% -> K25@10%,"[[0, 0.5], [10, 0.3], [25, 0.1]]",3,0.1,25,12.5,9.5,0.6525645231361213,0.7410120701410206,0.6876664392220109
K0@50% -> K10@30% -> K50@10%,"[[0, 0.5], [10, 0.3], [50, 0.1]]",3,0.1,50,20.0,17.0,0.6541604234455487,0.7458627631164085,0.690554059459309
K0@50% -> K10@40% -> K25@10%,"[[0, 0.5], [10, 0.4], [25, 0.1]]",3,0.1,25,15.0,11.0,0.665550718598445,0.7410120701410206,0.695498841743438
K0@50% -> K10@40% -> K50@10%,"[[0, 0.5], [10, 0.4], [50, 0.1]]",3,0.1,50,25.0,21.0,0.6557563237549761,0.7458627631164085,0.6915165995384085
K0@50% -> K25@10%,"[[0, 0.5], [25, 0.1]]",2,0.1,25,12.5,12.5,0.665550718598445,0.7410120701410206,0.695498841743438
K0@50% -> K25@20% -> K50@10%,"[[0, 0.5], [25, 0.2], [50, 0.1]]",3,0.1,50,22.5,17.5,0.6557563237549761,0.7458627631164085,0.6915165995384085
K0@50% -> K25@30% -> K50@10%,"[[0, 0.5], [25, 0.3], [50, 0.1]]",3,0.1,50,27.5,20.0,0.6557563237549761,0.7458627631164085,0.6915165995384085
K0@50% -> K25@40% -> K50@10%,"[[0, 0.5], [25, 0.4], [50, 0.1]]",3,0.1,50,32.5,22.5,0.6557563237549761,0.7458627631164085,0.6915165995384085
K0@50% -> K5@10%,"[[0, 0.5], [5, 0.1]]",2,0.1,5,2.5,2.5,0.6416122139570348,0.6374834604843689,0.6399736477916121
K0@50% -> K5@20% -> K10@10%,"[[0, 0.5], [5, 0.2], [10, 0.1]]",3,0.1,10,4.5,3.5,0.6755641064288184,0.6644950832837035,0.671171175988689
K0@50% -> K5@20% -> K25@10%,"[[0, 0.5], [5, 0.2], [25, 0.1]]",3,0.1,25,7.5,6.5,0.6413932209701301,0.6818053201322622,0.6574314511040334
K0@50% -> K5@20% -> K50@10%,"[[0, 0.5], [5, 0.2], [50, 0.1]]",3,0.1,50,12.5,11.5,0.6429891212795573,0.701540903468515,0.66622639370456
K0@50% -> K5@30% -> K10@10%,"[[0, 0.5], [5, 0.3], [10, 0.1]]",3,0.1,10,5.5,4.0,0.6771600067382456,0.6818053201322622,0.6790035785101162
K0@50% -> K5@30% -> K25@10%,"[[0, 0.5], [5, 0.3], [25, 0.1]]",3,0.1,25,10.0,8.5,0.6639548182890176,0.7361613771656325,0.6926112215061399
K0@50% -> K5@30% -> K50@10%,"[[0, 0.5], [5, 0.3], [50, 0.1]]",3,0.1,50,17.5,16.0,0.6541604234455487,0.7385867236533263,0.6876664392220109
K0@50% -> K5@40% -> K10@10%,"[[0, 0.5], [5, 0.4], [10, 0.1]]",3,0.1,10,6.5,4.5,0.6771600067382456,0.6818053201322622,0.6790035785101162
K0@50% -> K5@40% -> K25@10%,"[[0, 0.5], [5, 0.4], [25, 0.1]]",3,0.1,25,12.5,10.5,0.6541604234455487,0.7410120701410206,0.6886289793011102
K0@50% -> K5@40% -> K50@10%,"[[0, 0.5], [5, 0.4], [50, 0.1]]",3,0.1,50,22.5,20.5,0.6557563237549761,0.7458627631164085,0.6915165995384085
K0@50% -> K50@10%,"[[0, 0.5], [50, 0.1]]",2,0.1,50,25.0,25.0,0.6557563237549761,0.7458627631164085,0.6915165995384085
