dam_load_forecast__mw__pge_tac,dam_load_forecast__mw__sce_tac,dam_load_forecast__mw__sdge_tac,dam_load_forecast__mw__ca_iso_tac,actual_load__mw__pace,actual_load__mw__nevp,actual_load__mw__azps,actual_renewable_generation__mw__np15__solar,actual_renewable_generation__mw__np15__wind,actual_renewable_generation__mw__sp15__solar,actual_renewable_generation__mw__sp15__wind,actual_renewable_generation__mw__zp26__solar,actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__np15__solar,dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__solar,dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar,dam_renewable_forecast__mw__zp26__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat,dam_schedule__mw__load__tac_north,dam_schedule__mw__load__tac_ecntr,dam_schedule__mw__load__tac_south,dam_as_clearing_price__usd_per_mw__ru__as_caiso,dam_as_clearing_price__usd_per_mw__rd__as_caiso,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,dam_as_requirement__mw__as_caiso__regulation_up__minimum,dam_as_requirement__mw__as_caiso__regulation_down__minimum,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,dam_as_requirement__mw__as_caiso__non_spinning_reserve__minimum,rtpd_eim_transfer__mw__export__bcha__malin500,rtpd_eim_transfer__mw__export__banc__ranchoseco,rtpd_eim_transfer__mw__import__nevp__eldorado230,rtpd_eim_transfer__mw__export__srp__pvwest,rtpd_eim_transfer__mw__import__ladwp__sylmar,rtpd_eim_transfer__mw__export__pge__malin500,actual_load__mw__ca_iso_tac,dam_schedule__mw__generation__caiso_totals,dam_schedule__mw__import__caiso_totals,dam_schedule__mw__export__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,dam_as_total_procured__mw__rd__as_caiso,dam_as_total_procured__mw__sr__as_caiso,dam_as_total_procured__mw__nr__as_caiso
11077.59,11030.23,2422.0,24697.02,6020,4307,3796,108.68295,78.10726,76.05255,1219.45565,117.98798,-0.41487,194.72,72.33,165.81,971.73,194.78,6.58,58.57799,59.48281,55.52261,62.9107775,55.47624,56.2551175,0.616155,7461,10447.99,11387.07,2552.21,0.0,0.0,124.71,2926.9,413.93,749.93,184.87,739.47,157.9325,52.205,262.305,0.0,78.2925,6.25,25373,19359.74,5243.02,1454.0,54.20633,-1.01514,-3.35652,-0.00099,689.89,1249.89,896.22,644.34
11916.62,11450.01,2622.0,26160.33,6021,4438,3815,57.92274,94.63311,-24.99106,990.12649,-8.58662,-0.40583,0.0,77.1,0.0,842.02,0.0,6.65,60.03654,61.12579,56.74617,56.5169575,50.62864,52.140395,0.99312,7704,11451.42,11599.95,2657.41,0.0,0.0,410.18,2554.12,533.93,647.93,195.93,783.72,78.7675,96.0475,316.105,0.0,0.0,6.25,26515,20582.04,5678.83,1374.23,55.22697,-0.70907,-4.1005,-0.5105275,879.89,945.89,677.73,955.02
11851.19,11331.17,2604.0,25958.83,5948,4385,3787,6.51306,88.50996,-26.30568,816.34364,-6.85166,-0.27257,0.0,78.63,0.0,738.02,0.0,6.81,58.66985,59.94158,55.52496,52.35157,48.1325425,49.0974875,0.8603675,7637,11470.01,11458.26,2575.14,0.0,0.0,259.18,1738.13,179.93,731.93,194.41,777.63,125.8425,100.715,126.7675,0.0,66.4275,18.75,26275,19969.93,5479.19,1427.0,53.87851,-1.101,-3.69033,0.0,299.89,1219.89,914.34,705.72
11572.23,11288.69,2518.0,25553.8,5894,4315,3734,10.38585,85.57223,-26.19954,651.38714,-6.87668,-0.16836,0.0,80.06,0.0,702.99,0.0,8.44,57.84791,58.43218,55.09435,54.3962375,50.5547875,51.4536725,0.59861,7519,11204.02,11355.96,2556.75,0.0,0.0,320.3,1406.81,191.93,587.93,191.33,765.34,74.3825,65.14,530.4,0.0,94.0375,0.0,25829,18664.22,5498.02,1418.0,53.94627,-0.78364,-3.118,0.0326975,436.32,979.89,655.18,822.84
11294.89,11102.91,2432.0,25004.16,5770,4228,3648,1.28766,89.27261,-27.0959,562.7955,-7.22661,0.32129,0.0,81.05,0.0,690.08,0.0,11.29,57.14136,57.50706,54.53,58.3330525,54.3631825,55.1504125,0.394425,7357,10935.16,11141.44,2518.01,0.0,0.0,478.76,1275.93,179.93,515.93,187.18,748.73,24.655,6.205,171.5125,0.0,65.7675,0.0,25302,17959.55,5490.02,1358.0,53.79009,-0.59134,-2.75993,0.0369,537.98,859.89,303.97,1017.8
10974.16,10976.3,2348.0,24471.58,5592,4105,3508,1.00702,78.98463,-29.72082,481.61946,-6.93395,1.22336,0.0,79.24,0.0,684.41,0.0,13.02,56.77374,56.9004,54.29272,55.1699375,51.814605,52.5471775,0.383515,7113,10520.65,11022.91,2442.91,0.0,0.0,265.82,1686.73,257.93,497.93,183.17,732.67,126.56,21.2425,169.8,0.0,23.845,0.0,24950,17790.81,5464.02,1295.0,53.50902,-0.67584,-2.58888,0.1157925,504.39,829.89,290.51,1151.39
10385.23,10570.18,2227.0,23350.7,5417,3976,3354,0.67393,94.17965,-28.89057,416.22854,-6.9704,1.49126,0.0,74.08,0.0,683.95,0.0,14.77,55.01397,55.04148,52.46679,51.394785,48.33553,48.7675025,0.3288825,6823,9971.69,10515.12,2306.71,0.0,0.0,221.06,680.08,185.93,419.93,174.71,698.82,70.29,17.7275,47.0525,0.0,261.6025,6.25,24127,16363.14,6585.02,1403.0,51.24104,-1.15427,-2.61866,0.1490675,367.98,699.89,326.74,1061.06
9792.84,10002.62,2092.0,22051.63,5276,3802,3234,0.6657,86.50123,-31.01556,315.6988,-6.86626,4.22727,0.0,63.35,0.0,691.45,0.0,16.51,51.42862,51.43164,49.07895,48.9380175,46.178535,46.928705,0.285585,6570,9435.89,9980.01,2200.25,0.0,0.0,202.7,1018.81,179.93,431.93,164.9,659.58,177.1475,6.785,85.1825,0.0,243.4975,12.5,23042,15565.25,6458.02,1373.0,48.25582,-0.82251,-2.35029,-0.37721,338.28,719.89,350.18,975.57
9645.61,9412.74,2161.94,21376.88,5169,3702,3133,0.62416,53.06638,-30.26564,275.30035,-7.28897,8.1989,0.0,35.07,0.0,748.76,0.0,17.8,50.35397,50.66537,48.08222,49.3720025,45.3725075,46.0760425,1.0397675,6400,9296.92,9446.23,2258.94,0.0,0.0,853.07,1361.62,263.93,413.93,159.92,639.67,184.8325,97.205,0.0,0.0,203.26,0.0,22210,14836.37,5807.03,1392.0,46.97353,-0.93827,-2.44217,0.1469025,485.02,564.89,435.67,826.86
9304.88,8999.44,2084.47,20545.09,5112,3614,3074,0.62437,33.19744,-30.40508,330.34916,-6.93489,40.63416,0.0,30.46,0.0,709.91,0.0,21.04,49.17907,49.07674,47.09235,47.8489775,43.5799225,44.86339,0.9121075,6303,8907.79,8994.0,2159.13,0.0,0.0,93.97,1110.75,179.93,401.93,153.64,614.54,196.82,61.1375,0.0,0.0,158.145,0.0,21302,14430.82,5729.03,1175.0,46.40766,-0.88294,-1.88848,-0.5269975,301.21,544.89,779.61,474.37
9028.24,8665.93,1982.73,19834.29,5070,3548,3051,0.56594,25.23563,-30.29352,435.23315,-9.41968,58.79126,0.0,29.05,0.0,704.9,0.0,24.54,48.3854,48.36605,46.35805,46.722285,42.31558,43.6787575,1.0533025,6249,8659.0,8711.28,2109.86,0.0,0.0,24.07,1068.77,179.93,365.93,150.35,601.42,175.7375,30.3525,0.0,0.0,161.0725,25.0,20556,13581.18,5722.03,1167.0,45.582,-0.87283,-1.93058,-0.50183,274.89,484.89,830.37,422.58
8879.85,8486.35,1906.68,19429.67,5067,3524,3080,0.56663,21.27541,-31.12383,517.79334,-7.977,60.13182,0.0,31.95,0.0,694.01,0.0,27.67,48.77085,48.6538,46.77117,46.50224,41.28294,42.8918075,1.1322625,6259,8510.87,8574.73,1986.76,0.0,0.0,187.86,902.43,179.93,407.93,149.44,597.77,183.5175,36.8025,0.0,0.0,270.385,0.0,20034,13615.63,5605.03,1158.0,45.98584,-0.88782,-1.89719,-0.87703,274.89,554.89,827.85,417.5
8915.02,8518.15,1873.27,19465.48,5145,3547,3180,0.56646,30.12372,-31.11859,695.07796,-7.99459,39.65702,0.0,35.19,0.0,673.52,0.0,30.92,47.44685,47.37205,45.53467,45.601575,41.2718725,42.6072925,1.0704625,6369,8498.94,8614.5,1919.45,0.0,0.0,111.84,566.93,179.93,359.93,147.5,590.0,142.1575,7.5675,0.0,0.0,261.175,50.0,20120,13726.72,5863.03,1165.0,44.56116,-0.98782,-1.89787,-0.5112125,426.62,474.89,529.34,548.11
9195.69,8735.65,1901.9,19995.64,5293,3613,3328,1.79336,40.47679,-30.7313,655.43646,-8.03926,39.23368,0.0,36.31,0.0,688.12,0.0,34.81,49.81572,49.50205,47.76322,46.1278575,42.8748875,43.4390325,0.735725,6624,8703.97,8866.82,1985.46,0.0,0.0,603.02,1287.07,179.93,341.93,149.19,596.74,57.1275,56.3225,0.0,0.0,199.415,25.0,20501,14044.61,6049.03,1189.0,47.03854,-0.91905,-1.85813,0.0,299.89,569.89,825.29,417.92
9738.61,9035.73,1969.56,20912.02,5427,3711,3388,74.61312,50.15349,-6.5904,593.2463,-4.3077,55.84857,4.15,35.7,158.23,721.14,13.41,38.33,51.2258,51.5892,49.18189,46.5409825,43.1005275,43.979395,0.755315,6971,8980.33,9166.11,2086.82,0.0,0.0,396.12,1656.86,257.93,449.93,156.0,624.0,91.925,125.2,122.4175,0.0,61.885,25.0,21393,15441.63,4878.03,1098.0,48.94972,-0.12972,-2.14636,-0.1554175,495.53,749.89,321.29,913.08
9890.18,9200.99,2052.17,21308.9,5463,3730,3389,223.3169,53.89971,461.33783,552.36429,306.19767,59.6205,418.12,33.77,1476.24,714.36,500.91,39.74,49.74432,50.58544,47.93314,44.1778275,40.6487575,41.5574475,0.8984475,7313,9084.68,9090.51,2019.51,0.0,0.0,418.56,3873.02,335.93,845.93,161.49,645.96,274.7525,202.6725,317.7925,0.0,112.1625,112.5,21826,14819.93,5020.03,1088.0,46.85842,-0.1599,-2.72599,0.0,549.89,1409.89,314.48,1031.26
9160.75,9277.32,2120.73,20720.42,5410,3732,3327,831.42374,50.76715,1484.8137,567.36737,1006.91066,42.02635,1181.5,30.81,3382.93,739.62,1361.54,40.37,42.69778,43.21861,40.48694,47.07603,43.457425,44.7317425,0.643015,7531,8688.12,8954.86,1991.14,0.0,0.0,397.87,4824.07,443.93,953.93,159.75,639.0,208.9725,88.215,87.3725,0.0,16.965,113.4675,21930,16545.51,4247.03,1087.0,40.37782,-0.1381,-2.18186,-0.9674575,729.89,1589.89,306.38,1024.87
8428.07,9104.76,2101.21,19788.13,5372,3690,3310,1172.69652,40.16254,2781.935,695.47235,1421.75707,30.58229,1528.64,25.43,4575.77,821.51,1839.38,36.52,40.40671,41.63794,37.13011,48.44266,45.4306975,45.367125,0.6208,7575,8124.09,8596.48,1889.48,0.0,0.0,731.04,3089.41,485.93,761.93,150.16,600.63,347.73,0.0,342.5025,0.0,19.32,182.3325,21446,16826.37,3803.03,1081.0,37.4509,-0.9678,-1.98801,0.0,799.89,1269.89,504.78,746.53
7717.37,9052.62,2055.45,18974.22,5321,3604,3254,1165.70864,47.45275,3173.60935,925.44545,1606.3627,28.93461,1554.99,18.37,5226.63,887.52,1994.43,29.21,37.59463,38.64138,34.15446,51.586525,49.28937,48.737425,0.16841,7491,7607.81,8475.67,1726.45,0.0,0.0,600.11,3896.31,275.93,851.93,150.64,602.57,416.5275,0.0,644.27,0.0,179.7725,190.3575,22600,14854.93,3813.63,1080.0,35.37812,-0.70521,-1.5113,0.0,459.89,1419.89,750.28,505.08
7217.18,8806.25,1968.44,18135.69,5279,3650,3330,1215.59958,45.88198,3040.81398,1053.65469,1755.99933,30.51853,1582.15,14.42,5542.75,955.88,2080.3,25.45,35.15323,35.99969,31.77464,50.56229,49.2519325,48.2787825,-0.3819275,7360,7315.26,8254.61,1633.48,0.0,0.0,1237.6,842.3,425.93,689.93,152.48,609.91,378.9125,0.0,723.9175,0.0,305.21,200.0,22901,13532.6,3818.03,1052.0,33.18807,-0.87892,-1.08623,0.0,709.89,1149.89,701.07,569.57
7028.35,8618.45,1946.3,17735.96,5261,3592,3431,1467.45583,35.03463,3702.4077,866.43845,1848.54109,30.99535,1615.69,13.24,5526.74,994.42,2094.41,27.73,34.7971,35.79444,31.10731,50.1844325,49.5586525,48.1871725,-0.8705675,7227,7183.34,8213.43,1689.42,0.0,0.0,647.16,3509.79,359.93,797.93,155.37,621.47,397.265,0.0,691.395,0.0,297.3375,128.735,23509,13277.04,3882.03,1091.0,32.84619,-0.91743,-1.03347,0.0,599.89,1329.89,656.37,638.37
7272.35,8604.14,1961.88,17982.48,5279,3638,3434,1582.66295,6.87076,3472.52419,895.73497,1763.45613,23.9771,1678.78,11.58,5240.15,959.57,2075.99,31.45,35.12768,36.39221,31.06591,46.77997,46.325935,44.971745,-0.8401975,7122,7393.8,8389.76,1712.21,0.0,0.0,1150.84,2901.46,347.93,707.93,155.42,621.69,422.525,0.0,719.115,0.0,321.6525,170.94,23559,13442.13,3847.22,1089.0,32.35941,-1.61257,-1.1557,0.001615,579.89,1179.89,760.34,534.85
7986.88,8831.9,2017.7,18984.85,5364,3763,3474,1584.69907,6.30595,2676.43174,754.72828,1662.72226,33.00772,1555.39,10.23,4353.5,840.25,1862.94,34.56,38.6369,39.74644,34.86193,47.9627275,46.5412625,45.780695,-0.3194175,7070,7804.01,8831.88,1998.79,0.0,0.0,1744.18,3382.85,425.93,767.93,150.69,602.78,501.5775,0.0,741.5325,0.0,279.99,200.0,22906,14698.32,3913.03,1151.0,36.18823,-0.95341,-1.49525,0.0,709.89,1279.89,762.86,492.93
9135.78,9201.95,2112.26,20600.71,5567,3899,3667,1085.69143,9.66664,1640.79991,457.56479,1051.49304,29.37812,897.13,10.63,2229.2,687.55,1061.33,37.28,46.4684,46.66822,44.10781,54.52254,52.6167075,52.46442,-0.3312525,7122,8471.42,9447.4,2151.76,0.0,0.0,1037.21,3062.16,527.93,779.93,156.35,625.4,242.42,0.0,278.0525,0.0,104.3075,28.57,22486,15425.73,4478.03,1159.0,44.45653,-0.27395,-1.73792,0.00168,869.89,1299.89,572.62,730.3
10294.09,9846.44,2316.53,22616.17,5848,4113,3808,242.73271,27.17229,98.63688,280.37771,120.69896,29.17961,187.69,12.8,369.92,551.38,216.15,38.11,54.16399,54.38918,51.81639,51.5148225,47.78736,49.141715,0.6974375,7303,9657.49,10095.23,2400.51,0.0,0.0,302.89,1974.16,413.93,749.93,169.13,676.51,172.695,146.9075,22.075,0.0,65.8575,25.0,23628,17511.79,5350.03,1267.0,50.97662,-0.45209,-2.73528,0.002325,684.32,1249.89,453.57,955.82
11171.64,10382.73,2515.28,24232.83,5870,4257,3804,85.30434,36.96291,-30.76163,207.40332,-8.24636,21.32804,0.0,14.65,0.0,454.98,0.0,33.96,57.7207,61.24035,54.60738,50.94282,47.20227,48.5093325,0.58781,7481,10774.79,10530.76,2561.73,0.0,0.0,434.96,2566.45,533.93,647.93,181.33,725.34,166.9775,229.785,11.595,0.0,51.615,25.0,24813,19832.8,5862.03,1341.0,51.2378,-2.76569,-3.71721,0.0,879.89,1079.89,306.5,1204.62
11125.58,10368.19,2481.57,24136.79,5819,4202,3764,84.89721,57.12456,-27.71562,241.2167,-7.56165,18.09654,0.0,15.07,0.0,392.91,0.0,26.76,54.72525,57.88783,51.23269,52.2865975,48.602965,49.877435,0.5647225,7426,10896.03,10424.15,2535.34,0.0,0.0,447.82,1767.4,179.93,731.93,180.62,722.49,147.35,200.685,39.37,0.0,17.5,25.0,24553,18129.71,6150.03,1304.0,49.40706,-1.90881,-3.40938,0.0,299.89,1219.89,302.44,1202.74
10929.07,10232.28,2406.49,23729.61,5770,4113,3697,-5.2914,64.43521,-26.88917,322.13414,-7.28232,12.42599,0.0,14.76,0.0,339.9,0.0,20.36,53.47901,53.61254,51.27003,52.883885,49.25711,50.5287525,0.56186,7304,10728.02,10299.76,2450.1,0.0,0.0,105.99,1411.9,191.93,587.93,177.55,710.2,167.7125,166.395,31.4175,0.0,4.615,0.0,24287,17143.5,6067.03,1178.0,50.50298,-0.20047,-2.77556,0.0,319.89,979.89,669.37,810.2
10749.53,10036.97,2338.75,23286.79,5686,4106,3610,-4.99255,47.72883,-29.23457,338.66855,-7.32104,9.24569,0.0,13.97,0.0,307.25,0.0,15.98,54.31418,54.14581,51.68337,52.79112,49.645595,50.816885,0.309175,7137,10484.02,10188.78,2463.47,0.0,0.0,243.38,1693.43,179.93,515.93,174.21,696.84,165.47,96.745,158.915,0.0,0.0,0.0,23751,16864.29,5745.03,1219.0,51.46664,-0.01234,-2.8352,0.0,533.59,859.89,522.34,695.7
10468.31,10104.04,2275.81,23008.68,5556,4011,3487,3.28508,25.62963,-39.62372,443.14491,-7.40237,8.29803,0.0,15.6,0.0,284.73,0.0,13.2,54.53464,53.83727,51.97422,48.523895,45.529875,47.05685,0.3166875,6911,10146.82,10274.96,2399.01,0.0,0.0,183.44,1658.29,257.93,497.93,172.12,688.48,194.725,148.595,162.2825,0.0,17.005,0.0,23627,17064.2,5709.77,1164.0,52.44325,0.38448,-2.47587,-0.74638,429.89,829.89,535.09,869.99
10006.04,9818.99,2175.26,22157.25,5395,3864,3338,-5.11964,45.28024,-42.26781,550.28072,-7.58503,14.20072,0.0,20.92,0.0,266.2,0.0,12.18,54.01409,53.37397,51.48581,47.7274375,45.1088575,46.0216125,0.132695,6638,9706.49,9918.51,2257.12,0.0,0.0,41.57,1509.56,185.93,419.93,165.71,662.84,200.0,164.6775,35.8025,0.0,217.3325,0.0,22789,15433.97,6900.03,1243.0,51.24684,-0.16378,-2.60348,0.0096125,369.89,699.89,492.61,828.31
9522.56,9328.67,2076.97,21083.52,5254,3734,3219,-5.14095,38.67889,-41.23318,341.06967,-8.25477,11.16825,0.0,22.43,0.0,259.23,0.0,11.84,52.14599,51.0261,49.72882,42.457765,40.5867825,41.0654375,-0.1051825,6386,9216.01,9456.64,2178.42,0.0,0.0,250.97,1261.09,179.93,431.93,157.62,630.49,200.0,206.02,358.1825,0.0,72.65,0.0,21862,14416.25,6750.03,1240.0,50.16084,0.23105,-2.2162,0.0056875,289.89,719.89,288.25,1025.26
9438.18,8895.12,2069.98,20551.44,5142,3639,3135,-5.121,19.66787,-40.37521,361.50645,-7.47079,8.51429,0.0,22.45,0.0,363.02,0.0,11.73,50.14528,49.49375,47.61737,41.643575,39.1591325,39.66793,0.337905,6207,9015.11,8994.42,2238.44,0.0,0.0,963.99,1366.92,263.93,413.93,155.52,622.07,200.0,99.52,0.0,0.0,356.475,0.0,21398,14049.16,6204.03,1132.0,47.61544,-0.31342,-2.21642,0.0,439.89,689.89,462.84,833.14
9102.7,8547.65,2000.03,19799.0,5090,3571,3076,-5.16653,15.39987,-41.63466,411.24712,-7.48439,14.0439,0.0,17.66,0.0,398.82,0.0,12.4,50.13616,49.83481,48.1152,40.791875,37.4921625,39.2296125,0.1794225,6107,8669.15,8651.45,2126.26,0.0,0.0,105.68,1127.64,179.93,401.93,147.52,590.07,200.0,43.79,75.6325,0.0,0.0,0.0,20386,13274.5,6322.03,1106.0,47.34271,-0.53732,-2.25613,-1.127245,431.0,669.89,282.43,815.78
8822.38,8245.6,1911.01,19128.83,5055,3517,3050,-5.14147,1.36592,-42.84565,285.47328,-7.46807,16.72049,0.0,12.58,0.0,460.53,0.0,14.32,49.42606,49.20071,47.62618,40.3219325,38.131645,38.7471975,0.2296275,6070,8427.25,8381.22,2059.22,0.0,0.0,20.59,1029.72,179.93,365.93,143.64,574.56,200.0,72.78,5.525,0.0,125.375,0.0,19622,12729.2,6239.03,995.0,46.52334,-0.78729,-2.11544,0.0,299.96,609.89,411.54,785.39
8692.63,8084.96,1846.31,18775.43,5067,3487,3080,-5.09053,0.24077,-42.74267,246.00334,-7.45063,14.90935,0.0,8.05,0.0,533.86,0.0,17.08,47.86049,47.81135,46.24502,40.496695,38.305425,38.951645,0.233485,6083,8285.43,8255.98,1973.26,0.0,0.0,18.18,1103.77,179.93,407.93,143.64,574.56,177.24,55.005,30.995,0.0,94.19,0.0,19289,12571.28,6158.03,1082.0,44.7325,-1.0317,-2.09629,0.0,421.9,679.89,318.0,756.99
8720.67,8069.58,1812.71,18756.46,5135,3496,3148,-5.0269,-1.19491,-43.1341,375.76846,-7.3729,9.27372,0.0,5.68,0.0,573.55,0.0,20.05,49.25918,48.80065,47.47808,41.366615,39.59322,40.0867025,-0.032495,6182,8267.47,8244.11,1899.2,0.0,0.0,136.12,1158.85,179.93,359.93,143.64,574.56,160.49,5.15,12.185,0.0,178.0675,0.0,19180,12758.71,5937.03,1090.0,46.62244,-0.71564,-1.92111,0.0,579.07,599.89,130.85,786.97
8931.88,8210.99,1833.09,19134.87,5254,3556,3280,-5.17335,1.16198,-42.41504,568.13892,-7.77555,10.11374,0.0,6.26,0.0,546.89,0.0,20.93,47.12726,45.67697,44.86603,40.668695,39.45263,40.032605,0.130275,6388,8437.35,8381.6,1946.73,0.0,0.0,358.67,1260.08,179.93,341.93,143.64,574.56,107.025,51.655,0.0,0.0,249.755,0.0,19661,12720.41,6088.03,1000.0,45.67,0.26289,-1.72014,0.0,485.95,569.89,223.39,787.55
9381.22,8407.49,1883.6,19837.88,5380,3634,3405,-2.93195,0.00738,182.63604,487.28779,-2.80879,18.59588,3.15,7.08,493.71,478.77,12.08,19.23,50.33552,49.5915,47.98229,43.6692325,42.0377425,42.9572125,-0.0551225,6676,8564.59,8562.31,2016.89,0.0,0.0,874.83,1813.18,257.93,449.93,147.9,591.59,140.67,48.7075,25.39,0.0,27.6125,0.0,20197,13611.47,5557.03,956.0,46.547,-1.46805,-2.32047,0.05331,426.69,749.89,326.95,905.54
9356.43,8146.04,1811.94,19477.2,5482,3645,3458,347.88285,9.20248,3884.7149,352.5001,408.4494,16.31423,365.89,7.09,3903.6,411.22,442.77,17.26,38.92851,46.9968,34.3324,46.4411775,47.9443875,47.0608675,-0.009235,7006,8625.82,8278.85,1889.05,0.0,0.0,348.49,3461.95,335.93,845.93,145.12,580.47,116.9625,173.565,0.0,320.3025,0.0,0.0,20508,13601.97,5184.03,1108.0,27.51059,-9.16006,-2.25785,5.4471725,549.89,1409.89,241.86,967.45
8869.41,7811.08,1624.79,18460.48,5496,3608,3416,1078.52954,19.16606,8106.42139,255.06488,1242.9315,11.44253,1057.83,7.71,8259.99,329.45,1248.3,16.03,22.62535,37.72726,14.54744,34.5519275,28.4075475,30.19401,0.461885,7259,8282.33,7817.89,1779.8,0.0,0.0,689.34,3462.65,443.93,953.93,143.64,574.56,450.0,251.29,0.0,560.8275,0.0,150.0,21083,15996.08,4678.03,1654.0,5.636,-15.8151,-1.17426,-1.2309525,729.89,1589.89,304.79,892.21
8245.57,7395.54,1410.15,17198.41,5461,3476,3297,1232.52498,14.75998,9001.96272,176.02228,1645.42996,10.38675,1423.29,8.41,9918.45,237.41,1737.82,14.79,23.14357,41.85227,13.71151,40.6305475,13.239525,21.9971975,0.320105,7347,7812.04,7490.85,1516.51,0.0,0.0,645.51,2334.88,485.93,761.93,153.33,613.33,418.795,108.5125,0.0,651.09,0.0,200.0,21819,16219.17,4816.47,1346.0,3.83242,-18.03362,-1.27753,-14.3157775,799.89,1269.89,280.6,997.16
7583.78,7097.04,1276.97,16098.63,5459,3372,3208,1280.52865,8.45929,8887.96451,194.58023,1766.70093,8.89266,1495.52,8.24,9998.81,198.4,1873.21,12.81,18.61386,36.23312,9.69209,37.1486,17.3302,23.3401675,0.6440425,7315,7371.48,7113.41,1305.43,0.0,0.0,179.83,4512.75,275.93,851.93,155.55,622.18,414.53,167.4275,0.0,573.5475,0.0,200.0,21689,14014.68,4903.01,1321.0,1.54169,-16.09122,-0.98095,-9.2244625,609.93,1419.89,578.45,567.72
7042.95,6909.4,1191.62,15282.96,5444,3358,3224,1438.94479,11.63329,8846.0324,249.76785,1904.43634,11.11219,1527.15,8.21,9964.17,263.16,1910.02,11.22,17.2587,33.37756,8.74499,36.7282875,18.8627575,24.3077775,0.58617,7249,7115.72,6881.13,1274.99,0.0,0.0,680.62,3098.09,425.93,689.93,155.89,623.58,417.4825,46.9825,0.0,542.7975,0.0,200.0,22315,12871.11,4874.03,1321.0,1.82012,-14.55321,-0.88537,-8.6702425,853.0,1149.89,530.73,625.27
6820.61,6834.3,1197.76,14990.04,5443,3393,3278,1520.04268,13.19341,9025.90559,393.69393,1953.06992,5.84857,1557.49,8.84,10052.92,395.43,1927.65,11.39,14.55567,28.36,7.37972,32.29644,19.339905,23.1295475,0.6391,7165,7045.78,7015.6,1297.86,0.0,0.0,1396.4,2083.46,359.93,797.93,157.43,629.71,587.635,83.86,0.0,697.225,0.0,200.0,21849,12980.01,4939.01,1370.0,1.21728,-12.60188,-0.73652,-5.71372,853.5,1329.89,465.82,592.47
7056.51,7100.27,1304.49,15598.87,5447,3501,3310,1612.17372,13.70831,9433.00568,633.18983,1969.48562,5.75761,1633.67,10.98,10242.81,545.47,1950.33,12.82,14.82097,31.28873,6.44039,26.450295,21.150475,22.220475,0.52606,7094,7213.3,7321.45,1418.15,0.0,0.0,321.59,4290.21,347.93,707.93,160.68,642.72,600.0,171.515,0.0,768.7275,0.0,200.0,23145,13225.86,4843.01,1371.0,-0.50422,-14.55895,-0.76624,-0.83141,760.11,1179.89,543.73,615.05
7752.73,7768.91,1545.7,17205.07,5489,3658,3431,1625.09461,17.63131,8669.80413,902.58981,1860.38436,7.09102,1565.01,15.34,9079.16,664.08,1788.27,14.78,17.92874,36.50494,7.40617,29.0923425,24.7986,24.643845,0.6109825,7094,7651.71,7903.38,1623.25,0.0,0.0,1751.66,2383.89,425.93,767.93,146.21,584.85,600.0,187.74,0.0,770.875,0.0,200.0,22884,14870.92,5010.01,1472.0,1.16524,-15.72543,-1.03807,1.117025,902.15,1279.89,414.54,611.65
8876.0,8643.83,1838.42,19499.77,5640,3835,3590,1065.14035,33.04377,4711.26754,990.84417,1116.87442,15.46076,936.72,22.17,4708.94,747.42,1038.6,17.71,37.45348,46.94382,31.7,38.91493,38.6314025,37.52898,0.188495,7142,8420.19,8745.18,2008.46,0.0,0.0,784.97,3374.44,527.93,779.93,147.59,590.36,353.0175,182.0025,0.0,180.0275,0.0,175.0875,21451,15483.07,5086.03,1354.0,25.38814,-9.71701,-2.34833,2.874455,869.89,1299.89,654.31,575.61
10139.13,9491.59,2167.65,21948.08,5926,4099,3814,210.79383,48.07955,380.65974,921.48816,124.65112,15.70943,199.39,30.51,741.14,832.0,214.36,22.41,52.54201,52.03855,48.45639,50.2463575,48.745805,48.155545,0.405175,7424,9695.42,9574.61,2409.03,0.0,0.0,378.14,2846.59,413.93,749.93,163.76,655.04,72.39,93.375,165.5475,0.0,111.3025,9.9225,23048,16700.83,5827.03,1245.0,46.84194,-2.40043,-3.29964,2.4264,679.89,1249.89,577.66,786.99
